name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
	SpecialIncomeCharges,"-62,000,000","-2,000,000","-1,000,000","-1,000,000","-58,000,000","-44,000,000","-19,000,000","-47,000,000","-29,000,000","0","0","2,000,000","-73,000,000","-12,000,000","-28,000,000","-116,000,000","-153,000,000","-92,000,000","0","0","-40,000,000","0","0","0","0","1,000,000","0","-1,000,000","-48,000,000","0","0","0","0"
		RestructuringAndMergernAcquisition,"62,000,000","2,000,000","1,000,000","1,000,000","58,000,000","44,000,000","19,000,000","47,000,000","29,000,000","0","0","-2,000,000","73,000,000","12,000,000","28,000,000","116,000,000","153,000,000","92,000,000","0","0","40,000,000","0","0","0","0","-1,000,000","0","1,000,000","48,000,000","0","0","0","0"
	OtherNonOperatingIncomeExpenses,"-34,000,000","-9,000,000","-8,000,000","-10,000,000","-7,000,000","-2,000,000","-1,000,000","-7,000,000","-7,000,000","1,000,000","-3,000,000","-1,000,000","-8,000,000","56,000,000","4,000,000","37,000,000","14,000,000","21,000,000","28,000,000","17,000,000","7,000,000","9,000,000","12,000,000","9,000,000","15,000,000","7,000,000","20,000,000","1,000,000","-1,000,000","-1,000,000","4,000,000","-4,000,000","-6,000,000"
PretaxIncome,"4,099,000,000","706,000,000","1,165,000,000","1,356,000,000","872,000,000","1,859,000,000","1,144,000,000","1,799,000,000","263,000,000","854,000,000","484,000,000","943,000,000","717,000,000","686,000,000","533,000,000","609,000,000","548,000,000","864,000,000","451,000,000","447,000,000","438,000,000","469,000,000","360,000,000","380,000,000","422,000,000","418,000,000","350,000,000","399,000,000","321,000,000","347,000,000","276,000,000","326,000,000","312,000,000"
TaxProvision,"-70,000,000","-95,000,000","78,000,000","172,000,000","-225,000,000","292,000,000","123,000,000","269,000,000","179,000,000","347,000,000","22,000,000","120,000,000","50,000,000","102,000,000","97,000,000","83,000,000","37,000,000","244,000,000","71,000,000","36,000,000","54,000,000","79,000,000","37,000,000","57,000,000","57,000,000","51,000,000","49,000,000","94,000,000","66,000,000","61,000,000","42,000,000","45,000,000","694,000,000"
NetIncomeCommonStockholders,"4,169,000,000","801,000,000","1,087,000,000","1,184,000,000","1,097,000,000","1,567,000,000","1,021,000,000","1,530,000,000","84,000,000","507,000,000","462,000,000","823,000,000","667,000,000","584,000,000","436,000,000","526,000,000","511,000,000","620,000,000","380,000,000","411,000,000","384,000,000","390,000,000","323,000,000","323,000,000","365,000,000","367,000,000","301,000,000","305,000,000","248,000,000","286,000,000","234,000,000","281,000,000","-382,000,000"
	NetIncome,"4,169,000,000","801,000,000","1,087,000,000","1,184,000,000","1,097,000,000","1,567,000,000","1,021,000,000","1,530,000,000","84,000,000","507,000,000","462,000,000","823,000,000","667,000,000","584,000,000","436,000,000","526,000,000","511,000,000","620,000,000","380,000,000","411,000,000","384,000,000","390,000,000","323,000,000","323,000,000","365,000,000","367,000,000","301,000,000","305,000,000","248,000,000","286,000,000","234,000,000","281,000,000","-382,000,000"
		NetIncomeIncludingNoncontrollingInterests,"4,169,000,000","801,000,000","1,087,000,000","1,184,000,000","1,097,000,000","1,567,000,000","1,021,000,000","1,530,000,000","84,000,000","507,000,000","462,000,000","823,000,000","667,000,000","584,000,000","436,000,000","526,000,000","511,000,000","620,000,000","380,000,000","411,000,000","384,000,000","390,000,000","323,000,000","323,000,000","365,000,000","367,000,000","301,000,000","305,000,000","248,000,000","286,000,000","234,000,000","281,000,000","-382,000,000"
			NetIncomeContinuousOperations,"4,169,000,000","801,000,000","1,087,000,000","1,184,000,000","1,097,000,000","1,567,000,000","1,021,000,000","1,530,000,000","84,000,000","507,000,000","462,000,000","823,000,000","667,000,000","584,000,000","436,000,000","526,000,000","511,000,000","620,000,000","380,000,000","411,000,000","384,000,000","390,000,000","323,000,000","323,000,000","365,000,000","367,000,000","301,000,000","305,000,000","255,000,000","286,000,000","234,000,000","281,000,000","-382,000,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,000,000",,,,"0"
DilutedNIAvailtoComStockholders,"4,169,000,000","801,000,000","1,087,000,000","1,184,000,000","1,097,000,000","1,567,000,000","1,021,000,000","1,530,000,000","84,000,000","507,000,000","462,000,000","823,000,000","667,000,000","584,000,000","436,000,000","526,000,000","511,000,000","620,000,000","380,000,000","411,000,000","384,000,000","390,000,000","323,000,000","323,000,000","365,000,000","367,000,000","301,000,000","305,000,000","248,000,000","286,000,000","234,000,000","281,000,000","-382,000,000"
BasicEPS,,,"0.93","1.01","0.94",,"0.87","1.3","0.07","0.43","0.39","0.7","0.57","0.5","0.37","0.44","0.43","0.52","0.32","0.34","0.32","0.32","0.27","0.27","0.3","0.3","0.25","0.25","0.209",,"0.192","0.231","-0.314"
DilutedEPS,,,"0.92","1","0.92",,"0.86","1.29","0.07","0.43","0.39","0.69","0.56","0.49","0.36","0.44","0.42","0.5","0.31","0.34","0.32","0.32","0.27","0.27","0.3","0.3","0.25","0.25","0.209",,"0.19","0.229","-0.314"
BasicAverageShares,,,"1,174,000,000","1,174,000,000","1,173,000,000",,"1,172,000,000","1,173,000,000","1,173,000,000","1,174,000,000","1,175,000,000","1,175,000,000","1,171,000,000","1,177,000,000","1,181,000,000","1,187,000,000","1,192,000,000","1,203,000,000","1,202,000,000","1,202,000,000","1,203,000,000","1,207,000,000","1,207,000,000","1,210,000,000","1,216,000,000","1,223,000,000","1,221,000,000","1,220,000,000","1,220,000,000",,"1,216,000,000","1,216,000,000","1,216,000,000"
DilutedAverageShares,,,"1,187,000,000","1,186,000,000","1,190,000,000",,"1,190,000,000","1,184,000,000","1,185,000,000","1,187,000,000","1,188,000,000","1,187,000,000","1,188,000,000","1,196,000,000","1,199,000,000","1,202,000,000","1,217,000,000","1,228,000,000","1,223,000,000","1,215,000,000","1,216,000,000","1,216,000,000","1,214,000,000","1,215,000,000","1,225,000,000","1,230,000,000","1,227,000,000","1,220,000,000","1,220,000,000",,"1,229,000,000","1,229,000,000","1,229,000,000"
TotalOperatingIncomeAsReported,"4,262,000,000","1,050,000,000","1,043,000,000","1,127,000,000","1,042,000,000","963,000,000","977,000,000","951,000,000","398,000,000","799,000,000","697,000,000","705,000,000","518,000,000","598,000,000","490,000,000","572,000,000","534,000,000","843,000,000","423,000,000","430,000,000","431,000,000","460,000,000","348,000,000","371,000,000","407,000,000","411,000,000","330,000,000","398,000,000","322,000,000","348,000,000","272,000,000","330,000,000","318,000,000"
TotalExpenses,"21,047,000,000","5,866,000,000","5,138,000,000","5,110,000,000","4,933,000,000","5,109,000,000","4,463,000,000","4,263,000,000","4,191,000,000","4,162,000,000","3,681,000,000","3,602,000,000","3,537,000,000","3,616,000,000","3,165,000,000","3,169,000,000","2,998,000,000","2,809,000,000","2,816,000,000","2,706,000,000","2,504,000,000","2,521,000,000","2,319,000,000","2,279,000,000","2,137,000,000","2,146,000,000","1,928,000,000","1,898,000,000","1,767,000,000","1,845,000,000","1,703,000,000","1,653,000,000","1,556,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"4,169,000,000","801,000,000","1,087,000,000","1,184,000,000","1,097,000,000","1,567,000,000","1,021,000,000","1,530,000,000","84,000,000","507,000,000","462,000,000","823,000,000","667,000,000","584,000,000","436,000,000","526,000,000","511,000,000","620,000,000","380,000,000","411,000,000","384,000,000","390,000,000","323,000,000","323,000,000","365,000,000","367,000,000","301,000,000","305,000,000","255,000,000","286,000,000","234,000,000","281,000,000","-382,000,000"
NormalizedIncome,"4,180,680,000","1,014,160,000","927,040,000","938,660,000","1,226,940,000","810,895,104.895","851,900,000","815,150,000","195,690,000","479,260,000","678,600,000","631,600,000","567,490,000","594,215,743.44","458,960,000","625,760,000","653,290,000","686,018,518.519","380,000,000","411,000,000","419,200,000","390,000,000","323,000,000","323,000,000","365,000,000","366,122,009.569","301,000,000","305,764,000","292,920,000","286,000,000","234,000,000","281,000,000","-382,000,000"
InterestIncome,"57,000,000","14,000,000","15,000,000","13,000,000","15,000,000","16,000,000","17,000,000","22,000,000","33,000,000","53,000,000","47,000,000","48,000,000","49,000,000","52,000,000","61,000,000",,,,,,,,,,,,,,,,,,
InterestExpense,"232,000,000","59,000,000","58,000,000","57,000,000","58,000,000","59,000,000","58,000,000","55,000,000","37,000,000","37,000,000","29,000,000","27,000,000","22,000,000","20,000,000","22,000,000",,,,,,,,,,,,,,,,,,
NetInterestIncome,"-175,000,000","-45,000,000","-43,000,000","-44,000,000","-43,000,000","-43,000,000","-41,000,000","-33,000,000","-4,000,000","16,000,000","18,000,000","21,000,000","27,000,000","32,000,000","39,000,000",,,,,,,,,,,,,,,,,,
EBIT,"4,331,000,000","765,000,000","1,223,000,000","1,413,000,000","930,000,000","1,918,000,000","1,202,000,000","1,854,000,000","300,000,000","891,000,000","513,000,000","970,000,000","739,000,000","706,000,000","555,000,000","688,000,000","687,000,000","935,000,000","423,000,000","430,000,000","471,000,000","460,000,000","348,000,000","371,000,000","407,000,000","410,000,000","330,000,000","399,000,000","370,000,000","348,000,000","272,000,000","330,000,000","318,000,000"
EBITDA,"5,596,000,000"
ReconciledCostOfRevenue,"11,375,000,000","3,302,000,000","2,832,000,000","2,693,000,000","2,548,000,000","2,696,000,000","2,366,000,000","2,283,000,000","2,330,000,000","2,294,000,000","2,041,000,000","1,945,000,000","1,890,000,000","1,918,000,000","1,661,000,000","1,696,000,000","1,580,000,000","1,306,000,000","1,465,000,000","1,372,000,000","1,287,000,000","1,261,000,000","1,100,000,000","1,065,000,000","1,008,000,000","995,000,000","852,000,000","819,000,000","753,000,000","787,000,000","717,000,000","669,000,000","643,000,000"
ReconciledDepreciation,"1,265,000,000","326,000,000","323,000,000","316,000,000","300,000,000","301,000,000","298,000,000","297,000,000","293,000,000","227,000,000","227,000,000","228,000,000","230,000,000","223,000,000","188,000,000","180,000,000","185,000,000","227,000,000","194,000,000","201,000,000","183,000,000","189,000,000","185,000,000","176,000,000","174,000,000","164,000,000","153,000,000","150,000,000","141,000,000","132,000,000","129,000,000","125,000,000","130,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"4,169,000,000","801,000,000","1,087,000,000","1,184,000,000","1,097,000,000","1,567,000,000","1,021,000,000","1,530,000,000","84,000,000","507,000,000","462,000,000","823,000,000","667,000,000","584,000,000","436,000,000","526,000,000","511,000,000","620,000,000","380,000,000","411,000,000","384,000,000","390,000,000","323,000,000","323,000,000","365,000,000","367,000,000","301,000,000","305,000,000","255,000,000","286,000,000","234,000,000","281,000,000","-382,000,000"
TotalUnusualItemsExcludingGoodwill,"-16,000,000","-292,000,000","172,000,000","282,000,000","-178,000,000","897,000,000","190,000,000","841,000,000","-153,000,000","38,000,000","-228,000,000","220,000,000","107,000,000","-12,000,000","-28,000,000","-116,000,000","-153,000,000","-92,000,000","0","0","-40,000,000","0","0","0","0","1,000,000","0","-1,000,000","-48,000,000","0","0","0","0"
TotalUnusualItems,"-16,000,000","-292,000,000","172,000,000","282,000,000","-178,000,000","897,000,000","190,000,000","841,000,000","-153,000,000","38,000,000","-228,000,000","220,000,000","107,000,000","-12,000,000","-28,000,000","-116,000,000","-153,000,000","-92,000,000","0","0","-40,000,000","0","0","0","0","1,000,000","0","-1,000,000","-48,000,000","0","0","0","0"
NormalizedEBITDA,"5,612,000,000","1,383,000,000","1,374,000,000","1,447,000,000","1,408,000,000","1,322,000,000","1,310,000,000","1,310,000,000","746,000,000","1,080,000,000","968,000,000","978,000,000","862,000,000","941,000,000","771,000,000","984,000,000","1,025,000,000","1,254,000,000","617,000,000","631,000,000","694,000,000","649,000,000","533,000,000","547,000,000","582,000,000","573,000,000","483,000,000","550,000,000","559,000,000","480,000,000","401,000,000","455,000,000","448,000,000"
TaxRateForCalcs,"0.27","0.27","0.07","0.13","0.27","0.157","0.11","0.15","0.27","0.27","0.05","0.13","0.07","0.149","0.18","0.14","0.07","0.282","0.16","0.08","0.12","0.168","0.1","0.15","0.14","0.122","0.14","0.236","0.21","0.176","0.152","0.14","0.35"
TaxEffectOfUnusualItems,"-4,320,000","-78,840,000","12,040,000","36,660,000","-48,060,000","140,895,104.895","20,900,000","126,150,000","-41,310,000","10,260,000","-11,400,000","28,600,000","7,490,000","-1,784,256.56","-5,040,000","-16,240,000","-10,710,000","-25,981,481.481","0","0","-4,800,000","0","0","0","0","122,009.569","0","-236,000","-10,080,000","0","0","0","0"
