name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999
	InterestIncomeNonOperating,"3,000,000","1,000,000","1,000,000","0","1,000,000","0","1,000,000","1,000,000","3,000,000","3,000,000","6,000,000","10,000,000","10,000,000","10,000,000","10,000,000","9,000,000","10,000,000","9,000,000","7,000,000","6,000,000","5,000,000","4,000,000","3,000,000","3,000,000","3,000,000","2,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","4,000,000","3,000,000","3,000,000","4,000,000","11,000,000","3,000,000","3,000,000","3,000,000","4,000,000","5,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"83,000,000","21,000,000","21,000,000","21,000,000","20,000,000","19,000,000","19,000,000","19,000,000","20,000,000","20,000,000","21,000,000","18,000,000","17,000,000","18,000,000","18,000,000","18,000,000","19,000,000","20,000,000","20,000,000","19,000,000","20,000,000","20,000,000","19,000,000","17,000,000","18,000,000","18,000,000","16,000,000","17,000,000","17,000,000","16,000,000","26,000,000","28,000,000","30,000,000","29,000,000","30,000,000","27,000,000","25,000,000","25,000,000","26,000,000","24,000,000","25,000,000","26,000,000","23,000,000","20,000,000","20,000,000","23,000,000","27,000,000","24,000,000","22,000,000","23,000,000","21,000,000","21,000,000","23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"52,000,000","-37,000,000","73,000,000","12,000,000","4,000,000","3,000,000","2,000,000","7,000,000","36,000,000","21,000,000","-4,000,000","5,000,000","9,000,000","6,000,000","3,000,000","26,000,000","21,000,000","5,000,000","6,000,000","5,000,000","5,000,000","3,000,000","-16,000,000","2,000,000","1,000,000","3,000,000","2,000,000","-1,000,000","4,000,000","12,000,000","-65,000,000","-20,000,000","4,000,000",,"-3,000,000","1,000,000","9,000,000","1,000,000","2,000,000","-10,000,000","16,000,000","8,000,000","-1,000,000","17,000,000","11,000,000","6,000,000","56,000,000","133,000,000","4,000,000","9,000,000","25,000,000","-24,000,000","6,000,000","12,000,000","14,000,000","5,000,000","7,000,000","4,000,000","-2,000,000","3,000,000","3,000,000","1,000,000","-82,000,000","109,000,000","103,000,000","949,000,000","8,000,000","40,000,000","38,000,000","29,000,000","7,000,000","26,000,000","17,000,000","4,000,000","21,000,000","-1,000,000","11,000,000","4,000,000","13,000,000","6,000,000","22,000,000","19,000,000","-11,000,000","35,000,000","260,000,000","19,000,000","10,000,000","28,000,000","42,000,000","31,000,000",,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"901,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000","-10,000,000","16,000,000","8,000,000","-1,000,000","17,000,000","11,000,000","6,000,000","56,000,000","133,000,000","4,000,000","9,000,000","25,000,000","-24,000,000","6,000,000","12,000,000","14,000,000","5,000,000","7,000,000","4,000,000","-2,000,000","3,000,000","3,000,000","1,000,000","-82,000,000","109,000,000","103,000,000","48,000,000","-34,000,000","40,000,000","38,000,000","29,000,000","7,000,000","26,000,000","17,000,000","4,000,000","21,000,000","-1,000,000","11,000,000","4,000,000","13,000,000","6,000,000","22,000,000","19,000,000","-11,000,000","35,000,000","260,000,000","19,000,000","10,000,000","28,000,000","42,000,000","31,000,000",,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","-17,000,000",,,"-51,000,000","-6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"5,000,000","127,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"52,000,000","-37,000,000","73,000,000","12,000,000","4,000,000","3,000,000","2,000,000","7,000,000","36,000,000","21,000,000","-4,000,000","5,000,000","9,000,000","6,000,000","3,000,000","26,000,000","21,000,000","5,000,000","6,000,000","5,000,000","5,000,000","3,000,000","-16,000,000","2,000,000","1,000,000","3,000,000","2,000,000","-1,000,000","4,000,000","12,000,000","-65,000,000","-20,000,000","4,000,000",,"-3,000,000","1,000,000","9,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,367,000,000","319,000,000","448,000,000","327,000,000","273,000,000","312,000,000","283,000,000","219,000,000","121,000,000","219,000,000","231,000,000","222,000,000","218,000,000","248,000,000","244,000,000","242,000,000","227,000,000","233,000,000","226,000,000","193,000,000","191,000,000","193,000,000","151,000,000","134,000,000","117,000,000","142,000,000","143,000,000","128,000,000","96,000,000","113,000,000","85,000,000","184,000,000","186,000,000","191,000,000","254,000,000","212,000,000","198,000,000","195,000,000","256,000,000","238,000,000","293,000,000","256,000,000","293,000,000","281,000,000","260,000,000","198,000,000","243,000,000","227,000,000","139,000,000","83,000,000","79,000,000","-41,000,000","-58,000,000","27,000,000","257,000,000","215,000,000","196,000,000","147,000,000","201,000,000","190,000,000","156,000,000","123,000,000","124,000,000","251,000,000","159,000,000","93,000,000","-119,000,000","129,000,000","120,000,000","124,000,000","96,000,000","133,000,000","128,000,000","83,000,000","77,000,000","-191,000,000","-324,000,000","-252,000,000","-374,000,000","-423,000,000","-327,000,000","-423,000,000","-669,000,000","-307,000,000","198,000,000","298,000,000","468,000,000","238,000,000","256,000,000","202,000,000",,,,
TaxProvision,"162,000,000","36,000,000","6,000,000","63,000,000","57,000,000","24,000,000","61,000,000","20,000,000","20,000,000","22,000,000","37,000,000","31,000,000","36,000,000","-256,000,000","49,000,000","6,000,000","22,000,000","553,000,000","49,000,000","18,000,000","27,000,000","25,000,000","25,000,000","10,000,000","26,000,000","19,000,000","0","23,000,000","8,000,000","11,000,000","62,000,000","37,000,000","47,000,000","-4,000,000","43,000,000","44,000,000","32,000,000","16,000,000","-169,000,000","-5,000,000","38,000,000","26,000,000","4,000,000","-49,000,000","60,000,000","5,000,000","-49,000,000","22,000,000","31,000,000","4,000,000","54,000,000","-22,000,000","43,000,000","-37,000,000","26,000,000","46,000,000","23,000,000","27,000,000","21,000,000","5,000,000","33,000,000","-27,000,000","30,000,000","18,000,000","28,000,000","15,000,000","84,000,000","25,000,000","25,000,000","21,000,000","22,000,000","33,000,000","24,000,000","12,000,000","64,000,000","1,354,000,000","-178,000,000","-140,000,000","-139,000,000","-200,000,000","-80,000,000","-106,000,000","-213,000,000","-93,000,000","115,000,000","119,000,000","163,000,000","83,000,000","90,000,000","71,000,000",,,,
NetIncomeCommonStockholders,"1,205,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","124,000,000","91,000,000","123,000,000","143,000,000","103,000,000","83,000,000","72,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","425,000,000","243,000,000","255,000,000","230,000,000","289,000,000","330,000,000","200,000,000","193,000,000","292,000,000","205,000,000","108,000,000","79,000,000","25,000,000","-19,000,000","-101,000,000","64,000,000","231,000,000","169,000,000","173,000,000","120,000,000","180,000,000","185,000,000","123,000,000","150,000,000","149,000,000","227,000,000","115,000,000","2,816,000,000","25,000,000","104,000,000","95,000,000","103,000,000","74,000,000","100,000,000","104,000,000","71,000,000","13,000,000","-1,556,000,000","-146,000,000","-369,000,000","-236,000,000","-228,000,000","-253,000,000","-315,000,000","137,000,000","-219,000,000","96,000,000","154,000,000","305,000,000","155,000,000","166,000,000","131,000,000","146,000,000","135,000,000","157,000,000","74,000,000"
	NetIncome,"1,205,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","124,000,000","91,000,000","123,000,000","143,000,000","103,000,000","83,000,000","72,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","425,000,000","243,000,000","255,000,000","230,000,000","289,000,000","330,000,000","200,000,000","193,000,000","292,000,000","205,000,000","108,000,000","79,000,000","25,000,000","-19,000,000","-101,000,000","64,000,000","231,000,000","169,000,000","173,000,000","120,000,000","180,000,000","185,000,000","123,000,000","150,000,000","149,000,000","227,000,000","115,000,000","2,816,000,000","25,000,000","104,000,000","95,000,000","103,000,000","74,000,000","100,000,000","104,000,000","71,000,000","13,000,000","-1,556,000,000","-146,000,000","-369,000,000","-236,000,000","-228,000,000","-253,000,000","-315,000,000","137,000,000","-219,000,000","96,000,000","154,000,000","305,000,000","155,000,000","166,000,000","131,000,000","146,000,000","135,000,000","157,000,000","74,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,205,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","124,000,000","91,000,000","123,000,000","143,000,000","103,000,000","83,000,000","72,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","425,000,000","243,000,000","255,000,000","230,000,000","289,000,000","330,000,000","200,000,000","193,000,000","292,000,000","205,000,000","108,000,000","79,000,000","25,000,000","-19,000,000","-101,000,000","64,000,000","231,000,000","169,000,000","173,000,000","120,000,000","180,000,000","185,000,000","123,000,000","150,000,000","154,000,000","227,000,000","115,000,000","2,816,000,000","25,000,000","104,000,000","95,000,000","103,000,000","74,000,000","100,000,000","104,000,000","71,000,000","13,000,000","-1,556,000,000","-146,000,000","-369,000,000","-236,000,000","-228,000,000","-253,000,000","-315,000,000","137,000,000","-219,000,000","96,000,000","154,000,000","305,000,000","155,000,000","166,000,000","131,000,000","146,000,000","135,000,000","157,000,000","74,000,000"
			NetIncomeContinuousOperations,"1,205,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","124,000,000","91,000,000","123,000,000","143,000,000","105,000,000","88,000,000","102,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","425,000,000","243,000,000","255,000,000","230,000,000","289,000,000","330,000,000","200,000,000","193,000,000","292,000,000","205,000,000","108,000,000","79,000,000","25,000,000","-19,000,000","-101,000,000","64,000,000","231,000,000","169,000,000","173,000,000","120,000,000","180,000,000","185,000,000","123,000,000","150,000,000","94,000,000","233,000,000","131,000,000","979,000,000","-161,000,000","104,000,000","95,000,000","103,000,000","74,000,000","100,000,000","104,000,000","71,000,000","13,000,000","-1,545,000,000","-146,000,000","-112,000,000","-235,000,000","-223,000,000","-247,000,000","-317,000,000","-456,000,000","-214,000,000","83,000,000","179,000,000","305,000,000","155,000,000","166,000,000","131,000,000","146,000,000","135,000,000","157,000,000","74,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","-2,000,000","-5,000,000","-30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,000,000","-6,000,000","-16,000,000","1,837,000,000",,,,,,,,,,,,,"-1,000,000","-5,000,000","-6,000,000","2,000,000","640,000,000","-5,000,000","13,000,000",,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-11,000,000",,"-257,000,000",,,,,"-47,000,000",,,"-25,000,000",,,,,,,,
DilutedNIAvailtoComStockholders,"1,205,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","124,000,000","91,000,000","123,000,000","143,000,000","103,000,000","83,000,000","72,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","425,000,000","243,000,000","255,000,000","230,000,000","289,000,000","330,000,000","200,000,000","193,000,000","292,000,000","205,000,000","108,000,000","79,000,000","25,000,000","-19,000,000","-101,000,000","64,000,000","231,000,000","169,000,000","173,000,000","120,000,000","180,000,000","185,000,000","123,000,000","150,000,000","149,000,000","227,000,000","115,000,000","2,816,000,000","25,000,000","104,000,000","95,000,000","103,000,000","74,000,000","100,000,000","104,000,000","71,000,000","13,000,000","-1,556,000,000","-146,000,000","-369,000,000","-236,000,000","-228,000,000","-253,000,000","-315,000,000","137,000,000","-219,000,000","96,000,000","154,000,000","305,000,000","155,000,000","166,000,000","131,000,000","146,000,000","135,000,000","157,000,000","74,000,000"
BasicEPS,,"0.94","1.46","0.87","0.71","0.94","0.72","0.64","0.33","0.64","0.63","0.61","0.57","1.58","0.61","0.74","0.64","-0.99",,"0.55","0.51","0.52","0.38","0.38","0.28","0.37","0.42","0.31","0.25","0.21","0.05","0.44","0.45","0.59","0.64","0.5","0.48","0.52","1.22","0.7","0.73","0.66",,"0.95","0.58","0.56",,"0.59","0.31","0.23",,"-0.06","-0.29","0.18",,"0.47","0.48","0.32",,"0.47","0.31","0.37",,"0.55","0.27","5.95",,"0.21","0.19","0.21",,"0.21","0.22","0.15",,"-3.28","-0.31","-0.78",,"-0.49","-0.55","-0.68",,"-0.48","0.21","0.34",,"0.34","0.37","0.3",,"0.3","0.35","0.17"
