name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,01/31/2019,11/30/2018,08/31/2018,05/31/2018,04/30/2018,02/28/2018,01/31/2018,11/30/2017,08/31/2017,05/31/2017,04/30/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989
NormalizedIncome,"2,408,925,000","471,755,000","555,235,000","785,771,000","596,164,000","345,946,000","442,433,000","740,457,000","342,896,000","299,282,000","350,338,000","565,229,000","405,949,000","294,638,000",,"351,406,000","400,282,000","366,721,000",,"289,530,000",,"281,003,000","433,900,000","331,700,000",,"237,145,000","278,125,000","426,768,000","327,515,000","228,613,000","258,112,000","401,137,000","309,071,000","211,723,000","238,310,000","373,670,000","285,157,000","192,830,000","218,087,000","371,199,000","265,583,000","176,247,000","203,452,000","323,732,000","248,586,000","166,930,000","191,125,000","301,469,000","227,373,000","148,056,000","172,076,000","268,933,000","202,745,000","123,333,000","143,300,000","236,126,000","173,689,000","115,864,000","131,371,000","243,746,000","158,638,000","106,704,000","132,516,000","217,175,000","151,591,000","103,016,000","123,889,000","213,452,000","144,428,000","97,022,000","114,374,000","206,615,000","147,789,000","94,093,000","122,523,000","209,393,000","143,411,000","91,654,000","121,745,000","207,441,000","125,977,000","79,275,000","104,911,000","177,986,000","102,314,000","63,771,000","84,077,000","26,477,000","63,525,000","31,736,000","53,788,000","105,220,000","67,265,000","39,100,000","56,000,000","98,700,000","58,700,000","36,000,000","51,300,000","92,100,000","53,900,000","34,400,000","47,500,000","81,500,000","46,100,000","29,400,000","38,000,000","67,500,000","37,600,000","27,300,000","34,800,000","54,900,000","32,400,000","23,679,187.817","27,358,951.965","44,837,433.155","28,019,230.769","20,598,847.262","21,519,125.683","33,300,000","19,493,498.452","15,627,906.977","16,857,446.809","25,356,190.476","14,179,831.933","10,740,000","12,539,130.435","21,200,000","9,600,000","5,800,000","7,400,000","12,500,000","5,300,000","1,900,000","3,600,000"
InterestExpense,"194,318,000","42,471,000","43,284,000","63,537,000","45,026,000","46,012,000","46,179,000","71,326,000","47,450,000","44,335,000","43,743,000","68,592,000","43,239,000","41,362,000",,"39,006,000","59,977,000","41,958,000",,"39,340,000",,"38,889,000","54,902,000","35,675,000",,"34,198,000","33,306,000","48,159,000","34,051,000","32,832,000","35,010,000","48,670,000","31,779,000","34,536,000","37,060,000","51,276,000","36,162,000","39,490,000","42,431,000","62,502,000","42,091,000","41,323,000","41,104,000","59,542,000","39,743,000","38,923,000","39,094,000","55,870,000","39,916,000","39,576,000","37,253,000","52,052,000","36,833,000","36,309,000","36,340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-188,901,000","-42,471,000","-43,284,000","-58,120,000","-45,026,000","-46,012,000","-46,179,000","-65,637,000","-47,450,000","-44,335,000","-43,743,000","-61,196,000","-43,239,000","-41,362,000",,"-39,006,000","-54,341,000","-41,958,000",,"-39,340,000",,"-38,889,000","-51,400,000","-35,675,000",,"-34,198,000","-33,306,000","-45,788,000","-34,051,000","-32,832,000","-35,010,000","-47,065,000","-31,779,000","-34,536,000","-37,060,000","-49,426,000","-36,162,000","-39,490,000","-42,431,000","-60,896,000","-42,091,000","-41,323,000","-41,104,000","-58,145,000","-39,743,000","-38,923,000","-39,094,000","-53,812,000","-39,916,000","-39,576,000","-37,253,000","-49,426,000","-36,833,000","-36,309,000","-36,340,000","-236,870,000","31,482,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"3,234,197,000","626,760,000","754,485,000","1,049,447,000","803,505,000","481,767,000","615,225,000","1,023,734,000","491,673,000","407,938,000","500,023,000","788,171,000","547,523,000","400,020,000",,"487,818,000","596,875,000","545,765,000",,"205,098,000",,"468,754,000","711,129,000","529,570,000",,"383,969,000","458,902,000","705,737,000","536,374,000","382,660,000","437,995,000","670,877,000","513,949,000","361,269,000","408,562,000","632,051,000","478,952,000","337,344,000","383,726,000","637,826,000","456,030,000","317,571,000","363,276,000","561,453,000","427,250,000","300,651,000","340,934,000","526,067,000","392,925,000","271,748,000","306,121,000","475,365,000","355,865,000","230,381,000","260,428,000","421,483,000","305,232,000","214,696,000","238,539,000","416,839,000","273,034,000","196,885,000","237,375,000","378,370,000","264,977,000","188,923,000","222,996,000","373,118,000","253,169,000","178,345,000","205,293,000","351,170,000","259,462,000","148,719,000","216,313,000","363,755,000","251,321,000","168,526,000","215,105,000","360,090,000","221,883,000","147,498,000","188,326,000","311,922,000","182,433,000","121,149,000","155,504,000","198,466,000","127,866,000","77,280,000","110,768,000","199,575,000","126,684,000","80,100,000","105,700,000","171,800,000","104,300,000","67,300,000","89,700,000","155,200,000","90,500,000","58,100,000","78,700,000","133,300,000","76,800,000","49,200,000","61,800,000","109,700,000","60,500,000","43,400,000","55,400,000","90,000,000","53,100,000","39,200,000","45,500,000","74,200,000","46,600,000","34,200,000","35,800,000","56,000,000","31,800,000","25,200,000","27,800,000","41,600,000","23,700,000","17,900,000","20,500,000","35,500,000","17,800,000","153,600,000","165,500,000","-382,500,000","155,000,000","133,500,000","143,300,000"
EBITDA,"3,657,135,000"
ReconciledCostOfRevenue,"7,409,989,000","1,584,524,000","1,743,744,000","2,345,645,000","1,736,077,000","1,351,435,000","1,478,644,000","2,132,993,000","1,288,651,000","1,147,600,000","1,291,970,000","1,858,036,000","1,290,986,000","1,125,461,000",,"1,224,259,000","1,650,889,000","1,237,178,000",,"1,135,980,000",,"1,223,283,000","1,658,481,000","1,240,589,000",,"1,083,683,000","1,166,303,000","1,604,021,000","1,223,214,000","1,066,596,000","1,133,109,000","1,562,856,000","1,190,232,000","1,023,618,000","1,083,603,000","1,454,479,000","1,124,587,000","953,459,000","1,007,881,000","1,491,039,000","1,063,165,000","893,217,000","959,174,000","1,331,191,000","1,022,067,000","877,854,000","940,714,000","1,289,422,000","964,839,000","815,335,000","883,914,000","1,210,196,000","898,869,000","752,489,000","789,320,000","1,109,441,000","825,253,000","728,579,000","737,101,000","1,098,702,000","755,287,000","671,449,000","729,207,000","998,363,000","738,272,000","661,145,000","707,774,000","976,269,000","713,392,000","637,625,000","682,547,000","965,964,000","665,284,000","621,684,000","665,402,000","932,736,000","683,835,000","594,925,000","668,950,000","958,550,000","689,622,000","624,697,000","669,245,000","1,000,970,000","682,826,000","606,411,000","659,916,000","1,044,544,000","626,928,000","545,887,000","587,537,000","839,477,000","576,416,000","504,800,000","554,900,000","759,300,000","530,300,000","470,600,000","496,200,000","674,800,000","410,200,000","332,900,000","375,200,000","526,300,000","350,800,000","293,100,000","311,400,000","457,300,000","293,500,000","236,100,000","257,100,000","343,800,000","237,600,000","205,400,000","221,900,000","290,000,000","204,200,000","173,500,000","185,200,000","254,300,000","167,500,000","141,400,000","147,400,000","201,400,000","142,500,000","116,500,000","128,900,000","182,600,000","109,200,000",,,,,,
ReconciledDepreciation,"422,938,000","99,692,000","99,590,000","129,639,000","94,017,000","94,476,000","89,551,000","125,351,000","91,695,000","90,670,000","89,750,000","118,839,000","84,888,000","83,778,000",,"82,452,000","107,993,000","79,754,000",,"79,351,000",,"77,986,000","103,063,000","75,343,000",,"72,833,000","71,812,000","93,932,000","68,529,000","68,653,000","66,283,000","86,708,000","62,299,000","59,867,000","61,045,000","78,981,000","58,132,000","58,382,000","55,772,000","71,319,000","52,888,000","103,044,000","50,700,000","66,654,000","45,434,000","96,170,000","48,647,000","62,862,000","44,930,000","44,126,000","44,291,000","62,166,000","42,819,000","44,533,000","42,566,000","57,160,000","40,069,000","43,051,000","40,153,000","51,577,000","38,555,000","39,270,000","40,107,000","51,320,000","37,341,000","36,506,000","35,963,000","45,377,000","32,607,000","31,862,000","31,178,000","39,442,000","25,963,000","46,292,000","26,243,000","34,835,000","24,957,000","27,379,000","23,950,000","34,222,000","24,690,000","25,243,000","25,593,000","35,758,000","26,404,000","27,924,000","28,169,000","39,639,000","30,451,000","30,779,000","30,464,000","32,719,000","33,081,000","30,900,000","30,100,000","40,800,000","31,000,000","28,400,000","28,300,000","34,100,000","22,400,000","20,500,000","19,600,000","24,200,000","18,100,000","18,000,000","17,500,000","22,000,000","15,100,000","13,700,000","12,700,000","18,900,000","10,800,000","9,600,000","9,000,000","13,600,000","7,400,000","5,600,000","6,500,000","8,500,000","4,200,000","5,000,000","3,600,000","5,200,000","3,100,000","2,800,000","2,600,000","2,400,000","2,300,000",,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"2,408,925,000","471,755,000","555,235,000","785,771,000","596,164,000","345,946,000","442,433,000","740,457,000","342,896,000","299,282,000","350,338,000","565,229,000","405,949,000","294,638,000",,"351,406,000","400,282,000","366,721,000",,"289,530,000",,"281,003,000","433,900,000","331,700,000",,"237,145,000","278,125,000","426,768,000","327,515,000","228,613,000","258,112,000","401,137,000","309,071,000","211,723,000","238,310,000","373,670,000","285,157,000","192,830,000","218,087,000","371,199,000","265,583,000","176,247,000","203,452,000","323,732,000","248,586,000","166,930,000","191,125,000","301,469,000","227,373,000","148,056,000","172,076,000","268,933,000","202,745,000","123,333,000","143,300,000","236,126,000","173,689,000","115,864,000","131,371,000","243,746,000","158,638,000","106,704,000","132,516,000","217,175,000","151,591,000","103,016,000","123,889,000","213,452,000","144,428,000","97,022,000","114,374,000","206,615,000","147,789,000","94,093,000","122,523,000","209,393,000","143,411,000","91,654,000","121,745,000","207,441,000","125,977,000","79,275,000","104,911,000","177,986,000","102,314,000","63,771,000","84,077,000","26,477,000","63,525,000","31,736,000","53,788,000","105,220,000","67,265,000","39,100,000","56,000,000","98,700,000","58,700,000","36,000,000","51,300,000","92,100,000","53,900,000","34,400,000","47,500,000","81,500,000","46,100,000","29,400,000","38,000,000","67,500,000","37,600,000","27,300,000","34,800,000","54,900,000","32,400,000","23,800,000","27,600,000","45,200,000","28,200,000","20,900,000","22,000,000","33,900,000","19,800,000","16,000,000","17,100,000","25,600,000","14,300,000","10,800,000","12,600,000","21,200,000","9,600,000","5,800,000","7,400,000","12,500,000","5,300,000","1,900,000","3,600,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"200,000","400,000","600,000","300,000","500,000","800,000","1,000,000","500,000","600,000","400,000","400,000","200,000","100,000","100,000",,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"200,000","400,000","600,000","300,000","500,000","800,000","1,000,000","500,000","600,000","400,000","400,000","200,000","100,000","100,000",,,,,,,,
NormalizedEBITDA,"3,657,135,000","726,452,000","854,075,000","1,179,086,000","897,522,000","576,243,000","704,776,000","1,149,085,000","583,368,000","498,608,000","589,773,000","907,010,000","632,411,000","483,798,000",,"570,270,000","704,868,000","625,519,000",,"284,449,000",,"546,740,000","814,192,000","604,913,000",,"456,802,000","530,714,000","799,669,000","604,903,000","451,313,000","504,278,000","757,585,000","576,248,000","421,136,000","469,607,000","711,032,000","537,084,000","395,726,000","439,498,000","709,145,000","508,918,000","420,615,000","413,976,000","628,107,000","472,684,000","396,821,000","389,581,000","588,929,000","437,855,000","315,874,000","350,412,000","537,531,000","398,684,000","274,914,000","302,994,000","478,643,000","345,301,000","257,747,000","278,692,000","468,416,000","311,589,000","236,155,000","277,482,000","429,690,000","302,318,000","225,429,000","258,959,000","418,495,000","285,776,000","210,207,000","236,471,000","390,612,000","285,425,000","195,011,000","242,556,000","398,590,000","276,278,000","195,905,000","239,055,000","394,312,000","246,573,000","172,741,000","213,919,000","347,680,000","208,837,000","149,073,000","183,673,000","238,105,000","158,317,000","108,059,000","141,232,000","232,294,000","159,809,000","111,000,000","135,800,000","212,600,000","135,300,000","95,700,000","118,000,000","189,300,000","112,900,000","78,600,000","98,300,000","157,500,000","94,900,000","67,200,000","79,300,000","131,700,000","75,600,000","57,100,000","68,100,000","108,900,000","63,900,000","48,600,000","54,100,000","87,200,000","53,700,000","39,300,000","41,500,000","63,500,000","35,500,000","29,600,000","31,000,000","46,400,000","26,600,000","20,700,000","23,000,000","37,900,000","20,100,000","153,600,000","165,500,000","-382,500,000","155,000,000","133,500,000","143,300,000"
TaxRateForCalcs,"0.208","0.193","0.219","0.203","0.214","0.206","0.222","0.223","0.228","0.177","0.232","0.215","0.195","0.178",,"0.217","0.254","0.272",,"0.27",,"0.346","0.339","0.328",,"0.322","0.347","0.351","0.348","0.347","0.359","0.355","0.359","0.352","0.359","0.357","0.356","0.353","0.361","0.355","0.358","0.362","0.369","0.355","0.358","0.362","0.367","0.359","0.356","0.362","0.36","0.365","0.364","0.364","0.361","0.362","0.366","0.366","0.366","0.362","0.36","0.366","0.367","0.362","0.363","0.365","0.368","0.369","0.367","0.37","0.37","0.351","0.372","0.248","0.37","0.375","0.375","0.375","0.375","0.378","0.378","0.38","0.38","0.38","0.38","0.38","0.382","0.391","0.389","0.387","0.387","0.385","0.384","0.385","0.385","0.369","0.369","0.368","0.369","0.372","0.375","0.376","0.376","0.375","0.378","0.376","0.375","0.378","0.37","0.371","0.372","0.389","0.39","0.396","0.397","0.396","0.397","0.398","0.399","0.4","0.387","0.38","0.394","0.39","0.399","0.4","0.391","0.393","0.385","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79,187.817","158,951.965","237,433.155","119,230.769","198,847.262","319,125.683","400,000","193,498.452","227,906.977","157,446.809","156,190.476","79,831.933","40,000","39,130.435","0","0","0","0","0","0","0","0"
