name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
	DepreciationAmortizationDepletionIncomeStatement,"726,000,000","189,000,000","188,000,000","186,000,000","163,000,000","150,000,000","141,000,000","145,000,000","144,000,000","146,000,000","137,000,000","122,000,000","117,000,000","113,000,000","111,000,000","115,000,000","120,000,000","115,000,000","118,000,000","111,000,000","92,000,000","92,000,000","93,000,000","93,000,000","95,000,000","93,000,000","94,000,000","92,000,000","87,000,000","84,000,000","83,000,000","81,000,000","73,000,000","71,000,000","64,000,000","61,000,000","62,000,000","62,000,000","58,000,000","56,000,000","54,000,000","52,000,000","51,000,000","49,000,000","42,000,000","42,000,000","36,000,000","35,000,000","35,000,000","38,427,000","36,242,000","35,721,000","30,987,000","30,050,000","28,742,000","27,950,000","25,264,000","26,152,000","22,274,000","25,027,000","24,188,000","24,730,000","25,139,000","24,693,000","25,220,000",,,,,,,,,"30,986,000","28,183,000","30,593,000","29,789,000","27,565,000","27,593,000","18,929,000"
		DepreciationAndAmortizationInIncomeStatement,"726,000,000","189,000,000","188,000,000","186,000,000","163,000,000","150,000,000","141,000,000","145,000,000","144,000,000","146,000,000","137,000,000","122,000,000","117,000,000","113,000,000","111,000,000","115,000,000","120,000,000","115,000,000","118,000,000","111,000,000","92,000,000","92,000,000","93,000,000","93,000,000","95,000,000","93,000,000","94,000,000","92,000,000","87,000,000","84,000,000","83,000,000","81,000,000","73,000,000","71,000,000","64,000,000","61,000,000","62,000,000","62,000,000",,,,"52,000,000",,,,"42,000,000",,"35,000,000","35,000,000","38,427,000","36,242,000","35,721,000","30,987,000","30,050,000","28,742,000","27,950,000","25,264,000","26,152,000","22,274,000","25,027,000","24,188,000","24,730,000","25,139,000","24,693,000","25,220,000",,,,,,,,,"30,986,000","28,183,000","30,593,000","29,789,000","27,565,000","27,593,000","18,929,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,054,000",,,,"10,650,000",,,,,,,,,"13,548,000","12,758,000","12,950,000","12,193,000","12,249,000","11,321,000","8,164,000"
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,134,000",,,,"14,570,000",,,,,,,,,"17,438,000","15,425,000","17,643,000","17,596,000","15,316,000","16,272,000","10,765,000"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,134,000",,,,"14,570,000",,,,,,,,,"17,438,000","15,425,000","17,643,000","17,596,000","15,316,000","16,272,000","10,765,000"
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","20,000,000",,"770,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"827,500,000","1,649,345,000",,"10,000,000","10,000,000","3,400,000",,"39,457,000",,"400,285,000",,,,,,,,,,,,,"721,000,000",,,
OperatingIncome,"10,227,000,000","2,843,000,000","2,763,000,000","2,416,000,000","2,205,000,000","2,122,000,000","2,128,000,000","1,748,000,000","2,165,000,000","2,419,000,000","2,653,000,000","2,410,000,000","2,214,000,000","1,984,000,000","2,318,000,000","2,102,000,000","1,970,000,000","1,535,000,000","1,964,000,000","1,686,000,000","1,558,000,000","1,364,000,000","1,682,000,000","1,478,000,000","1,388,000,000","1,105,000,000","1,357,000,000","1,332,000,000","1,263,000,000","1,008,000,000","1,402,000,000","1,383,000,000","1,285,000,000","1,016,000,000","1,262,000,000","1,228,000,000","1,107,000,000","946,000,000","1,064,000,000","974,000,000","1,000,000,000","-10,000,000","1,002,000,000","885,000,000","836,000,000","573,000,000","766,000,000","717,000,000","700,000,000","468,126,000","679,748,000","557,686,000","561,293,000","2,945,201,000","-279,264,000","-1,233,204,000","515,607,000","172,056,000","353,303,000","268,816,000","313,938,000","45,988,000","274,760,000","-273,966,000","182,713,000","-1,810,037,000","734,407,000","734,407,000","734,407,000","-1,598,326,000","648,333,000","648,333,000","648,333,000","-102,947,000","118,900,000","49,945,000","-667,760,000","-115,603,000","126,527,000","52,749,000"
NetNonOperatingInterestIncomeExpense,"-431,000,000","-108,000,000","-110,000,000","-106,000,000","-107,000,000","-105,000,000","-105,000,000","-101,000,000","-69,000,000","-64,000,000","-63,000,000","-51,000,000","-46,000,000","-47,000,000","-48,000,000","-48,000,000","-43,000,000","-41,000,000","-35,000,000","-39,000,000","-39,000,000","-30,000,000","-23,000,000","-22,000,000","-20,000,000","-12,000,000","-15,000,000","-17,000,000","-17,000,000","10,000,000","-11,000,000","-15,000,000","-6,000,000","26,000,000","3,000,000","-5,000,000","-5,000,000","2,000,000","5,000,000","6,000,000","3,000,000","5,000,000","11,000,000","9,000,000","2,000,000","39,000,000","0","-17,000,000","-15,000,000","32,469,000","-24,098,000","-31,771,000","-35,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000",,,"9,000,000","9,000,000","9,000,000","9,000,000","12,000,000","17,000,000","11,000,000","12,000,000",,"11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"431,000,000","108,000,000","110,000,000","106,000,000","107,000,000","105,000,000","105,000,000","101,000,000","69,000,000","64,000,000","63,000,000","51,000,000","46,000,000","47,000,000","48,000,000","48,000,000","43,000,000","41,000,000","35,000,000","39,000,000","39,000,000","30,000,000","23,000,000","22,000,000","20,000,000","12,000,000","15,000,000","17,000,000","17,000,000","16,000,000","11,000,000","15,000,000","6,000,000","7,000,000","3,000,000","5,000,000","5,000,000","7,000,000","4,000,000","3,000,000","6,000,000","7,000,000","6,000,000","2,000,000","10,000,000","9,000,000","11,000,000","17,000,000","15,000,000","23,442,000","24,098,000","31,771,000","35,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"511,000,000","88,000,000","163,000,000","168,000,000","92,000,000","151,000,000","-108,000,000","43,000,000","-109,000,000","120,000,000","-56,000,000","160,000,000","35,000,000","-722,000,000","-6,000,000","-132,000,000","-124,000,000","-10,000,000","3,000,000","-19,000,000","-41,000,000","-23,000,000","-26,000,000","-91,000,000","-31,000,000","-68,000,000","10,000,000","-74,000,000","94,000,000","-11,000,000","27,000,000","5,000,000","2,000,000","-131,000,000","-11,000,000","10,000,000",,"-54,000,000","-3,000,000","-7,000,000","-4,000,000","-7,000,000","17,000,000","-2,000,000","-2,000,000","-30,000,000","1,000,000","13,000,000","10,000,000","-42,262,000","17,744,000","10,531,000","24,383,000","-95,528,000","-805,589,000","-1,649,570,000","188,292,000","378,478,000","-10,879,000","88,787,000","-40,000","-14,038,000","-292,000","-399,842,000","152,000",,,,,,,,,"-20,007,000","11,262,000","18,785,000","7,836,000","12,765,000","-350,000","5,650,000"
	GainOnSaleOfSecurity,"605,000,000","97,000,000","183,000,000","238,000,000","87,000,000","198,000,000","-111,000,000","64,000,000","-106,000,000","119,000,000","-72,000,000","154,000,000","31,000,000","50,000,000","29,000,000","90,000,000","-11,000,000","-1,000,000","-8,000,000","-19,000,000","-22,000,000","20,000,000",,"19,000,000","-30,000,000","7,000,000","17,000,000","-14,000,000","97,000,000","-9,000,000","26,000,000","6,000,000","7,000,000","-26,000,000","-3,000,000","11,000,000","8,000,000","10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,"119,000,000","-100,000,000","143,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-94,000,000","0","-27,000,000","-67,000,000","0","-45,000,000","0","-22,000,000","-6,000,000","0","0","0","0","-757,000,000","-29,000,000","-225,000,000","-117,000,000","0","0","0","-15,000,000","-10,000,000",,"-107,000,000",,"0","0","-61,000,000",,"0",,,,"-95,000,000","0","0",,"-6,000,000","-3,000,000","-7,000,000","-4,000,000","-7,000,000","17,000,000","-2,000,000","-2,000,000","-30,000,000","1,000,000","13,000,000","10,000,000","-42,262,000","17,744,000","10,531,000","24,383,000","-95,528,000","-805,589,000","-1,649,570,000","188,292,000","378,478,000","-10,879,000","88,787,000","-40,000","-14,038,000","-292,000","-399,842,000","152,000",,,,,,,,,"-35,870,000","11,262,000","18,785,000","7,836,000","12,765,000","-350,000","5,650,000"
		OtherSpecialCharges,"94,000,000","0","27,000,000","67,000,000",,"45,000,000",,"22,000,000","6,000,000",,,,,"757,000,000","29,000,000","225,000,000","117,000,000","0",,,"15,000,000","10,000,000",,"107,000,000",,"0",,"61,000,000",,,,,,"95,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"-9,000,000","7,000,000","-3,000,000","5,000,000","-2,000,000","3,000,000","1,000,000","3,000,000","1,000,000","16,000,000","6,000,000","4,000,000","-15,000,000","-6,000,000","3,000,000","4,000,000","-9,000,000","11,000,000",,"-4,000,000","-33,000,000","-26,000,000","-3,000,000","-1,000,000","-75,000,000","-7,000,000","1,000,000","-3,000,000","-2,000,000","1,000,000","-1,000,000","-5,000,000","-10,000,000","-8,000,000","-1,000,000","-8,000,000","-8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"10,307,000,000","2,823,000,000","2,816,000,000","2,478,000,000","2,190,000,000","2,168,000,000","1,915,000,000","1,690,000,000","1,987,000,000","2,475,000,000","2,534,000,000","2,519,000,000","2,203,000,000","1,215,000,000","2,264,000,000","1,922,000,000","1,803,000,000","1,484,000,000","1,932,000,000","1,628,000,000","1,478,000,000","1,311,000,000","1,633,000,000","1,365,000,000","1,337,000,000","1,025,000,000","1,352,000,000","1,241,000,000","1,340,000,000","1,007,000,000","1,418,000,000","1,373,000,000","1,281,000,000","911,000,000","1,254,000,000","1,233,000,000","1,102,000,000","894,000,000","1,066,000,000","973,000,000","999,000,000","-12,000,000","1,030,000,000","892,000,000","836,000,000","582,000,000","767,000,000","713,000,000","695,000,000","458,333,000","673,394,000","536,446,000","549,878,000","445,060,000","-293,672,000","-1,223,182,000","688,581,000","467,036,000","482,307,000","386,299,000","335,790,000","69,738,000","292,109,000","-260,592,000","192,917,000",,,,,,,,,"-107,674,000","111,440,000","49,982,000","-665,268,000","-105,071,000","123,056,000","56,312,000"
TaxProvision,"1,620,000,000","444,000,000","402,000,000","412,000,000","362,000,000","383,000,000","402,000,000","270,000,000","294,000,000","375,000,000","426,000,000","471,000,000","341,000,000","316,000,000","365,000,000","353,000,000","311,000,000","1,257,000,000","502,000,000","451,000,000","397,000,000","378,000,000","449,000,000","382,000,000","378,000,000","135,000,000","375,000,000","320,000,000","320,000,000","206,000,000","403,000,000","442,000,000","411,000,000","288,000,000","375,000,000","385,000,000","336,000,000","289,000,000","294,000,000","273,000,000","318,000,000","-30,000,000","314,000,000","284,000,000","274,000,000","167,000,000","248,000,000","255,000,000","240,000,000","163,938,000","221,254,000","187,567,000","182,668,000","205,618,000","-100,090,000","-476,529,000","241,703,000","162,803,000","167,846,000","134,013,000","120,884,000","28,836,000","99,105,000","49,868,000","66,173,000",,,,,,,,,"-40,546,000","37,041,000","17,655,000","-234,928,000","-53,585,000","45,126,000","19,923,000"
NetIncomeCommonStockholders,"8,687,000,000","2,379,000,000","2,414,000,000","2,066,000,000","1,828,000,000","1,785,000,000","1,513,000,000","1,420,000,000","1,693,000,000","2,100,000,000","2,108,000,000","2,048,000,000","1,862,000,000","899,000,000","1,899,000,000","1,569,000,000","1,492,000,000","227,000,000","1,430,000,000","1,177,000,000","1,081,000,000","933,000,000","1,184,000,000","983,000,000","959,000,000","890,000,000","977,000,000","921,000,000","1,020,000,000","801,000,000","1,015,000,000","931,000,000","870,000,000","623,000,000","879,000,000","848,000,000","766,000,000","605,000,000","772,000,000","700,000,000","682,000,000","19,000,000","717,000,000","608,000,000","562,000,000","415,000,000","518,000,000","458,000,000","455,000,000","294,001,000","452,199,000","349,074,000","367,258,000","239,442,000","-193,582,000","-746,653,000","446,878,000","304,233,000","314,461,000","252,286,000","214,906,000","40,902,000","193,004,000","-310,460,000","126,744,000","66,680,000","66,680,000","66,680,000","66,680,000","59,515,000","59,515,000","59,515,000","59,515,000","-67,128,000","74,399,000","32,327,000","-425,391,000","-51,486,000","77,930,000","36,389,000"
	NetIncome,"8,687,000,000","2,379,000,000","2,414,000,000","2,066,000,000","1,828,000,000","1,785,000,000","1,513,000,000","1,420,000,000","1,693,000,000","2,100,000,000","2,108,000,000","2,048,000,000","1,862,000,000","899,000,000","1,899,000,000","1,569,000,000","1,492,000,000","227,000,000","1,430,000,000","1,177,000,000","1,081,000,000","933,000,000","1,184,000,000","983,000,000","959,000,000","890,000,000","977,000,000","921,000,000","1,020,000,000","801,000,000","1,015,000,000","931,000,000","870,000,000","623,000,000","879,000,000","848,000,000","766,000,000","605,000,000","772,000,000","700,000,000","682,000,000","19,000,000","717,000,000","608,000,000","562,000,000","415,000,000","518,000,000","458,000,000","455,000,000","294,001,000","452,199,000","349,074,000","367,258,000","239,442,000","-193,582,000","-746,653,000","446,878,000","304,233,000","314,461,000","252,286,000","214,906,000","40,902,000","193,004,000","-310,460,000","126,744,000","66,680,000","66,680,000","66,680,000","66,680,000","59,515,000","59,515,000","59,515,000","59,515,000","-67,128,000","74,399,000","32,327,000","-425,391,000","-51,486,000","77,930,000","36,389,000"
		NetIncomeIncludingNoncontrollingInterests,"8,687,000,000","2,379,000,000","2,414,000,000","2,066,000,000","1,828,000,000","1,785,000,000","1,513,000,000","1,420,000,000","1,693,000,000","2,100,000,000","2,108,000,000","2,048,000,000","1,862,000,000","899,000,000","1,899,000,000","1,569,000,000","1,492,000,000","227,000,000","1,430,000,000","1,177,000,000","1,081,000,000","933,000,000","1,184,000,000","983,000,000","959,000,000","890,000,000","977,000,000","921,000,000","1,020,000,000","801,000,000","1,015,000,000","931,000,000","870,000,000","623,000,000","879,000,000","848,000,000","766,000,000","605,000,000","772,000,000","700,000,000","681,000,000","18,000,000","716,000,000","608,000,000","562,000,000","415,000,000","519,000,000","458,000,000","455,000,000","294,395,000","452,140,000","348,879,000","367,210,000","239,442,000","-193,582,000","-746,653,000","446,878,000","304,233,000","314,461,000","252,286,000","214,906,000","40,902,000","193,004,000","-310,460,000","126,744,000","66,680,000","66,680,000","66,680,000","66,680,000","59,515,000","59,515,000","59,515,000","59,515,000","-72,077,000","74,399,000","32,327,000","-425,332,000","-51,486,000","77,930,000","36,401,000"
			NetIncomeContinuousOperations,"8,687,000,000","2,379,000,000","2,414,000,000","2,066,000,000","1,828,000,000","1,785,000,000","1,513,000,000","1,420,000,000","1,693,000,000","2,100,000,000","2,108,000,000","2,048,000,000","1,862,000,000","899,000,000","1,899,000,000","1,569,000,000","1,492,000,000","227,000,000","1,430,000,000","1,177,000,000","1,081,000,000","933,000,000","1,184,000,000","983,000,000","959,000,000","890,000,000","977,000,000","921,000,000","1,020,000,000","801,000,000","1,015,000,000","931,000,000","870,000,000","623,000,000","879,000,000","848,000,000","766,000,000","605,000,000","772,000,000","700,000,000","681,000,000","18,000,000","716,000,000","608,000,000","562,000,000","415,000,000","519,000,000","458,000,000","455,000,000","294,395,000","452,140,000","348,879,000","367,210,000","239,442,000","-193,582,000","-746,653,000","446,878,000","304,233,000","314,461,000","252,286,000","214,906,000","40,902,000","193,004,000","-310,460,000","126,744,000","66,680,000","66,680,000","66,680,000","66,680,000","59,515,000","59,515,000","59,515,000","59,515,000","-67,128,000","74,399,000","32,327,000","-430,340,000","-51,486,000","77,930,000","36,401,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","4,949,000",,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,000,000","1,000,000","1,000,000","0","0","0","-1,000,000","0","0","-394,000","59,000","195,000","48,000",,,,,,,,,,,,,,,,,,,,,,,,"-59,000",,,"-12,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-195,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
