name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
EBIT,"1,889,700,000","356,600,000","548,800,000","505,800,000","478,500,000","279,500,000","407,600,000","391,700,000","419,200,000","380,000,000","467,500,000","427,100,000","413,200,000","479,000,000","428,500,000","400,800,000","396,500,000","379,500,000","437,900,000","413,900,000","376,600,000","375,000,000","206,400,000","374,300,000","335,600,000","344,800,000","432,400,000","380,100,000","363,800,000","157,300,000","372,900,000","368,000,000","297,600,000","393,400,000","343,300,000","171,100,000","262,800,000","245,100,000","316,300,000","277,400,000","327,400,000","363,800,000","404,300,000","202,700,000","375,700,000","381,200,000","351,700,000","400,800,000","250,700,000","227,600,000","356,900,000","522,500,000","353,900,000","-28,900,000","167,000,000","85,600,000","142,200,000","139,900,000","128,300,000","153,100,000","114,700,000","129,700,000","133,400,000","134,000,000","122,400,000","115,400,000","119,400,000","122,900,000","119,500,000","109,600,000","116,500,000","116,200,000","110,000,000","106,500,000","87,300,000","113,500,000","105,400,000","118,100,000","118,200,000","116,300,000","106,900,000","62,000,000","110,400,000","111,800,000","98,900,000","102,200,000","114,200,000","115,900,000","101,700,000","105,100,000","103,500,000","102,600,000","79,400,000","79,400,000","75,300,000","70,700,000"
EBITDA,"3,157,900,000"
ReconciledCostOfRevenue,"6,655,000,000","1,788,900,000","1,723,200,000","1,630,000,000","1,513,800,000","1,526,700,000","1,514,700,000","1,447,300,000","1,529,200,000","1,523,500,000","1,610,900,000","1,596,500,000","1,485,600,000","1,505,600,000","1,557,300,000","1,557,000,000","1,449,400,000","1,573,100,000","1,560,100,000","1,537,500,000","1,464,100,000","1,445,500,000","1,457,000,000","1,420,900,000","1,361,600,000","1,383,500,000","1,370,500,000","1,400,700,000","1,284,600,000","1,516,900,000","1,377,800,000","1,353,600,000","1,301,700,000","1,265,000,000","1,298,400,000","1,390,800,000","1,203,900,000","1,205,100,000","1,280,500,000","1,241,000,000","1,203,200,000","1,207,600,000","1,260,000,000","1,237,800,000","1,159,700,000","1,184,800,000","1,224,900,000","1,218,300,000","1,136,800,000","1,201,100,000","1,207,600,000","1,226,800,000","1,208,700,000","863,200,000","499,500,000","577,500,000","476,500,000","495,500,000","518,800,000","496,300,000","486,700,000","482,300,000","493,200,000","492,500,000","456,400,000","473,500,000","462,300,000","450,500,000","417,600,000","438,700,000","441,900,000","431,000,000","402,800,000","404,700,000","433,700,000","399,300,000","367,700,000","381,800,000","377,600,000","371,500,000","342,000,000","441,600,000","358,200,000","354,500,000","329,700,000","319,700,000","324,900,000","320,500,000","306,100,000","290,400,000","295,900,000","270,100,000","244,700,000","231,000,000","220,000,000","206,800,000"
ReconciledDepreciation,"1,268,200,000","319,800,000","322,100,000","323,700,000","302,600,000","288,000,000","291,400,000","289,900,000","289,500,000","277,900,000","287,800,000","284,700,000","272,000,000","272,400,000","282,500,000","275,700,000","283,500,000","287,200,000","280,800,000","278,200,000","269,900,000","265,200,000","272,100,000","269,900,000","263,000,000","264,500,000","266,800,000","265,600,000","253,100,000","247,500,000","255,100,000","249,700,000","232,600,000","245,400,000","243,600,000","236,200,000","228,800,000","294,800,000","203,500,000","214,900,000","213,700,000","214,200,000","215,000,000","208,600,000","205,800,000","205,300,000","211,600,000","213,800,000","203,000,000","211,000,000","218,200,000","218,700,000","221,800,000","127,200,000","77,300,000","76,200,000","73,400,000","71,600,000","78,000,000","76,900,000","79,000,000","71,600,000","76,900,000","74,400,000","73,100,000","72,300,000","72,800,000","71,500,000","62,200,000","65,700,000","69,300,000","65,700,000","58,700,000","61,200,000","61,700,000","59,400,000","56,800,000","52,400,000","53,400,000","49,400,000","44,400,000","-6,900,000","56,600,000","53,900,000","50,300,000","51,300,000","50,600,000","49,200,000","46,300,000","45,400,000","44,800,000","39,600,000","33,400,000","29,800,000","26,800,000","24,900,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,290,400,000","313,100,000","350,300,000","331,100,000","295,900,000","235,400,000","260,000,000","225,500,000","246,300,000","289,300,000","298,300,000","251,500,000","234,200,000","300,900,000","263,400,000","234,900,000","237,700,000","664,400,000","223,200,000","202,900,000","187,800,000","189,500,000","85,600,000","180,800,000","156,700,000","172,200,000","215,000,000","190,300,000","172,400,000","50,300,000","185,800,000","179,000,000","132,500,000","236,600,000","171,400,000","56,300,000","124,600,000","127,000,000","152,700,000","149,200,000","142,900,000","191,000,000","193,500,000","46,500,000","158,200,000","147,600,000","134,200,000","159,700,000","65,000,000","35,600,000","120,500,000","225,900,000","113,000,000","-131,700,000","88,700,000","40,700,000","76,100,000","82,100,000","67,000,000","87,200,000","53,900,000","66,900,000","77,300,000","70,800,000","64,600,000","60,000,000","63,800,000","64,400,000","65,500,000","57,600,000","62,500,000","60,900,000","56,900,000","55,700,000","44,700,000","60,400,000","54,600,000","61,500,000","62,200,000","61,000,000","54,900,000","-38,900,000","56,700,000","58,100,000","49,600,000","56,500,000","55,000,000","59,200,000","50,200,000","50,400,000","52,500,000","54,500,000","43,400,000","47,600,000","46,200,000","25,100,000"
TotalUnusualItemsExcludingGoodwill,"-17,100,000","-6,100,000","-4,600,000","-4,700,000","-1,700,000","-115,000,000","-75,800,000","-40,900,000","-8,000,000","-25,900,000","15,500,000","-1,700,000","-3,300,000","35,700,000","-4,600,000","-4,100,000","-8,800,000","400,000","13,700,000","-2,700,000","2,800,000","-7,100,000","-203,400,000","-14,500,000","-17,500,000","-4,500,000","0","0",,"-19,700,000","-300,000","-4,700,000","0","0","-42,300,000","-56,400,000","-67,800,000","-14,100,000","-33,400,000","-109,800,000","3,800,000","-6,300,000","-10,000,000","-218,000,000","-300,000","-2,200,000","-44,400,000","-2,600,000","-136,700,000","-116,500,000","-43,700,000","139,100,000","-36,000,000","-183,800,000","-6,200,000","-3,800,000","-4,200,000","7,000,000","-2,800,000","-3,500,000","-3,700,000","-4,500,000","-700,000","-3,100,000","-3,200,000","9,000,000","-3,600,000","-300,000",,"10,200,000","-2,600,000","-3,600,000","-2,800,000","0","900,000","-1,600,000","-1,400,000","4,800,000","100,000","300,000","100,000","-100,100,000",,"700,000","1,300,000","7,500,000","-5,700,000","200,000","200,000","-3,600,000","300,000","400,000","2,500,000","-700,000","100,000","400,000"
TotalUnusualItems,"-17,100,000","-6,100,000","-4,600,000","-4,700,000","-1,700,000","-115,000,000","-75,800,000","-40,900,000","-8,000,000","-25,900,000","15,500,000","-1,700,000","-3,300,000","35,700,000","-4,600,000","-4,100,000","-8,800,000","400,000","13,700,000","-2,700,000","2,800,000","-7,100,000","-203,400,000","-14,500,000","-17,500,000","-4,500,000","0","0",,"-19,700,000","-300,000","-4,700,000","0","0","-42,300,000","-56,400,000","-67,800,000","-14,100,000","-33,400,000","-109,800,000","3,800,000","-6,300,000","-10,000,000","-218,000,000","-300,000","-2,200,000","-44,400,000","-2,600,000","-136,700,000","-116,500,000","-43,700,000","139,100,000","-36,000,000","-183,800,000","-6,200,000","-3,800,000","-4,200,000","7,000,000","-2,800,000","-3,500,000","-3,700,000","-4,500,000","-700,000","-3,100,000","-3,200,000","9,000,000","-3,600,000","-300,000",,"10,200,000","-2,600,000","-3,600,000","-2,800,000","0","900,000","-1,600,000","-1,400,000","4,800,000","100,000","300,000","100,000","-100,100,000",,"700,000","1,300,000","7,500,000","-5,700,000","200,000","200,000","-3,600,000","300,000","400,000","2,500,000","-700,000","100,000","400,000"
NormalizedEBITDA,"3,175,000,000","682,500,000","875,500,000","834,200,000","782,800,000","682,500,000","774,800,000","722,500,000","716,700,000","683,800,000","739,800,000","713,500,000","688,500,000","715,700,000","715,600,000","680,600,000","688,800,000","666,300,000","705,000,000","694,800,000","643,700,000","647,300,000","681,900,000","658,700,000","616,100,000","613,800,000","699,200,000","645,700,000","616,900,000","424,500,000","628,300,000","622,400,000","530,200,000","638,800,000","629,200,000","463,700,000","559,400,000","554,000,000","553,200,000","602,100,000","537,300,000","584,300,000","629,300,000","629,300,000","581,800,000","588,700,000","607,700,000","617,200,000","590,400,000","555,100,000","618,900,000","602,100,000","611,700,000","282,100,000","250,500,000","165,600,000","219,800,000","204,500,000","209,100,000","233,500,000","197,400,000","205,800,000","211,000,000","211,500,000","198,700,000","181,200,000","195,800,000","194,700,000","181,700,000","166,100,000","188,400,000","185,500,000","171,500,000","167,700,000","148,100,000","174,500,000","163,600,000","165,700,000","171,500,000","165,400,000","151,200,000","216,700,000","167,000,000","165,000,000","147,900,000","146,000,000","170,500,000","164,900,000","147,800,000","154,100,000","148,000,000","141,800,000","110,300,000","109,900,000","102,000,000","95,200,000"
TaxRateForCalcs,"0.18","0.27","0.255","0.224","0.259","0.27","0.184","0.247","0.235","0.27","0.194","0.236","0.25","0.157","0.227","0.247","0.234","0.4","0.374","0.391","0.366","0.357","0.325","0.38","0.379","0.342","0.387","0.363","0.394","0.361","0.371","0.384","0.398","0.245","0.35","0.381","0.319","0.362","0.315","0.163","0.36","0.263","0.346","0.35","0.392","0.35","0.35","0.35","0.35","0.35","0.35","0.392","0.35","0.259","0.39","0.399","0.385","0.373","0.385","0.348","0.35","0.386","0.336","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.379","0.381","0.38","0.38","0.38","0.38","0.38","0.304","0.38","0.38","0.38","0.364","0.385","0.385","0.385","0.385","0.385","0.385","0.385","0.36","0.36","0.36"
TaxEffectOfUnusualItems,"-3,078,000","-1,647,000","-1,173,000","-1,052,800","-440,300","-31,050,000","-13,913,711.955","-10,102,300","-1,880,000","-6,993,000","2,999,323.41","-401,200","-825,000","5,615,281.276","-1,044,200","-1,012,700","-2,059,200","160,000","5,123,800","-1,055,700","1,024,800","-2,532,100.441","-66,105,000","-5,510,000","-6,632,500","-1,537,800.687","0","0","0","-7,106,962.025","-111,300","-1,804,800","0","0","-14,805,000","-21,488,400","-21,628,200","-5,106,027.122","-10,524,518.153","-17,890,145.577","1,367,727.476","-1,654,054.054","-3,459,459.459","-76,300,000","-117,576.923","-770,000","-15,540,000","-910,000","-47,845,000","-40,775,000","-15,295,000","54,518,225.806","-12,600,000","-47,605,855.856","-2,417,744.154","-1,515,509.601","-1,618,255.25","2,612,977.099","-1,078,899.083","-1,217,277.487","-1,295,000","-1,735,537.19","-235,137.457","-1,178,108.581","-1,216,122.841","3,421,487.603","-1,367,930.029","-114,051.973","0","3,875,780.409","-987,896.825","-1,367,413.442","-1,064,488.017","0","341,250","-608,820.513","-531,363.636","1,824,193.548","38,047.809","114,024.39","37,966.102","-30,441,860.465","0","265,955.176","494,000","2,733,408.324","-2,197,206.704","76,923.077","76,960.784","-1,387,317.073","115,357.562","153,950.339","963,172.805","-252,150.538","36,011.08","143,877.551"
