name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,09/30/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987
BasicEPS,,"1.78","0.98","1.15","0.413","2.18","-0.02","0.13","-0.54","-2.43","-0.11","-0.6","0.34","0.29","0.64","0.18","0.11",,"0.65","0.28","-0.003",,"0.11","-0.03","0.73",,"0.45","1.08","0.81",,"0.54","0.65","0.54","0.29","1.141","0.81","1.48","1.01","1.192","0.64","1.41","1.18",,"1.21","0","0.668",,"0.5","0.242","0.226",,"0.13","2.16","2.67",,"1.17","0.89","0.69",,"0.1","0.15","0.26",,"-0.19","0.14","0.19",,"0.1","-0.03","-0.6","0.35","0.06",,"-0.27","-0.06","-0.32",,"0.07","-0.41","0.04",,"-0.25","-0.2","0.1",,"-0.06","0.25","0.42",,"0.12","0.46","0.53",,"0.32","0.76","0.4",,"0.29",,"0.41","0.5","0.23",,"-0.09","0.73","0.51",,"0.76","0.44","0.25",,"0.11","-0.07","-1.05",,"-2.58","0.09","0.45",,"0.87","0.5","0.46",,"0.38","0.47","0.44",,"0.32","0.42","0.38",,"0.74","0.7","0.63",,"0.47","0.46","0.37"
DilutedEPS,,"1.76","0.97","1.14","0.41","2.17","-0.02","0.12","-0.54","-2.43","-0.11","-0.6","0.34","0.29","0.64","0.18","0.11",,"0.65","0.28","-0.003",,"0.11","-0.03","0.73",,"0.45","1.08","0.8",,"0.54","0.64","0.54","0.29","1.14","0.81","1.47","1.01","1.19","0.64","1.4","1.17",,"1.21","0","0.668",,"0.5","0.24","0.226",,"0.13","2.15","2.65",,"1.17","0.89","0.69",,"0.1","0.15","0.25",,"-0.19","0.13","0.18",,"0.09","-0.03","-0.6","0.32","0.06",,"-0.27","-0.06","-0.32",,"0.07","-0.41","0.04",,"-0.25","-0.2","0.1",,"-0.06","0.25","0.42",,"0.12","0.46","0.53",,"0.32","0.76","0.4",,"0.29",,"0.41","0.5","0.23",,"-0.09","0.7","0.51",,"0.76","0.44","0.25",,"0.11","-0.07","-1.05",,"-2.58","0.09","0.45",,"0.87","0.5","0.46",,"0.38","0.47","0.44",,"0.32","0.42","0.38",,"0.74","0.7","0.63",,"0.47","0.46","0.37"
BasicAverageShares,,"373,700,000","379,800,000","379,800,000","379,683,359","379,100,000","379,100,000","379,100,000","378,800,000","378,800,000","385,000,000","385,800,000","385,500,000","385,500,000","385,500,000","385,400,000","382,600,000",,"351,100,000","351,000,000","350,500,000",,"350,100,000","349,800,000","351,300,000",,"354,300,000","361,300,000","366,000,000",,"374,000,000","374,200,000","378,200,000","425,900,000","425,817,089","425,700,000","425,700,000","425,500,000","425,470,377","425,400,000","443,400,000","446,600,000",,"446,300,000","446,100,000","445,400,000",,"445,200,000","444,600,000","444,917,995",,"444,400,000","444,300,000","444,100,000",,"443,300,000","442,300,000","441,400,000",,"439,500,000","438,100,000","419,500,000",,"383,600,000","381,100,000","380,000,000",,"377,900,000","304,700,000","115,200,000","115,000,000","114,900,000",,"114,800,000","114,800,000","114,700,000",,"114,700,000","114,600,000","114,500,000",,"116,800,000","114,500,000","114,500,000",,"114,400,000","114,400,000","114,400,000",,"110,000,000","113,478,261","114,528,302",,"115,312,500","114,473,684","113,250,000",,"92,068,966",,"95,365,854","95,800,000","91,739,130",,"92,222,222","59,726,027","59,215,686",,"59,210,526","59,318,182","58,800,000",,"49,090,909","51,428,571","44,095,238",,"44,069,767","43,333,333","43,777,778",,"44,252,874","44,200,000","43,478,261",,"48,947,368","52,978,723","52,272,727",,"52,812,500","52,142,857","52,631,579",,,,,,,,
DilutedAverageShares,,"377,500,000","383,200,000","383,300,000","382,800,000","382,300,000","379,100,000","381,300,000","378,800,000","378,800,000","385,000,000","385,800,000","387,400,000","387,600,000","387,500,000","387,200,000","384,100,000",,"352,200,000","352,000,000","350,500,000",,"351,500,000","349,800,000","353,200,000",,"356,000,000","363,300,000","367,900,000",,"375,900,000","376,200,000","379,600,000","427,100,000","427,200,000","427,100,000","427,000,000","426,700,000","426,700,000","426,700,000","444,700,000","447,900,000",,"447,700,000","447,300,000","446,900,000",,"446,800,000","446,500,000","446,300,000",,"445,800,000","446,100,000","446,500,000",,"446,100,000","445,000,000","444,300,000",,"440,900,000","439,400,000","438,100,000",,"383,600,000","434,500,000","433,900,000",,"432,800,000","304,700,000","115,200,000","134,200,000","116,000,000",,"114,800,000","115,400,000","114,700,000",,"115,200,000","115,400,000","115,900,000",,"116,800,000","116,300,000","114,900,000",,"114,900,000","114,800,000","114,600,000",,"110,000,000","113,478,261","114,528,302",,"115,312,500","114,473,684","113,250,000",,"92,068,966",,"95,365,854","95,800,000","91,739,130",,"92,222,222","62,285,714","59,215,686",,"59,210,526","59,318,182","58,800,000",,"49,090,909","51,428,571","44,095,238",,"44,069,767","43,333,333","43,777,778",,"44,252,874","44,200,000","43,478,261",,"48,947,368","52,978,723","52,272,727",,"52,812,500","52,142,857","52,631,579",,,,,,,,
TotalOperatingIncomeAsReported,"2,468,500,000","969,700,000","701,600,000","484,000,000","313,200,000","294,800,000","98,500,000","85,800,000","-66,200,000","-1,194,600,000","139,500,000","-241,900,000","202,100,000","258,000,000","393,300,000","196,300,000","80,700,000","127,100,000","213,900,000","94,600,000","30,100,000","73,600,000","69,700,000","12,300,000","163,400,000","204,300,000","246,000,000","510,000,000","318,500,000","364,600,000","277,300,000","403,200,000","266,600,000","144,100,000","620,700,000","419,100,000","559,600,000","610,200,000","670,800,000","413,700,000","797,000,000","729,600,000","824,900,000","770,800,000","658,200,000","410,300,000","547,600,000","388,900,000","200,100,000","134,200,000","126,300,000","43,700,000","682,000,000","1,548,900,000","1,180,100,000","647,400,000","529,600,000","449,600,000","359,800,000","34,200,000","90,700,000","131,600,000","-182,500,000","-44,400,000","140,900,000","200,000","176,500,000","72,700,000","12,300,000","-26,800,000","108,200,000","62,000,000","53,500,000","20,600,000","37,900,000","14,400,000","28,600,000","47,000,000","57,400,000","49,300,000","22,000,000","-6,100,000","41,000,000","39,200,000","700,000","32,400,000","78,000,000","118,300,000","3,000,000","70,600,000","137,500,000","167,100,000","121,600,000","126,200,000","200,800,000","99,400,000","-78,600,000","84,200,000","189,100,000","108,300,000","126,300,000","99,100,000","155,700,000","123,900,000","127,500,000","96,300,000","87,900,000","130,700,000","92,300,000","62,400,000","68,100,000","61,900,000","18,100,000","-6,500,000","-31,800,000","-163,100,000","18,600,000","35,600,000","23,700,000","43,000,000","51,300,000","43,400,000","36,100,000","40,900,000","51,600,000","47,200,000","36,600,000","38,300,000","47,700,000","45,100,000",,,,,,,,
TotalExpenses,"9,730,800,000","2,871,300,000","2,717,000,000","2,158,600,000","1,983,900,000","2,162,600,000","2,283,000,000","1,958,900,000","1,864,300,000","2,162,600,000","2,629,500,000","2,049,400,000","1,697,600,000","2,262,500,000","2,534,800,000","2,008,700,000","1,853,000,000","1,964,800,000","1,770,900,000","1,660,000,000","1,548,000,000","1,788,500,000","1,882,500,000","1,662,300,000","1,510,600,000","1,958,900,000","1,859,500,000","1,977,500,000","1,820,600,000","1,945,900,000","1,938,100,000","2,037,000,000","1,719,600,000","1,641,800,000","2,071,500,000","1,821,500,000","1,963,100,000","1,894,900,000","2,085,900,000","1,775,800,000","2,217,500,000","2,353,700,000","2,035,500,000","1,443,500,000","2,016,600,000","1,778,000,000","1,312,700,000","1,343,000,000","1,509,600,000","1,323,000,000","1,467,800,000","1,331,200,000","2,324,500,000","2,773,600,000","2,277,800,000","1,500,600,000","1,655,500,000","1,553,700,000","1,326,300,000","1,244,500,000","1,431,300,000","1,157,400,000","1,226,400,000","1,117,600,000","1,352,400,000","1,403,400,000","1,273,200,000","1,071,800,000","1,065,400,000","639,000,000","640,600,000","522,200,000","550,000,000","472,900,000","500,500,000","534,300,000","452,400,000","443,200,000","530,900,000","448,600,000","503,800,000","405,600,000","465,900,000","433,300,000","485,200,000","451,000,000","427,800,000","502,500,000","206,000,000","554,900,000","627,900,000","602,300,000","-80,800,000","630,600,000","1,021,000,000","577,400,000","755,500,000","514,500,000","859,100,000","556,500,000","539,100,000","504,500,000","799,400,000","593,100,000","422,100,000","388,600,000","413,500,000","419,300,000","359,500,000","358,400,000","367,500,000","348,600,000","310,900,000","272,900,000","287,700,000","385,900,000","178,900,000","185,300,000","256,000,000","224,500,000","201,300,000","215,300,000","266,500,000","245,200,000","224,800,000","218,900,000","270,500,000","246,100,000","215,500,000","205,900,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,630,600,000","664,800,000","371,900,000","437,200,000","156,700,000","827,900,000","-6,200,000","47,400,000","-203,000,000","-921,000,000","-44,100,000","-233,100,000","130,800,000","112,300,000","247,500,000","67,900,000","42,300,000","-431,100,000","227,500,000","97,300,000","-900,000","11,900,000","39,200,000","-10,200,000","256,800,000","155,000,000","160,000,000","390,600,000","294,800,000","360,700,000","201,900,000","248,400,000","217,500,000","124,400,000","485,900,000","344,600,000","628,800,000","429,400,000","507,300,000","273,300,000","623,600,000","526,000,000","649,200,000","542,100,000","1,025,600,000","297,700,000","396,100,000","222,600,000","107,800,000","100,600,000","146,900,000","58,800,000","959,800,000","1,184,700,000","862,500,000","520,800,000","394,000,000","305,500,000","202,600,000","42,200,000","65,900,000","109,000,000","-180,900,000","-71,600,000","55,000,000","76,100,000","94,100,000","38,800,000","-8,400,000","-66,800,000","42,700,000","9,200,000","-63,800,000","-28,100,000","-6,900,000","-31,700,000","-75,400,000","8,400,000","-47,400,000","4,800,000","-13,900,000","-29,300,000","4,200,000","11,100,000","-414,500,000","-7,000,000","28,300,000","48,200,000","-899,900,000","13,200,000","52,200,000","68,200,000","-184,800,000","37,800,000","87,000,000","48,000,000","-66,300,000","26,700,000","88,300,000","39,100,000","48,500,000","21,100,000","66,400,000","-8,300,000","43,600,000","30,200,000","31,700,000","45,700,000","27,900,000","21,800,000","17,100,000","5,400,000","-3,600,000","-22,500,000","-29,900,000","-113,700,000","3,900,000","19,700,000","7,600,000","38,500,000","22,100,000","20,000,000","29,300,000","18,600,000","24,900,000","23,000,000","23,800,000","16,900,000","21,900,000","20,000,000",,,,,,,,
NormalizedIncome,"1,803,554,600","696,389,885.992","440,068,100","474,471,000","190,363,000","747,600,000","-10,434,000","22,507,000","-46,634,000","-99,654,303.599","-16,214,000","48,917,400","114,166,400","173,365,932.553","249,119,200","142,428,900","65,806,000","-415,080,000","173,236,400","91,840,000","-6,240,000","29,960,000","58,640,000","-19,020,000","204,120,000","179,660,000","205,732,600","404,088,000","253,939,400","380,026,757.608","207,861,400","277,502,400","189,290,000","223,460,000","488,119,037.724","320,052,000","648,300,000","450,546,131.561","544,269,162.676","320,922,977.164","583,944,622.399","529,594,627.929","645,933,556.405","578,267,432.208","1,050,084,957.919","296,679,145.046","442,039,014.792","208,560,000","96,750,000","91,528,000","582,660,000","44,957,004.831","481,234,267.958","1,123,488,711.958","856,123,997.971","499,121,730.444","441,798,631.044","319,964,310.954","252,671,916.3","-7,040,274.6","47,439,021.164","83,939,649.123","73,400,573.614","-65,249,950.348","55,000,000","98,840,000","91,519,529.579","20,500,000","8,214,649.682","-45,896,598.639","39,322,598.87","14,137,500","-3,994,463.201","-11,199,275.362","5,780,000","-11,224,248.927","-31,180,000","3,278,048.78","13,196,969.697","6,219,718.31","-13,360,000","-19,980,320.366","8,894,117.647","13,443,333.333","8,250,000","1,500,000","25,301,324.503","48,637,613.489","-329,860,000","15,503,773.585","50,262,035.928","66,637,213.566","92,097,200","38,253,082.192","83,823,397.914","45,340,540.541","-68,400,000","24,983,571.429","89,125,233.645","38,274,837.662","46,529,488.86","26,947,555.556","64,491,575.818","19,540,000","40,763,224.894","28,373,387.097","29,261,538.462","44,849,202.128","27,593,406.593","16,271,469.741","9,960,000","3,060,000","6,900,000","-28,796,296.296","-29,900,000","-113,503,739.931","3,120,000","13,940,000","18,050,000","16,843,750","21,499,456.522","19,460,000","18,681,208.054","17,627,874.564","24,780,000","22,878,627.968","21,737,333.333","16,651,470.588","20,387,569.061","17,960,000",,,,,,,,
InterestIncome,"25,200,000","7,500,000","6,800,000","6,500,000","4,400,000","8,300,000","7,800,000","7,700,000","9,700,000","8,200,000","9,900,000","7,100,000","7,900,000","13,200,000","16,800,000","10,600,000","9,100,000","11,200,000","7,000,000","7,900,000","7,100,000","9,100,000","8,200,000","5,400,000","5,700,000","12,900,000","11,100,000","8,300,000","3,500,000","4,800,000","6,200,000","6,000,000","4,400,000","3,500,000","4,900,000","3,600,000","4,400,000","5,900,000","6,800,000","4,100,000","4,100,000","5,100,000","7,700,000","4,600,000","4,800,000","5,400,000","3,800,000","4,300,000","16,000,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"194,300,000","46,500,000","54,600,000","43,800,000","49,400,000","55,500,000","50,800,000","57,000,000","50,800,000","54,900,000","53,100,000","53,100,000","54,900,000","43,900,000","57,700,000","55,700,000","58,500,000","50,900,000","43,200,000","44,300,000","32,900,000","36,300,000","33,700,000","38,900,000","31,800,000","31,700,000","35,300,000","31,800,000","34,800,000","35,800,000","31,400,000","30,600,000","31,100,000","1,700,000","0","0",,"0","1,400,000","0","0","0","0","4,800,000","10,400,000","12,400,000","16,600,000","14,300,000","16,000,000","18,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-169,100,000","-39,000,000","-47,800,000","-37,300,000","-45,000,000","-47,200,000","-43,000,000","-49,300,000","-41,100,000","-46,700,000","-43,200,000","-46,000,000","-47,000,000","-30,700,000","-40,900,000","-45,100,000","-49,400,000","-39,700,000","-36,200,000","-36,400,000","-25,800,000","-27,200,000","-25,500,000","-33,500,000","-26,100,000","-18,800,000","-24,200,000","-23,500,000","-31,300,000","-31,000,000","-25,200,000","-24,600,000","-26,700,000","1,800,000","4,900,000","3,600,000","4,400,000","5,900,000","5,400,000","4,100,000","4,100,000","5,100,000","7,700,000","-200,000","-5,600,000","-7,000,000","-12,800,000","-10,000,000","0","-14,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"2,419,100,000","932,400,000","608,900,000","603,000,000","274,800,000","414,400,000","116,800,000","130,000,000","-266,200,000","-1,159,200,000","105,300,000","-217,700,000","231,500,000","189,200,000","400,300,000","125,800,000","52,000,000","110,100,000","280,600,000","113,000,000","41,600,000","48,000,000","46,000,000","31,700,000","257,500,000","173,400,000","207,400,000","494,500,000","361,500,000","417,000,000","316,000,000","363,700,000","249,500,000","118,400,000","625,600,000","454,600,000","573,100,000","586,800,000","690,500,000","354,700,000","855,400,000","729,700,000","836,800,000","727,600,000","1,317,400,000","417,100,000","753,500,000","246,300,000","136,800,000","118,800,000","720,700,000","44,300,000","682,000,000","1,548,900,000","1,188,900,000","646,600,000","539,900,000","449,600,000","358,100,000","34,200,000","90,700,000","131,200,000","105,100,000","-44,400,000","140,900,000","200,000","176,500,000","72,700,000","12,300,000","-26,800,000","108,200,000","62,000,000","54,100,000","22,800,000","38,200,000","17,800,000","28,600,000","47,000,000","57,400,000","49,300,000","22,000,000","300,000","41,000,000","86,800,000","700,000","32,400,000","78,000,000","118,300,000","3,000,000","70,600,000","137,500,000","167,100,000","121,600,000","126,200,000","200,800,000","99,400,000","-78,600,000","84,200,000","189,100,000","108,300,000","126,300,000","99,100,000","155,700,000","123,900,000","127,500,000","96,300,000","87,900,000","130,700,000","92,300,000","62,400,000","68,100,000","61,900,000","18,100,000","-6,500,000","-31,800,000","-163,100,000","18,600,000","35,600,000","23,700,000","43,000,000","51,300,000","43,400,000","36,100,000","40,900,000","51,600,000","47,200,000","36,600,000","38,300,000","47,700,000","45,100,000","-636,100,000","322,600,000","310,800,000","268,600,000","-562,500,000","290,900,000","253,400,000","226,400,000"
EBITDA,"3,232,000,000"
ReconciledCostOfRevenue,"9,157,100,000","2,692,400,000","2,554,100,000","2,048,400,000","1,862,200,000","2,046,000,000","2,026,400,000","1,787,700,000","1,756,700,000","1,995,600,000","2,473,500,000","1,949,700,000","1,590,200,000","2,054,300,000","2,432,600,000","1,910,400,000","1,691,600,000","1,811,800,000","1,744,000,000","1,562,300,000","1,448,500,000","1,656,200,000","1,738,900,000","1,520,600,000","1,437,300,000","1,807,700,000","1,770,200,000","1,879,600,000","1,719,900,000","1,799,500,000","1,836,000,000","1,919,100,000","1,574,600,000","1,521,800,000","1,923,600,000","1,672,200,000","1,860,300,000","1,757,800,000","1,986,700,000","1,667,700,000","2,133,300,000","2,235,100,000","1,865,200,000","1,360,700,000","1,906,500,000","1,683,600,000","1,172,700,000","1,255,400,000","1,402,700,000","1,235,000,000","1,389,400,000","1,235,200,000","2,232,800,000","2,673,900,000","2,179,000,000","1,419,300,000","1,572,300,000","1,481,500,000","1,228,200,000","1,165,600,000","1,361,500,000","1,092,300,000","1,165,300,000","1,059,200,000","1,284,100,000","1,154,800,000","1,204,100,000","1,008,000,000","1,016,500,000","621,400,000","620,500,000","505,400,000","546,900,000","451,600,000","494,900,000","516,000,000","428,800,000","424,500,000","511,900,000","429,200,000","484,700,000","385,400,000","446,300,000","410,400,000","475,800,000","368,300,000","337,100,000","411,000,000","142,800,000","445,400,000","513,400,000","492,500,000","-96,700,000","495,900,000","851,500,000","455,400,000","475,900,000","492,300,000","732,500,000","450,000,000","439,200,000","405,900,000","692,300,000","471,400,000","368,300,000","340,400,000","358,800,000","367,000,000","304,000,000","311,300,000","307,400,000","303,900,000","266,600,000","233,600,000","222,600,000","185,800,000","149,600,000","152,700,000","214,600,000","186,500,000","165,200,000","179,400,000","226,100,000","205,600,000","186,000,000","182,400,000","226,200,000","208,400,000","180,900,000","167,700,000",,,,,,,,
ReconciledDepreciation,"812,900,000","214,200,000","186,100,000","203,500,000","209,100,000","208,500,000","205,900,000","215,400,000","217,800,000","233,100,000","210,800,000","220,700,000","218,100,000","235,100,000","214,500,000","216,800,000","217,500,000","172,000,000","168,800,000","165,900,000","158,800,000","165,500,000","172,700,000","189,300,000","183,700,000","185,000,000","180,900,000","191,100,000","182,800,000","192,700,000","189,500,000","194,400,000","174,300,000","166,100,000","167,800,000","152,200,000","147,400,000","137,400,000","139,700,000","127,900,000","120,200,000","120,300,000","122,900,000","114,100,000","105,700,000","104,700,000","112,400,000","101,600,000","138,900,000","92,100,000","88,800,000","93,800,000","79,300,000","97,800,000",,,,,,,,,,,"71,600,000","60,500,000","42,100,000","72,400,000",,"41,300,000","45,600,000","45,500,000","44,800,000","42,900,000","43,100,000","41,100,000","43,400,000","43,600,000","43,700,000","43,000,000","40,700,000","39,000,000","42,900,000","43,000,000","8,600,000","51,500,000","55,300,000","56,200,000","28,700,000","68,500,000","69,300,000","66,000,000","57,800,000","69,300,000","76,400,000","48,200,000","41,700,000","-42,900,000","57,200,000","43,300,000","41,700,000","42,200,000","44,100,000","61,600,000","32,200,000","30,700,000","34,700,000","33,000,000","33,900,000","32,800,000","39,500,000","28,900,000","28,600,000","25,400,000","13,500,000","16,100,000","15,500,000","16,400,000","16,700,000","22,100,000","22,200,000","22,300,000","21,300,000","22,400,000","23,000,000","23,500,000","27,800,000","22,500,000","18,900,000","23,300,000",,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,630,600,000","664,800,000","371,900,000","437,200,000","156,700,000","827,900,000","-6,200,000","47,400,000","-203,000,000","-921,000,000","-44,100,000","-233,100,000","130,800,000","112,300,000","247,500,000","67,900,000","42,300,000","-431,100,000","227,500,000","97,300,000","-900,000","11,900,000","39,200,000","-10,200,000","256,800,000","155,000,000","160,000,000","390,600,000","294,800,000","360,700,000","201,900,000","248,400,000","217,500,000","124,400,000","485,900,000","344,600,000","628,800,000","429,400,000","507,300,000","273,300,000","623,600,000","526,000,000","649,200,000","542,100,000","1,025,600,000","297,700,000","396,100,000","222,600,000","107,800,000","100,600,000","146,900,000","58,800,000","959,800,000","1,184,700,000","862,500,000","520,800,000","394,000,000","305,500,000","202,600,000","42,200,000","65,900,000","109,000,000","-180,900,000","-71,600,000","55,000,000","76,100,000","94,100,000","38,800,000","-8,400,000","-66,800,000","42,700,000","11,600,000","100,000","-28,100,000","22,100,000","-31,700,000","-33,100,000","8,400,000","6,700,000","4,800,000","-13,900,000","-29,300,000","4,200,000","11,100,000","6,000,000","1,800,000","28,300,000","48,200,000","-744,700,000","13,200,000","52,200,000","68,200,000","-115,700,000","37,800,000","87,000,000","48,000,000","-66,300,000","26,700,000","88,300,000","39,100,000","48,500,000","28,600,000","66,400,000","-8,300,000","43,600,000","30,200,000","31,700,000","45,700,000","27,900,000","21,800,000","17,100,000","5,400,000","-3,600,000","-22,500,000","-29,900,000","-113,700,000","3,900,000","19,700,000","7,600,000","38,500,000","22,100,000","20,000,000","29,300,000","18,600,000","24,900,000","23,000,000","23,800,000","16,900,000","21,900,000","20,000,000",,,,,,,,
