name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
EBIT,"744,200,000","290,600,000","251,700,000","223,300,000","-21,400,000","174,400,000","-16,300,000","-163,000,000","-282,400,000","234,600,000","241,000,000","150,800,000","40,400,000","204,700,000","220,800,000","137,300,000","28,700,000","191,100,000","195,800,000","91,800,000","-267,500,000","128,000,000","77,000,000","-30,000,000","69,000,000","187,000,000","223,000,000","94,000,000","178,000,000","304,000,000","283,000,000","239,000,000","223,000,000","328,000,000","295,000,000","270,000,000","174,200,000","300,200,000","347,600,000","289,400,000","136,700,000","268,400,000","353,900,000","280,600,000","116,600,000","242,700,000","310,400,000","174,000,000","172,800,000","170,100,000","247,900,000","120,700,000","56,500,000","168,100,000","242,900,000","146,600,000","144,200,000","170,700,000","192,600,000","145,800,000","120,700,000","184,200,000","216,700,000","135,600,000","124,754,000","143,642,000","176,983,000","80,221,000","41,069,000","115,052,000","124,569,000","21,336,000","128,495,000","76,388,000","82,953,000","5,526,000","123,005,000","77,519,000","84,648,000","17,688,000","95,045,000","74,448,000","86,133,000","53,588,000","156,269,000","88,126,000","29,966,000","45,013,000","57,960,000","56,400,000","95,000,000","47,800,000","45,100,000","40,900,000","81,100,000","33,300,000","45,800,000","49,300,000","75,900,000","28,700,000"
EBITDA,"975,600,000"
ReconciledCostOfRevenue,"2,018,500,000","617,300,000","488,900,000","408,200,000","504,100,000","502,400,000","394,100,000","138,800,000","679,700,000","661,600,000","657,200,000","508,000,000","604,200,000","666,300,000","661,600,000","494,900,000","620,700,000","578,900,000","600,600,000","429,000,000","677,300,000","659,000,000","797,000,000","585,000,000","781,000,000","781,000,000","786,000,000","584,000,000","772,000,000","802,000,000","797,000,000","602,000,000","759,000,000","785,000,000","775,000,000","598,000,000","617,200,000","698,200,000","766,700,000","551,900,000","646,600,000","724,400,000","777,500,000","516,600,000","572,200,000","596,000,000","604,000,000","401,100,000","506,000,000","481,400,000","549,500,000","383,400,000","548,800,000","542,500,000","598,700,000","434,000,000","524,400,000","553,900,000","566,800,000","442,900,000","435,900,000","499,900,000","504,400,000","389,900,000","418,849,000","429,453,000","446,896,000","337,514,000","439,334,000","449,960,000","445,925,000","285,650,000","427,782,000","312,363,000","357,211,000","228,979,000","346,510,000","331,260,000","319,573,000","234,396,000","321,296,000","330,086,000","310,055,000","255,468,000","257,158,000","297,281,000","315,266,000","214,423,000","226,510,000","249,900,000","253,600,000","206,000,000","233,600,000","229,500,000","229,800,000","165,400,000","177,600,000","206,500,000","207,500,000","136,600,000"
ReconciledDepreciation,"231,400,000","56,200,000","55,900,000","57,200,000","62,100,000","60,300,000","61,500,000","63,700,000","68,500,000","68,200,000","66,600,000","66,200,000","69,300,000","72,000,000","69,700,000","70,300,000","75,800,000","72,700,000","73,800,000","72,900,000","75,500,000","78,000,000","76,000,000","78,000,000","83,000,000","76,000,000","77,000,000","74,000,000","75,000,000","78,000,000","72,000,000","69,000,000","65,000,000","67,000,000","66,000,000","60,000,000","58,300,000","60,600,000","57,300,000","56,100,000","57,000,000","56,800,000","56,000,000","55,400,000","51,300,000","50,400,000","46,400,000","46,000,000","47,700,000","44,100,000","45,100,000","44,300,000","46,400,000","44,900,000","47,000,000","46,100,000","53,700,000","53,000,000","51,500,000","43,100,000","40,500,000","32,800,000","33,600,000","37,800,000","32,439,000","36,329,000","30,571,000","27,661,000","30,291,000","26,868,000","24,023,000","22,451,000","24,085,000","18,603,000","19,059,000","21,442,000","15,626,000","20,904,000","23,653,000","18,462,000","20,685,000","18,497,000","23,814,000","20,923,000","18,515,000","18,939,000","20,818,000","20,327,000","13,180,000","20,800,000","20,900,000","11,400,000","13,100,000","11,200,000","11,300,000","10,800,000","7,400,000","7,500,000","6,600,000","5,900,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"501,600,000","217,700,000","193,300,000","164,700,000","-74,100,000","119,800,000","-39,100,000","-127,700,000","-249,000,000","334,100,000","182,100,000","117,100,000","31,600,000","120,000,000","170,300,000","109,000,000","41,300,000","-81,800,000","143,800,000","59,500,000","-204,300,000","82,000,000","45,000,000","-22,000,000","41,000,000","131,000,000","160,000,000","64,000,000","124,000,000","215,000,000","201,000,000","162,000,000","153,000,000","237,000,000","205,000,000","181,000,000","127,200,000","215,700,000","213,700,000","193,400,000","94,400,000","169,000,000","233,500,000","184,100,000","73,200,000","168,400,000","205,200,000","120,800,000","114,100,000","111,100,000","177,500,000","76,800,000","44,500,000","105,300,000","161,000,000","95,200,000","103,500,000","112,700,000","115,300,000","88,300,000","73,200,000","110,500,000","137,000,000","80,200,000","62,415,000","90,673,000","104,205,000","50,707,000","21,773,000","74,842,000","80,407,000","13,403,000","76,531,000","35,358,000","54,010,000","5,055,000","73,219,000","42,812,000","51,744,000","6,460,000","48,023,000","45,614,000","47,810,000","31,051,000","47,497,000","50,603,000","-62,821,000","23,983,000","31,764,000","32,300,000","55,300,000","28,100,000","-7,400,000","25,400,000","49,900,000","22,700,000","28,700,000","29,300,000","44,900,000","44,600,000"
TotalUnusualItemsExcludingGoodwill,"-82,300,000","1,200,000","-3,300,000","-19,300,000","-53,400,000","-12,500,000","-191,500,000","-9,100,000","-26,000,000","-21,400,000","-20,600,000","-30,800,000","-64,200,000","-42,300,000","-25,700,000","-23,700,000","-56,900,000","-26,600,000","-28,100,000","-46,400,000","-321,300,000","-79,000,000","-68,000,000","-103,000,000","-40,000,000","-70,000,000","-43,000,000","-43,000,000","-22,000,000","-9,000,000","-5,000,000","-7,000,000","-2,000,000","-18,000,000","1,000,000","10,000,000","-19,400,000","-17,900,000","-500,000","-2,600,000","-11,900,000","-2,200,000","1,800,000","-3,800,000","-3,900,000","-2,500,000","800,000","-900,000","1,100,000","-6,700,000","-10,600,000","500,000","-66,300,000","-6,900,000","-4,400,000","100,000","-7,100,000","-2,200,000","-900,000","-1,300,000","-900,000","-1,300,000","-600,000","-3,300,000","-6,865,000","-5,504,000","-13,527,000","396,000","-2,582,000","1,985,000","2,177,000","546,000","-6,306,000","-18,666,000","3,381,000","4,238,000","-4,482,000","-6,738,000","-220,000","-3,531,000","-14,379,000","3,036,000","-5,664,000","2,827,000","6,957,000","1,222,000","-127,021,000","1,134,000","1,151,000","1,500,000","2,000,000","2,100,000","-55,900,000","2,900,000","3,800,000","5,000,000",,"400,000","300,000",
TotalUnusualItems,"-82,300,000","1,200,000","-3,300,000","-19,300,000","-53,400,000","-12,500,000","-191,500,000","-9,100,000","-26,000,000","-21,400,000","-20,600,000","-30,800,000","-64,200,000","-42,300,000","-25,700,000","-23,700,000","-56,900,000","-26,600,000","-28,100,000","-46,400,000","-321,300,000","-79,000,000","-68,000,000","-103,000,000","-40,000,000","-70,000,000","-43,000,000","-43,000,000","-22,000,000","-9,000,000","-5,000,000","-7,000,000","-2,000,000","-18,000,000","1,000,000","10,000,000","-19,400,000","-17,900,000","-500,000","-2,600,000","-11,900,000","-2,200,000","1,800,000","-3,800,000","-3,900,000","-2,500,000","800,000","-900,000","1,100,000","-6,700,000","-10,600,000","500,000","-66,300,000","-6,900,000","-4,400,000","100,000","-7,100,000","-2,200,000","-900,000","-1,300,000","-900,000","-1,300,000","-600,000","-3,300,000","-6,865,000","-5,504,000","-13,527,000","396,000","-2,582,000","1,985,000","2,177,000","546,000","-6,306,000","-18,666,000","3,381,000","4,238,000","-4,482,000","-6,738,000","-220,000","-3,531,000","-14,379,000","3,036,000","-5,664,000","2,827,000","6,957,000","1,222,000","-127,021,000","1,134,000","1,151,000","1,500,000","2,000,000","2,100,000","-55,900,000","2,900,000","3,800,000","5,000,000",,"400,000","300,000",
NormalizedEBITDA,"1,057,900,000","345,600,000","310,900,000","299,800,000","94,100,000","247,200,000","236,700,000","-90,200,000","-187,900,000","324,200,000","328,200,000","247,800,000","173,900,000","319,000,000","316,200,000","231,300,000","161,400,000","290,400,000","297,700,000","211,100,000","129,300,000","285,000,000","221,000,000","151,000,000","192,000,000","333,000,000","343,000,000","211,000,000","275,000,000","391,000,000","360,000,000","315,000,000","290,000,000","413,000,000","360,000,000","320,000,000","251,900,000","378,700,000","405,400,000","348,100,000","205,600,000","327,400,000","408,100,000","339,800,000","171,800,000","295,600,000","356,000,000","220,900,000","219,400,000","220,900,000","303,600,000","164,500,000","169,200,000","219,900,000","294,300,000","192,600,000","205,000,000","225,900,000","245,000,000","190,200,000","162,100,000","218,300,000","250,900,000","176,700,000","164,058,000","185,475,000","221,081,000","107,486,000","73,942,000","139,935,000","146,415,000","43,241,000","158,886,000","113,657,000","98,631,000","22,730,000","143,113,000","105,161,000","108,521,000","39,681,000","130,109,000","89,909,000","115,611,000","71,684,000","167,827,000","105,843,000","177,805,000","64,206,000","69,989,000","75,700,000","113,900,000","57,100,000","114,100,000","49,200,000","88,600,000","39,100,000","53,200,000","56,400,000","82,200,000","34,600,000"
TaxRateForCalcs,"0.273","0.214","0.188","0.216","0.27","0.262","0.27","0.26","0.133","0.27","0.231","0.201","0.105","0.398","0.207","0.18","0.27","0.4","0.248","0.314","0.24","0.34","0.38","0.328","0.339","0.275","0.271","0.29","0.283","0.286","0.278","0.311","0.301","0.269","0.288","0.317","0.246","0.268","0.376","0.319","0.279","0.355","0.328","0.329","0.343","0.294","0.329","0.287","0.318","0.329","0.267","0.327","0.35","0.334","0.342","0.349","0.277","0.311","0.394","0.391","0.392","0.389","0.359","0.376","0.4","0.365","0.376","0.376","0.4","0.349","0.355","0.365","0.374","0.36","0.358","0.262","0.365","0.365","0.365","0.365","0.375","0.375","0.368","0.385","0.395","0.395","0.395","0.395","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-22,471,478.261","256,800","-620,400","-4,168,800","-14,418,000","-3,275,000","-51,705,000","-2,366,000","-3,458,217.27","-5,778,000","-4,758,600","-6,190,800","-6,729,178.47","-16,835,400","-5,319,900","-4,266,000","-15,363,000","-10,640,000","-6,968,800","-14,569,600","-77,188,471.551","-26,860,000","-25,840,000","-33,784,000","-13,548,387.097","-19,250,000","-11,653,000","-12,470,000","-6,231,213.873","-2,574,000","-1,390,000","-2,177,000","-602,739.726","-4,842,000","288,000","3,170,000","-4,763,701.068","-4,797,200","-188,000","-829,400","-3,324,732.824","-781,457.459","590,503.597","-1,251,438.98","-1,339,641.256","-734,060.403","263,529.412","-258,584.071","350,238.949","-2,202,296.073","-2,834,832.852","163,453.111","-23,205,000","-2,304,364.326","-1,503,843.009","34,883.721","-1,968,365.922","-683,547.401","-354,703.1","-508,890.42","-352,823.92","-505,475.664","-215,168.539","-1,240,389.105","-2,746,000","-2,008,245.755","-5,082,795.573","148,904.244","-1,032,800","693,622.404","773,273.975","199,294.074","-2,358,266.157","-6,712,214.084","1,210,663.054","1,108,714.286","-1,635,942.05","-2,459,466.94","-80,298.947","-1,288,764.671","-5,392,148.392","1,138,515.6","-2,086,303.607","1,088,449.031","2,747,937.903","482,713.667","-50,174,506.029","447,941.728","460,400","600,000","800,000","840,000","-22,360,000","1,160,000","1,520,000","2,000,000","0","160,000","120,000","0"
