name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,100,000","73,700,000","134,100,000","243,800,000",,"176,500,000","240,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"8,539,000,000","2,141,000,000","1,833,000,000","2,265,000,000","2,300,000,000","2,418,000,000","1,194,000,000","-331,000,000","252,000,000","1,173,000,000","1,091,000,000","1,150,000,000","1,040,000,000","355,000,000","1,231,000,000","1,294,000,000","1,082,000,000","1,533,000,000","-70,000,000","1,305,000,000","1,093,000,000","1,610,000,000","1,360,000,000","726,000,000","439,000,000","683,000,000","528,000,000","942,000,000","681,000,000","555,000,000","785,000,000","779,000,000","734,000,000","998,000,000","916,000,000","891,000,000","953,000,000","765,000,000","640,000,000","328,000,000","973,000,000","750,000,000","-31,000,000","607,000,000","259,000,000","1,001,000,000","675,000,000","677,000,000","755,000,000","953,000,000","494,000,000","535,000,000","567,000,000","20,000,000","54,000,000","746,000,000","377,000,000","572,000,000","656,000,000","649,000,000","701,000,000","665,000,000","578,000,000","573,000,000","489,000,000","236,000,000","-112,000,000","467,000,000","433,028,000","281,875,000","-2,620,000","413,009,000","446,825,000","444,605,000","354,965,000","370,468,000","247,444,000","-168,646,000","-56,510,000","103,900,000","197,805,000","46,265,000","-442,590,000","131,517,000","118,394,000","113,788,000","140,753,000","113,928,000","174,513,000","152,063,000","14,800,000","69,200,000","129,000,000","238,500,000","39,651,000","171,500,000","236,200,000","112,800,000","127,654,000","130,000,000","77,900,000","125,700,000","86,933,000","52,500,000","56,800,000","93,500,000","86,900,000","97,400,000","51,900,000","1,400,000","44,700,000","-205,300,000","17,800,000","97,100,000","62,300,000","58,000,000","64,300,000","39,000,000","-127,300,000","40,600,000","42,200,000","55,000,000"
	NetIncome,"8,539,000,000","2,141,000,000","1,833,000,000","2,265,000,000","2,300,000,000","2,418,000,000","1,194,000,000","-331,000,000","252,000,000","1,173,000,000","1,091,000,000","1,150,000,000","1,040,000,000","355,000,000","1,231,000,000","1,294,000,000","1,082,000,000","1,533,000,000","-70,000,000","1,305,000,000","1,093,000,000","1,610,000,000","1,360,000,000","726,000,000","439,000,000","683,000,000","528,000,000","942,000,000","681,000,000","555,000,000","785,000,000","779,000,000","734,000,000","998,000,000","916,000,000","891,000,000","953,000,000","765,000,000","640,000,000","328,000,000","973,000,000","750,000,000","-31,000,000","607,000,000","259,000,000","1,001,000,000","675,000,000","677,000,000","755,000,000","953,000,000","494,000,000","535,000,000","567,000,000","20,000,000","54,000,000","746,000,000","377,000,000","572,000,000","656,000,000","649,000,000","701,000,000","665,000,000","578,000,000","573,000,000","489,000,000","236,000,000","-112,000,000","467,000,000","433,028,000","281,875,000","-2,620,000","413,009,000","446,825,000","444,605,000","354,965,000","370,468,000","247,444,000","-168,646,000","-56,510,000","103,900,000","197,805,000","46,265,000","-442,590,000","131,517,000","118,394,000","113,788,000","140,753,000","113,928,000","174,513,000","152,063,000","14,800,000","69,200,000","129,000,000","238,500,000","39,651,000","171,500,000","236,200,000","112,800,000","127,654,000","130,000,000","77,900,000","125,700,000","86,933,000","52,500,000","56,800,000","93,500,000","86,900,000","97,400,000","51,900,000","1,400,000","44,700,000","-205,300,000","17,800,000","97,100,000","62,300,000","58,000,000","64,300,000","39,000,000","-127,300,000","40,600,000","42,200,000","55,000,000"
		NetIncomeIncludingNoncontrollingInterests,"8,539,000,000","2,141,000,000","1,833,000,000","2,265,000,000","2,300,000,000","2,418,000,000","1,194,000,000","-331,000,000","252,000,000","1,173,000,000","1,091,000,000","1,150,000,000","1,040,000,000","355,000,000","1,231,000,000","1,294,000,000","1,082,000,000","1,533,000,000","-70,000,000","1,305,000,000","1,093,000,000","1,610,000,000","1,360,000,000","726,000,000","439,000,000","683,000,000","528,000,000","942,000,000","681,000,000","555,000,000","785,000,000","779,000,000","734,000,000","998,000,000","916,000,000","891,000,000","953,000,000","765,000,000","640,000,000","328,000,000","973,000,000","750,000,000","-31,000,000","607,000,000","259,000,000","1,001,000,000","675,000,000","677,000,000","755,000,000","953,000,000","494,000,000","535,000,000","567,000,000","20,000,000","54,000,000","746,000,000","377,000,000","572,000,000","656,000,000","649,000,000","701,000,000","665,000,000","578,000,000","573,000,000","489,000,000","236,000,000","-112,000,000","467,000,000","433,028,000","281,875,000","-2,620,000","413,009,000","446,825,000","444,605,000","354,965,000","370,468,000","247,444,000","-168,646,000","-56,510,000","103,900,000","197,805,000","46,265,000","-442,590,000","131,517,000","118,394,000","113,788,000","140,753,000","113,928,000","174,513,000","152,063,000","14,800,000","69,200,000","129,000,000","238,500,000","39,651,000","171,500,000","236,200,000","112,800,000","127,654,000","130,000,000","77,900,000","125,700,000","86,933,000","52,500,000","56,800,000","93,500,000","86,900,000","97,400,000","51,900,000","1,400,000","44,700,000","-205,300,000","17,800,000","97,100,000","62,300,000","58,000,000","64,300,000","39,000,000","-127,300,000","40,600,000","42,200,000","55,000,000"
			NetIncomeContinuousOperations,"8,539,000,000","2,141,000,000","1,833,000,000","2,265,000,000","2,300,000,000","2,418,000,000","1,194,000,000","-331,000,000","252,000,000","1,173,000,000","1,091,000,000","1,150,000,000","1,040,000,000","355,000,000","1,231,000,000","1,294,000,000","1,082,000,000","1,533,000,000","-70,000,000","1,305,000,000","1,093,000,000","1,610,000,000","1,360,000,000","726,000,000","439,000,000","683,000,000","528,000,000","942,000,000","681,000,000","555,000,000","785,000,000","779,000,000","734,000,000","998,000,000","916,000,000","891,000,000","953,000,000","765,000,000","640,000,000","328,000,000","973,000,000","750,000,000","-31,000,000","607,000,000","259,000,000","1,001,000,000","675,000,000","677,000,000","755,000,000","953,000,000","494,000,000","535,000,000","567,000,000","20,000,000","54,000,000","746,000,000","377,000,000","572,000,000","656,000,000","649,000,000","701,000,000","665,000,000","578,000,000","573,000,000","485,000,000","236,000,000","-112,000,000","467,000,000","433,028,000","281,875,000","-2,620,000","413,009,000","446,825,000","444,605,000","354,965,000","370,468,000","247,444,000","-168,646,000","-56,510,000","103,900,000","197,805,000","46,265,000","-442,590,000","131,517,000","141,064,000","113,788,000","140,753,000","113,928,000","174,513,000","152,063,000","14,800,000","69,200,000","129,000,000","238,500,000","39,651,000","171,500,000","236,200,000","112,800,000","127,654,000","130,000,000","77,900,000","125,700,000","86,933,000","52,500,000","56,800,000","93,500,000","86,900,000","97,400,000","51,900,000","1,400,000","44,700,000","-205,300,000","17,800,000","97,100,000","62,300,000","58,000,000","64,300,000","39,000,000","-127,300,000","40,600,000","42,200,000","55,000,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","4,000,000",,,,,,,,,,,,,"0","0","0","0","0","0","0","-22,670,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-14,000,000","-201,000,000","-255,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"8,539,000,000","2,141,000,000","1,833,000,000","2,265,000,000","2,300,000,000","2,418,000,000","1,194,000,000","-331,000,000","252,000,000","1,173,000,000","1,091,000,000","1,150,000,000","1,040,000,000","355,000,000","1,231,000,000","1,294,000,000","1,082,000,000","1,533,000,000","-70,000,000","1,305,000,000","1,093,000,000","1,610,000,000","1,360,000,000","726,000,000","439,000,000","683,000,000","528,000,000","942,000,000","681,000,000","555,000,000","785,000,000","779,000,000","734,000,000","998,000,000","916,000,000","891,000,000","953,000,000","765,000,000","640,000,000","328,000,000","973,000,000","750,000,000","-31,000,000","607,000,000","259,000,000","1,001,000,000","675,000,000","677,000,000","755,000,000","953,000,000","494,000,000","535,000,000","567,000,000","20,000,000","54,000,000","746,000,000","377,000,000","572,000,000","656,000,000","649,000,000","701,000,000","665,000,000","578,000,000","573,000,000","489,000,000","236,000,000","-112,000,000","467,000,000","433,028,000","281,875,000","-2,620,000","413,009,000","446,825,000","444,605,000","354,965,000","370,468,000","247,444,000","-168,646,000","-56,510,000","103,900,000","197,805,000","46,265,000","-442,590,000","131,517,000","118,394,000","113,788,000","140,753,000","113,928,000","174,513,000","152,063,000","14,800,000","69,200,000","129,000,000","238,500,000","39,651,000","171,500,000","236,200,000","112,800,000","127,654,000","130,000,000","77,900,000","125,700,000","86,933,000","52,500,000","56,800,000","93,500,000","86,900,000","97,400,000","51,900,000","1,400,000","44,700,000","-205,300,000","17,800,000","97,100,000","62,300,000","58,000,000","64,300,000","39,000,000","-127,300,000","40,600,000","42,200,000","55,000,000"
BasicEPS,,"5.019","4.254","5.163","5.115","5.365","2.645","-0.733","0.558","2.595","2.4","2.52","2.27","0.77","2.66","2.78","2.32","3.29","-0.15","2.79","2.33","3.44","2.9","1.55","0.98",,"1.63","2.89","2.08",,"2.35","2.3","2.16",,"2.68","2.31","2.8","2.24","1.88","0.96","2.87",,"-0.09","1.79","0.77",,"1.99","1.998","2.23",,"1.469","1.58","1.69",,"0.162","2.23","1.12",,"1.98","1.96","2.13",,"1.76","1.75","1.49",,"-0.43","1.61","1.49",,"-0.05","1.43","1.56",,"1.25","1.35","0.92",,"-0.24","0.37","0.74",,"-1.95","0.54","0.48",,"0.6","0.5","0.8",,"0.08","0.36","0.67","1.23",,"0.96","1.48","0.72",,"0.77","0.46","0.72",,"0.38","0.41","0.67",,"0.69","0.37","0.01",,"-1.44","0.12","0.65",,"0.39","0.57","0.36",,"0.37","0.39","0.51"
DilutedEPS,,"4.95","4.18","5.06","5.07","5.34","2.63","-0.733","0.554","2.573","2.38","2.5","2.25","0.76","2.64","2.76","2.3","3.27","-0.15","2.77","2.31","3.41","2.88","1.54","0.97",,"1.62","2.86","2.05",,"2.32","2.28","2.14",,"2.66","2.29","2.77","2.22","1.86","0.96","2.84",,"-0.09","1.77","0.76",,"1.97","1.98","2.22",,"1.46","1.58","1.69",,"0.16","2.2","1.1",,"1.95","1.93","2.1",,"1.73","1.72","1.46",,"-0.43","1.58","1.46",,"-0.05","1.41","1.53",,"1.22","1.32","0.9",,"-0.24","0.36","0.7",,"-1.95","0.52","0.46",,"0.58","0.49","0.8",,"0.08","0.35","0.65","1.21",,"0.95","1.41","0.67",,"0.77","0.45","0.71",,"0.38","0.41","0.67",,"0.69","0.37","0.01",,"-1.44","0.12","0.65",,"0.39","0.57","0.36",,"0.37","0.39","0.51"
BasicAverageShares,,"426,572,612","430,876,252","438,717,213","449,676,959","450,732,625","451,376,194","451,360,023","451,367,782","451,971,567","454,975,143","457,224,455","458,805,185","460,636,999","462,981,973","465,276,597","465,703,240","465,429,008","466,370,784","467,981,077","468,903,086","468,258,439","468,021,093","467,701,328","446,739,586",,"324,210,936","325,463,196","328,212,376",,"334,472,324","337,846,228","338,869,562",,"340,888,648","340,086,269","340,778,142","340,821,273","340,207,037","339,766,067","338,567,341",,"338,400,000","338,920,580","337,088,217",,"339,229,422","338,478,484","338,610,718",,"336,159,387","336,898,236","335,474,828",,"327,889,473","328,627,780","336,607,143",,"331,313,131","331,122,449","329,107,981",,"328,409,091","327,428,571","328,187,919",,"260,465,116","290,062,112","290,622,819",,"287,569,900","288,817,483","286,426,282",,"283,972,000","274,420,741","268,960,870",,"235,458,333","280,810,811","267,304,054",,"226,969,231","243,550,000","246,654,167",,"234,588,333","227,856,000","218,141,250",,"194,061,171","193,784,573","193,758,050","193,642,270",,"176,425,058","162,860,328","164,816,294",,"16,972,925","174,511,828","176,835,600",,"139,578,660","139,518,381","139,552,239",,"141,159,420","140,270,270","140,000,000",,"142,569,444","148,333,333","149,384,615",,"113,516,484","112,807,018","108,333,333",,"109,729,730","108,205,128","107,843,137"
