name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,800,000","57,700,000","41,800,000","41,900,000","60,800,000","56,800,000","126,700,000","25,200,000","24,300,000","23,100,000","23,100,000","22,300,000","20,500,000","21,300,000","18,800,000","13,200,000","20,500,000","19,300,000","19,200,000","17,700,000","17,700,000","16,700,000","16,700,000",,,
	OtherOperatingExpenses,,,,,,"2,291,000,000","2,237,000,000","1,966,000,000","2,403,000,000","2,535,000,000","2,196,000,000","2,130,000,000","2,255,000,000","2,156,000,000","2,033,000,000","2,127,000,000","2,316,000,000",,,,,,,,,,,,,,,,,,,,,,,"-81,000,000",,,,,,,,,,,,,,"493,000,000",,,"0",,"-5,000,000",,"0",,"-6,000,000",,"-8,000,000","1,000,000",,"52,000,000","0","1,200,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"2,879,000,000","323,000,000","683,000,000","800,000,000","1,073,000,000","860,000,000","763,000,000","734,000,000","933,000,000","498,000,000","671,000,000","657,000,000","946,000,000","814,000,000","771,000,000","652,000,000","732,000,000","731,000,000","825,000,000","596,000,000","791,000,000","831,000,000","870,000,000","972,000,000","943,000,000","920,000,000","954,000,000","931,000,000","862,000,000","780,000,000","788,000,000","688,000,000","556,000,000","503,000,000","714,000,000","662,000,000","652,000,000","485,000,000","655,000,000","595,000,000","711,000,000","519,000,000","596,000,000","472,000,000","836,000,000","496,000,000","441,000,000","474,000,000","573,000,000","509,000,000","467,000,000","459,000,000","498,000,000","-54,000,000","381,000,000","371,000,000","481,000,000","282,000,000","359,000,000","356,000,000","368,000,000","318,000,000","306,000,000","272,000,000","332,000,000","292,000,000","229,000,000","261,000,000","385,300,000","-965,400,000","128,800,000","260,800,000","344,300,000","164,162,000,000","226,400,000","250,800,000","295,600,000","209,800,000","220,000,000","203,800,000","198,800,000","187,700,000","147,700,000","159,200,000","-305,700,000","141,600,000","126,300,000","134,200,000","-112,600,000","26,300,000","127,600,000","149,000,000","83,500,000","101,800,000","46,800,000","100,100,000","89,200,000","95,400,000","91,300,000","86,300,000","82,200,000","-95,800,000","59,000,000","64,200,000","70,800,000","66,600,000","66,500,000","70,200,000","86,400,000","-216,200,000","3,245,500,000","3,245,500,000"
NetNonOperatingInterestIncomeExpense,"-175,000,000","-41,000,000","-45,000,000","-49,000,000","-40,000,000","-55,000,000","-50,000,000","-60,000,000","-16,000,000","-64,000,000","-64,000,000","-56,000,000","-31,000,000","-67,000,000","-66,000,000","-61,000,000","-31,000,000","-67,000,000","-69,000,000","-68,000,000","-48,000,000","-74,000,000","-78,000,000","-79,000,000","-68,000,000","-87,000,000","-91,000,000","-89,000,000","-57,000,000","-97,000,000","-99,000,000","-101,000,000","-93,000,000","-69,000,000","-59,000,000","-59,000,000","-48,000,000","-59,000,000","-55,000,000","-56,000,000","-40,000,000","-64,000,000","-64,000,000","-64,000,000","-82,000,000","-53,000,000","-44,000,000","-43,000,000","-45,000,000","-47,000,000","-47,000,000","-48,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"187,000,000","41,000,000","45,000,000","49,000,000","52,000,000","55,000,000","50,000,000","60,000,000","65,000,000","64,000,000","64,000,000","56,000,000","70,000,000","67,000,000","66,000,000","61,000,000","79,000,000","67,000,000","69,000,000","68,000,000","77,000,000","74,000,000","78,000,000","79,000,000","86,000,000","87,000,000","91,000,000","89,000,000","77,000,000","97,000,000","99,000,000","101,000,000","116,000,000","69,000,000","59,000,000","59,000,000","70,000,000","59,000,000","55,000,000","56,000,000","59,000,000","64,000,000","64,000,000","64,000,000","82,000,000","53,000,000","44,000,000","43,000,000","45,000,000","47,000,000","47,000,000","48,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-394,000,000","-5,000,000","-196,000,000","-189,000,000","-4,000,000","-8,168,000,000","-58,000,000","-29,000,000","284,000,000","-140,000,000","-1,577,000,000","18,000,000","-1,548,000,000","-97,000,000","-118,000,000","-585,000,000","-1,795,000,000","33,000,000","-578,000,000","-70,000,000","3,931,000,000","23,000,000","-267,000,000","19,000,000","-206,000,000","13,000,000","17,000,000","13,000,000","-164,000,000","13,000,000","24,000,000","20,000,000","2,000,000","-26,000,000","-26,000,000","-9,000,000","-218,000,000","10,000,000","-34,000,000","-8,000,000","-14,000,000","-29,000,000","-112,000,000","8,000,000","-196,000,000","-182,000,000","-21,000,000","9,000,000","4,000,000","25,000,000","4,000,000","10,000,000","434,000,000","-476,000,000","33,000,000","21,000,000","-72,000,000","31,000,000","41,000,000","37,000,000","-77,000,000","39,000,000","38,000,000","35,000,000","49,000,000","33,000,000","35,000,000","-24,000,000","23,000,000","-1,184,200,000","15,000,000","14,900,000","-10,200,000","31,400,000","15,100,000","11,900,000","8,300,000","24,100,000","4,100,000","10,000,000","500,000","9,300,000","6,200,000","-11,100,000","10,500,000","-98,900,000","7,800,000",,"5,900,000","263,200,000",,,,,,,,,,,,,,,,,,,"0","3,100,000",,
	EarningsFromEquityInterest,,,,,"0","0","0","0","370,000,000","-28,000,000","-1,454,000,000","4,000,000","-32,000,000","-50,000,000","-56,000,000","-56,000,000","23,000,000","-90,000,000","-61,000,000","-120,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-655,000,000","-25,000,000","-335,000,000","-232,000,000","-63,000,000","-8,222,000,000","-129,000,000","-56,000,000","-191,000,000","-138,000,000","-45,000,000","-23,000,000","-1,459,000,000","-131,000,000","-82,000,000","-569,000,000","-1,755,000,000","103,000,000","-586,000,000","37,000,000","3,935,000,000","0","-290,000,000",,"-203,000,000",,,,"-150,000,000","0","0","0","0","-18,000,000","-35,000,000","-15,000,000","-203,000,000","0","-34,000,000","-8,000,000","-23,000,000","-29,000,000","-112,000,000","8,000,000","-196,000,000","-182,000,000","-21,000,000","9,000,000","4,000,000","25,000,000","4,000,000","10,000,000","434,000,000","-476,000,000","33,000,000","21,000,000","-93,000,000","31,000,000","41,000,000","37,000,000","-100,000,000","39,000,000","38,000,000","35,000,000","49,000,000","33,000,000","35,000,000","-24,000,000","23,000,000","-1,184,200,000","15,000,000","14,900,000","-10,200,000","31,400,000","15,100,000","11,900,000","8,300,000","24,100,000","4,100,000","10,000,000","500,000","9,300,000","6,200,000","-11,100,000","10,500,000","-98,900,000","7,800,000",,"5,900,000","263,200,000",,,,,,,,,,,,,,,,,,,"0","3,100,000",,
		RestructuringAndMergernAcquisition,"28,000,000","17,000,000","32,000,000","54,000,000","-52,000,000","155,000,000","60,000,000","56,000,000","64,000,000","136,000,000","45,000,000","23,000,000","309,000,000","110,000,000","82,000,000","96,000,000","288,000,000","6,000,000","236,000,000","-37,000,000","-3,937,000,000",,,,"203,000,000",,,,,,,,"0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"243,000,000","1,000,000","0","104,000,000","115,000,000","0","69,000,000",,"0","2,000,000","0","0","1,206,000,000","21,000,000","0","570,000,000","1,388,000,000","0","350,000,000",,"0","0","290,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"384,000,000","7,000,000","303,000,000","74,000,000","0","8,067,000,000",,,,,,,,,,"-97,000,000","122,000,000",,,,,,,,,,,,"150,000,000",,,,"0","18,000,000","35,000,000","15,000,000","12,000,000",,"34,000,000","8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,"56,000,000","0",,,"43,000,000","109,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"80,000,000","20,000,000","139,000,000","43,000,000","-122,000,000","54,000,000","71,000,000","27,000,000","69,000,000","26,000,000","-78,000,000","37,000,000","-100,000,000","84,000,000","20,000,000","40,000,000","-95,000,000","20,000,000","69,000,000","13,000,000","-34,000,000","23,000,000","23,000,000","19,000,000","-18,000,000","13,000,000","17,000,000","13,000,000","-26,000,000","13,000,000","24,000,000","20,000,000","5,000,000","-8,000,000","9,000,000","6,000,000","-18,000,000","10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"2,310,000,000","277,000,000","442,000,000","562,000,000","1,029,000,000","-7,363,000,000","655,000,000","645,000,000","1,201,000,000","294,000,000","-970,000,000","619,000,000","-633,000,000","650,000,000","587,000,000","6,000,000","-1,094,000,000","697,000,000","178,000,000","458,000,000","4,674,000,000","780,000,000","525,000,000","912,000,000","669,000,000","846,000,000","880,000,000","855,000,000","641,000,000","696,000,000","713,000,000","607,000,000","465,000,000","408,000,000","629,000,000","594,000,000","386,000,000","436,000,000","566,000,000","531,000,000","657,000,000","426,000,000","420,000,000","416,000,000","558,000,000","261,000,000","376,000,000","440,000,000","532,000,000","487,000,000","424,000,000","421,000,000","397,000,000","-70,000,000","379,000,000","358,000,000","464,000,000","277,000,000","359,000,000","357,000,000","363,000,000","334,000,000","316,000,000","285,000,000","349,000,000","303,000,000","242,000,000","264,000,000","380,700,000","-980,200,000","113,600,000","246,100,000","301,500,000","164,000,000","214,800,000","236,200,000","276,000,000","204,500,000","192,800,000","181,400,000","183,400,000","169,800,000","125,300,000","119,600,000","-212,400,000","12,900,000","103,800,000","105,300,000","-135,400,000","259,100,000","97,300,000","114,900,000","47,700,000","67,900,000","15,900,000","70,500,000","60,000,000","67,100,000","64,800,000","61,600,000","59,600,000","-108,500,000","47,000,000","50,600,000","60,700,000","54,000,000","53,200,000","56,200,000","69,600,000","-226,300,000",,
TaxProvision,"712,000,000","238,000,000","132,000,000","26,000,000","316,000,000","-1,189,000,000","28,000,000","150,000,000","129,000,000","47,000,000","-294,000,000","136,000,000","111,000,000","123,000,000","35,000,000","87,000,000","-7,000,000","-263,000,000","122,000,000","95,000,000","1,044,000,000","131,000,000","200,000,000","239,000,000","204,000,000","204,000,000","244,000,000","256,000,000","228,000,000","183,000,000","222,000,000","182,000,000","103,000,000","252,000,000","213,000,000","174,000,000","127,000,000","138,000,000","165,000,000","151,000,000","136,000,000","126,000,000","124,000,000","130,000,000","136,000,000","106,000,000","121,000,000","142,000,000","184,000,000","161,000,000","123,000,000","133,000,000","116,000,000","-50,000,000","52,000,000","123,000,000","159,000,000","76,000,000","112,000,000","121,000,000","106,000,000","94,000,000","29,000,000","101,000,000","129,000,000","110,000,000","88,000,000","94,000,000","121,700,000","-314,800,000","27,500,000","82,500,000","87,300,000","43,800,000","56,700,000","79,100,000","94,400,000","70,200,000","64,400,000","64,100,000","62,600,000","59,500,000","46,300,000","14,200,000","-36,900,000","5,600,000","41,900,000","41,700,000","-47,200,000","98,500,000","38,000,000","44,800,000","56,500,000","25,700,000","6,500,000","28,400,000","24,300,000","25,100,000","25,200,000","24,000,000","22,800,000","-24,200,000","18,900,000","20,500,000","22,700,000","21,100,000","21,500,000","23,400,000","30,000,000","50,000,000",,
