name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990
EBIT,"456,686,000","205,380,000","112,643,000","-7,165,000","147,643,000","148,329,000","142,451,000","116,290,000","157,589,000","143,765,000","127,751,000","110,088,000","143,898,000","69,584,000","106,652,000","94,791,000","114,464,000","104,397,000","100,030,000","86,720,000","58,880,000","26,423,000","69,847,000","74,015,000","99,875,000","47,128,000","23,326,000","44,678,000","68,397,000","61,763,000","53,459,000","44,388,000","59,229,000","56,131,000","50,527,000","41,260,000","64,481,000","67,478,000","62,308,000","48,562,000","73,957,000","54,097,000","48,325,000","46,901,000","57,410,000","36,152,000","55,096,000","-62,839,000","51,601,000","59,963,000","50,343,000","43,080,000","46,496,000","48,673,000","47,005,000","34,874,000","54,488,000","34,414,000","27,146,000","22,958,000","52,993,000","37,029,000","93,385,000","26,566,000","43,911,000","39,054,000","27,046,000","27,249,000","46,199,000","39,912,000","130,867,000","28,015,000","43,982,000","37,826,000","32,324,000","26,224,000","41,964,000","34,029,000","29,181,000","20,593,000","30,251,000","23,510,000","16,733,000","10,119,000","27,892,000","21,308,000","15,939,000","5,606,000","-34,994,000","20,200,000","26,300,000","18,100,000","37,300,000","40,500,000","32,700,000","25,754,000","35,279,000","31,960,000","25,640,000","19,735,000","25,800,000","21,900,000","19,800,000","16,900,000","6,300,000","5,600,000","4,600,000","3,800,000","4,000,000","3,500,000","3,000,000","2,600,000","2,700,000","2,100,000","1,700,000","1,500,000","1,200,000","700,000","300,000","200,000","-8,200,000","3,400,000","2,500,000","2,300,000","-6,400,000","2,500,000","2,400,000","1,600,000"
EBITDA,"835,003,000"
ReconciledCostOfRevenue,"2,423,351,000","670,857,000","716,641,000","542,140,000","491,897,000","463,063,000","426,095,000","383,364,000","458,931,000","442,908,000","418,173,000","390,960,000","433,497,000","409,241,000","394,297,000","369,708,000","423,220,000","383,312,000","367,398,000","351,843,000","401,064,000","389,165,000","398,507,000","398,388,000","426,388,000","380,507,000","280,576,000","255,812,000","288,587,000","276,088,000","268,737,000","242,550,000","280,792,000","241,776,000","229,256,000","220,806,000","250,448,000","227,283,000","203,200,000","199,708,000","226,024,000","217,209,000","209,398,000","185,714,000","221,733,000","191,269,000","177,370,000","170,914,000","189,922,000","188,349,000","181,574,000","158,707,000","204,555,000","195,400,000","190,764,000","181,064,000","223,794,000","183,775,000","171,332,000","162,232,000","204,867,000","171,266,000","164,775,000","151,692,000","197,944,000","165,396,000","168,137,000","158,927,000","185,004,000","164,827,000","153,358,000","144,905,000","170,440,000","159,189,000","146,775,000","152,709,000","157,024,000","140,369,000","136,337,000","129,537,000","144,124,000","129,792,000","121,719,000","115,861,000","131,939,000","102,189,000","96,856,000","94,592,000","124,829,000","97,900,000","97,900,000","84,900,000","115,300,000","101,600,000","93,545,000","92,461,000","109,011,000","102,591,000","95,196,000","88,300,000","93,400,000","87,500,000","81,700,000","76,900,000","8,800,000","8,600,000","7,800,000","7,000,000","6,900,000","5,800,000","5,400,000","4,600,000","5,200,000","4,500,000","4,000,000","3,600,000","3,400,000","2,700,000","2,600,000","2,000,000",,,,,,,,
ReconciledDepreciation,"378,317,000","117,610,000","118,042,000","83,621,000","59,044,000","56,821,000","54,418,000","48,954,000","50,941,000","49,558,000","49,634,000","47,102,000","50,263,000","82,687,000","46,117,000","46,854,000","44,477,000","44,656,000","45,548,000","43,651,000","52,897,000","31,384,000","50,077,000","53,784,000","52,815,000","44,827,000","23,745,000","22,353,000","22,101,000","21,605,000","27,430,000","20,405,000","19,960,000","19,574,000","17,782,000","18,333,000","20,527,000","18,320,000","15,851,000","14,337,000","16,618,000","16,101,000","15,752,000","14,435,000","14,650,000","13,429,000","13,272,000","13,038,000","14,191,000","14,188,000","13,951,000","13,888,000","14,897,000","14,301,000","14,375,000","15,200,000","15,279,000","16,015,000","15,902,000","15,582,000","15,984,000","14,596,000","14,793,000","14,884,000","15,809,000","13,678,000","14,539,000","13,893,000","13,699,000","13,171,000","12,620,000","11,702,000","12,195,000","12,583,000","12,222,000","11,683,000","11,961,000","10,986,000","12,317,000","11,251,000","11,527,000","11,625,000","11,848,000","11,884,000","12,603,000","11,769,000","11,187,000","11,012,000","9,572,000","10,100,000","10,100,000","9,900,000","10,400,000","7,700,000","8,055,000","7,145,000","7,671,000","6,402,000","5,536,000","4,593,000","5,600,000","3,700,000","3,500,000","3,700,000","500,000","500,000","400,000","400,000","400,000","300,000","300,000","200,000","300,000","100,000","200,000","100,000","100,000","100,000","100,000","100,000",,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"279,071,000","143,623,000","69,811,000","-21,807,000","88,851,000","114,501,000","105,858,000","88,190,000","123,316,000","104,930,000","94,769,000","84,590,000","108,745,000","47,858,000","77,457,000","69,991,000","73,598,000","94,781,000","64,459,000","58,077,000","26,143,000","-4,996,000","40,416,000","48,401,000","57,740,000","20,045,000","8,687,000","24,291,000","41,399,000","38,124,000","31,004,000","24,537,000","38,876,000","28,506,000","29,743,000","32,317,000","41,381,000","48,097,000","40,145,000","30,354,000","44,171,000","33,649,000","29,564,000","28,731,000","38,999,000","21,765,000","35,711,000","-45,210,000","29,835,000","41,006,000","32,084,000","25,542,000","27,816,000","28,575,000","28,794,000","25,500,000","26,109,000","21,776,000","16,018,000","13,203,000","29,808,000","20,868,000","16,360,000","14,057,000","7,445,000","23,165,000","16,415,000","17,332,000","25,013,000","24,457,000","18,893,000","17,617,000","30,309,000","27,093,000","20,369,000","16,472,000","26,710,000","21,480,000","18,411,000","12,834,000","18,597,000","14,003,000","9,219,000","4,383,000","-16,626,000","10,391,000","6,724,000","828,000","-24,215,000","10,900,000","14,400,000","9,300,000","28,800,000","23,000,000","18,800,000","14,345,000","20,270,000","18,170,000","15,309,000","11,747,000","15,900,000","13,500,000","11,500,000","-71,600,000","3,900,000","3,500,000","2,900,000","2,500,000","2,600,000","2,400,000","1,900,000","1,800,000","1,600,000","1,400,000","1,100,000","1,000,000","1,100,000","700,000","400,000","200,000",,"-100,000","-200,000","-200,000",,,"100,000","-100,000"
TotalUnusualItemsExcludingGoodwill,"3,007,000","207,000","-210,000","-14,000","3,024,000","-20,000","76,000","-166,000","-6,000","448,000","274,000","-1,389,000","-4,840,000","-26,147,000","0",,"53,000","-78,000","-27,000","-51,000","5,000","-58,374,000","-48,000","-154,000","-156,000","194,000","56,000","726,000","381,000","1,109,000","-1,271,000","172,000","-12,326,000","-808,000","-18,000","-52,000","-5,000","386,000","48,000","136,000","878,000","-1,164,000","-99,000","-258,000","-779,000","23,000","-105,000","-341,000","-5,161,000","-14,000","115,000","211,000","-828,000","-2,855,000","-37,000","166,000","-12,420,000","-952,000","-698,000","-1,391,000","-1,142,000","-3,179,000","-1,158,000","-1,105,000",,,"-937,000","706,000",,,,"116,000",,,,,,,,,,,,,,,,,,,,"400,000","900,000","200,000","400,000",,,,,,"1,000,000","700,000","900,000","-88,900,000","200,000","200,000","200,000","200,000","100,000","100,000","200,000","200,000","200,000",,"100,000","100,000","100,000","100,000","100,000",,,,,,,,,
TotalUnusualItems,"3,007,000","207,000","-210,000","-14,000","3,024,000","-20,000","76,000","-166,000","-6,000","448,000","274,000","-1,389,000","-4,840,000","-26,147,000","0",,"53,000","-78,000","-27,000","-51,000","5,000","-58,374,000","-48,000","-154,000","-156,000","194,000","56,000","726,000","381,000","1,109,000","-1,271,000","172,000","-12,326,000","-808,000","-18,000","-52,000","-5,000","386,000","48,000","136,000","878,000","-1,164,000","-99,000","-258,000","-779,000","23,000","-105,000","-341,000","-5,161,000","-14,000","115,000","211,000","-828,000","-2,855,000","-37,000","166,000","-12,420,000","-952,000","-698,000","-1,391,000","-1,142,000","-3,179,000","-1,158,000","-1,105,000",,,"-937,000","706,000",,,,"116,000",,,,,,,,,,,,,,,,,,,,"400,000","900,000","200,000","400,000",,,,,,"1,000,000","700,000","900,000","-88,900,000","200,000","200,000","200,000","200,000","100,000","100,000","200,000","200,000","200,000",,"100,000","100,000","100,000","100,000","100,000",,,,,,,,,
NormalizedEBITDA,"831,996,000","322,783,000","230,895,000","76,470,000","203,663,000","205,170,000","196,793,000","165,410,000","208,536,000","192,875,000","177,111,000","158,579,000","199,001,000","178,418,000","152,769,000","141,645,000","158,888,000","149,131,000","145,605,000","130,422,000","111,772,000","116,181,000","119,972,000","127,953,000","152,846,000","91,761,000","47,015,000","66,305,000","90,117,000","82,259,000","82,160,000","64,621,000","91,515,000","76,513,000","68,327,000","59,645,000","85,013,000","85,412,000","78,111,000","62,763,000","89,697,000","71,362,000","64,176,000","61,594,000","72,839,000","49,558,000","68,473,000","-49,460,000","70,953,000","74,165,000","64,179,000","56,757,000","62,221,000","65,829,000","61,417,000","49,908,000","82,187,000","51,381,000","43,746,000","39,931,000","70,119,000","54,804,000","109,336,000","42,555,000","59,720,000","52,732,000","42,522,000","40,436,000","59,898,000","53,083,000","143,487,000","39,601,000","56,177,000","50,409,000","44,546,000","37,907,000","53,925,000","45,015,000","41,498,000","31,844,000","41,778,000","35,135,000","28,581,000","22,003,000","40,495,000","33,077,000","27,126,000","16,618,000","-25,422,000","30,300,000","36,400,000","27,600,000","46,800,000","48,000,000","40,400,000","32,899,000","42,950,000","38,362,000","31,176,000","24,328,000","30,400,000","24,900,000","22,400,000","109,500,000","6,600,000","5,900,000","4,800,000","4,000,000","4,300,000","3,700,000","3,100,000","2,600,000","2,800,000","2,300,000","1,800,000","1,500,000","1,200,000","700,000","300,000","300,000","-8,200,000","3,400,000","2,500,000","2,300,000","-6,400,000","2,500,000","2,400,000","1,600,000"
TaxRateForCalcs,"0.267","0.216","0.223","0.244","0.359","0.178","0.208","0.175","0.168","0.219","0.189","0.147","0.184","0.162","0.186","0.154","0.274","0.4","0.262","0.216","0.4","0.4","0.318","0.226","0.346","0.281","0.4","0.37","0.35","0.33","0.361","0.382","0.293","0.35","0.349","0.109","0.303","0.24","0.318","0.334","0.378","0.341","0.347","0.344","0.284","0.343","0.315","0.313","0.378","0.276","0.32","0.361","0.38","0.335","0.36","0.242","0.362","0.331","0.374","0.365","0.35","0.362","0.345","0.4","0.4","0.399","0.371","0.38","0.4","0.377","0.374","0.355","0.297","0.275","0.36","0.36","0.36","0.36","0.36","0.36","0.37","0.37","0.37","0.37","0.276","0.375","0.374","0.38","0.379","0.381","0.379","0.38","0.182","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.386","0.395","0.4","0.027","0.391","0.397","0.396","0.39","0.366","0.368","0.367","0.357","0.4","0.391","0.389","0.375","0.4","0.4","0.4","0.4",,"0.4","0.4","0.4",,,"0.4","0.4"
TaxEffectOfUnusualItems,"803,328.583","44,712","-46,830","-3,416","1,085,608.941","-3,560","15,808","-29,050","-1,005.04","98,112","51,786","-204,183","-889,740.03","-4,235,814","0","0","14,535.62","-31,200","-7,074","-11,016","2,000","-23,349,600","-15,264","-34,804","-53,969.416","54,514","22,400","268,620","133,238.086","365,970","-458,831","65,704","-3,611,316.699","-282,800","-6,282","-5,668","-1,512.994","92,640","15,264","45,424","331,580.303","-397,393.956","-34,309.964","-88,751.01","-221,175.811","7,877.655","-33,029.655","-106,868.694","-1,948,699.024","-3,870.059","36,850.761","76,255.844","-314,702.741","-956,428.322","-13,319.671","40,223.741","-4,490,382.452","-314,660.19","-260,986.085","-507,794.604","-399,700","-1,151,946.741","-398,959.974","-442,000","0","0","-347,898.349","268,282.525","0","0","0","41,182.251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","152,000","163,636.364","77,984.085","155,844.156","0","0","0","0","0","386,100.386","276,233.184","360,000","-2,415,760.87","78,125","79,310.345","79,166.667","78,048.78","36,585.366","36,842.105","73,333.333","71,428.571","80,000","0","38,888.889","37,500","40,000","40,000","40,000","0",,"0","0","0",,,"0","0"
