name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
DilutedNIAvailtoComStockholders,"9,083,000,000","2,088,000,000","2,419,000,000","2,166,000,000","2,411,000,000","1,971,000,000","2,302,000,000","1,942,000,000","1,821,000,000","1,612,000,000","1,891,000,000","2,314,000,000","1,350,000,000","1,907,000,000","2,242,000,000","2,193,000,000","1,553,000,000","692,000,000","1,966,000,000","1,776,000,000","1,587,000,000","1,707,000,000","1,933,000,000","1,783,000,000","1,525,000,000","1,245,000,000","1,935,000,000","1,881,000,000","1,788,000,000","1,605,000,000","2,146,000,000","1,842,000,000","1,866,000,000","1,977,000,000","2,328,000,000","2,113,000,000","2,114,000,000","2,047,000,000","2,227,000,000","2,317,000,000","2,161,000,000","1,837,000,000","2,377,000,000","2,409,000,000","1,919,000,000","1,719,000,000","1,822,000,000","1,982,000,000","1,703,000,000","1,522,000,000","1,798,000,000","1,546,000,000","1,476,000,000","1,251,000,000","2,080,000,000","1,692,000,000","1,867,000,000","1,373,000,000","1,725,000,000","1,483,000,000","1,445,000,000","1,536,000,000","1,537,000,000","1,537,000,000","1,537,000,000"
BasicEPS,,"1.34","1.55","1.39","1.55","1.27","1.48","1.25","1.17","1.04","1.22","1.49","0.87","1.23","1.44","1.41","1","0.44","1.27","1.14","1.02",,"1.25","1.15","0.98",,"1.25","1.21","1.16",,"1.38","1.17","1.18",,"1.44","1.3","1.28",,"1.32","1.36","1.25",,"1.35","1.35","1.06",,"0.99","1.07","0.9",,"0.93","0.79","0.74",,"1.01","0.81","0.89",,"0.82","0.7","0.69",,"0.729","0.729","0.729"
DilutedEPS,,"1.34","1.55","1.39","1.55","1.27","1.48","1.25","1.17","1.04","1.22","1.49","0.87","1.23","1.44","1.41","1","0.44","1.27","1.14","1.02",,"1.25","1.15","0.98",,"1.25","1.21","1.16",,"1.38","1.17","1.18",,"1.44","1.3","1.28",,"1.32","1.36","1.25",,"1.35","1.35","1.06",,"0.99","1.07","0.9",,"0.93","0.79","0.74",,"1.01","0.8","0.89",,"0.82","0.7","0.69",,"0.729","0.729","0.729"
BasicAverageShares,,"1,556,000,000","1,558,000,000","1,558,000,000","1,558,000,000","1,557,000,000","1,558,000,000","1,558,000,000","1,557,000,000","1,556,000,000","1,556,000,000","1,556,000,000","1,555,000,000","1,555,000,000","1,555,000,000","1,555,000,000","1,553,000,000","1,553,000,000","1,553,000,000","1,553,000,000","1,552,000,000",,"1,551,000,000","1,551,000,000","1,550,000,000",,"1,549,000,000","1,549,000,000","1,548,000,000",,"1,560,000,000","1,571,000,000","1,583,000,000",,"1,614,000,000","1,631,000,000","1,646,000,000",,"1,683,000,000","1,701,000,000","1,719,000,000",,"1,749,000,000","1,772,000,000","1,793,000,000",,"1,828,000,000","1,846,000,000","1,874,000,000",,"1,927,000,000","1,955,000,000","1,993,000,000",,"2,051,000,000","2,095,000,000","2,108,000,000",,"2,109,000,000","2,109,000,000","2,109,000,000",,"2,109,313,033","2,108,000,000","2,109,313,033"
DilutedAverageShares,,"1,557,000,000","1,560,000,000","1,560,000,000","1,560,000,000","1,558,000,000","1,558,000,000","1,558,000,000","1,558,000,000","1,557,000,000","1,556,000,000","1,556,000,000","1,556,000,000","1,555,000,000","1,555,000,000","1,555,000,000","1,554,000,000","1,554,000,000","1,554,000,000","1,554,000,000","1,553,000,000",,"1,551,000,000","1,551,000,000","1,550,000,000",,"1,549,000,000","1,549,000,000","1,548,000,000",,"1,560,000,000","1,571,000,000","1,583,000,000",,"1,614,000,000","1,631,000,000","1,646,000,000",,"1,683,000,000","1,701,000,000","1,719,000,000",,"1,749,000,000","1,772,000,000","1,794,000,000",,"1,830,000,000","1,849,000,000","1,878,000,000",,"1,934,000,000","1,961,000,000","2,000,000,000",,"2,064,000,000","2,108,000,000","2,108,000,000",,"2,109,000,000","2,109,000,000","2,109,000,000",,"2,109,313,033","2,108,000,000","2,109,313,033"
TotalOperatingIncomeAsReported,"12,975,000,000","2,947,000,000","3,455,000,000","3,129,000,000","3,444,000,000","2,905,000,000","3,243,000,000","2,731,000,000","2,789,000,000","2,506,000,000","2,788,000,000","3,187,000,000","2,050,000,000","2,702,000,000","3,156,000,000","3,093,000,000","2,426,000,000","3,318,000,000","3,068,000,000","2,721,000,000","2,396,000,000","2,612,000,000","2,977,000,000","2,753,000,000","2,473,000,000","1,901,000,000","2,959,000,000","2,892,000,000","2,871,000,000","2,532,000,000","3,345,000,000","2,874,000,000","2,951,000,000","3,203,000,000","3,593,000,000","3,332,000,000","3,387,000,000","3,216,000,000","3,623,000,000","3,604,000,000","3,403,000,000","2,936,000,000","3,677,000,000","3,712,000,000","3,007,000,000","2,743,000,000","2,836,000,000","2,906,000,000","2,715,000,000","2,441,000,000","2,850,000,000","2,429,000,000","2,320,000,000","1,935,000,000","2,890,000,000","2,608,000,000","2,815,000,000","2,030,000,000","2,495,000,000","2,217,000,000","2,131,000,000",,,,
TotalExpenses,"18,545,000,000","5,190,000,000","4,694,000,000","4,492,000,000","4,169,000,000","4,568,000,000","4,226,000,000","3,942,000,000","4,387,000,000","5,235,000,000","4,874,000,000","4,532,000,000","4,722,000,000","4,819,000,000","4,355,000,000","4,639,000,000","4,476,000,000","4,976,000,000","4,405,000,000","4,196,000,000","3,668,000,000","4,359,000,000","4,005,000,000","3,896,000,000","3,610,000,000","4,423,000,000","3,968,000,000","3,967,000,000","3,745,000,000","4,633,000,000","4,520,000,000","4,434,000,000","3,943,000,000","4,285,000,000","4,334,000,000","4,580,000,000","4,194,000,000","4,640,000,000","4,263,000,000","4,508,000,000","4,037,000,000","4,686,000,000","4,642,000,000","4,560,000,000","3,768,000,000","4,267,000,000","3,758,000,000","4,155,000,000","3,781,000,000","4,250,000,000","3,736,000,000","3,704,000,000","3,276,000,000","3,778,000,000","4,050,000,000","4,053,000,000","3,492,000,000","3,465,000,000","3,406,000,000","3,542,000,000","3,356,000,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"9,109,000,000","2,093,000,000","2,426,000,000","2,172,000,000","2,418,000,000","1,976,000,000","2,307,000,000","1,947,000,000","1,826,000,000","1,616,000,000","1,896,000,000","2,319,000,000","1,354,000,000","1,910,000,000","2,247,000,000","2,198,000,000","1,556,000,000","694,000,000","1,970,000,000","1,781,000,000","1,590,000,000","1,711,000,000","1,938,000,000","1,788,000,000","1,530,000,000","1,249,000,000","1,942,000,000","1,887,000,000","1,795,000,000","1,612,000,000","2,155,000,000","1,851,000,000","1,875,000,000","1,987,000,000","2,340,000,000","2,124,000,000","2,125,000,000","2,095,000,000","2,227,000,000","2,317,000,000","2,161,000,000","1,886,000,000","2,377,000,000","2,409,000,000","1,919,000,000","1,752,000,000","1,822,000,000","1,982,000,000","1,703,000,000","1,522,000,000","1,798,000,000","1,546,000,000","1,476,000,000","1,251,000,000","2,080,000,000","1,692,000,000","1,867,000,000","1,373,000,000","1,725,000,000","1,483,000,000","1,445,000,000","1,536,000,000","1,537,000,000","1,537,000,000","1,537,000,000"
NormalizedIncome,"9,109,000,000","2,093,000,000","2,426,000,000","2,172,000,000","2,418,000,000","1,976,000,000","2,307,000,000","1,947,000,000","1,826,000,000","1,616,000,000","1,896,000,000","2,319,000,000","1,354,000,000","1,910,000,000","2,247,000,000","2,198,000,000","1,556,000,000","694,000,000","1,970,000,000","1,781,000,000","1,590,000,000","1,711,000,000","1,938,000,000","1,788,000,000","1,530,000,000","1,300,264,038.232","1,942,000,000","1,887,000,000","1,795,000,000","1,634,818,862.935","2,148,682,000","2,199,657,000","1,891,353,000","2,196,914,605.219","2,340,000,000","2,127,555,000","2,127,112,000","2,119,181,605.351","2,250,158,264.947","2,322,671,870.398","2,166,597,492.163","1,920,686,795.198","2,407,365,279.77","2,409,709,189.498","1,930,378,668.576","1,771,339,137.317","1,836,431,731.503","1,982,000,000","1,703,000,000","1,540,584,837.545","1,798,705,211.107","1,546,714,221.825","1,476,701,665.125","1,251,000,000","2,089,926,267.281","1,725,111,896.349","1,883,192,335.766","1,375,155,180.962","1,735,758,661.888","1,536,069,557.362","1,488,934,936.351","1,536,000,000","1,537,000,000","1,537,000,000","1,537,000,000"
InterestIncome,"109,000,000"
InterestExpense,"737,000,000","255,000,000","154,000,000","161,000,000","167,000,000","274,000,000","163,000,000","162,000,000","129,000,000","362,000,000","132,000,000","150,000,000","152,000,000","315,000,000","145,000,000","168,000,000","227,000,000","441,000,000","223,000,000","213,000,000","219,000,000","379,000,000","220,000,000","223,000,000","247,000,000","351,000,000","247,000,000","259,000,000","275,000,000","381,000,000","267,000,000","254,000,000","268,000,000","383,000,000","239,000,000","246,000,000","236,000,000","374,000,000","211,000,000","209,000,000","213,000,000","321,000,000","192,000,000","208,000,000","213,000,000",,,"223,000,000",,,,,,,,,,,,,,,,,
NetInterestIncome,"-628,000,000","-146,000,000","-154,000,000","-161,000,000","-167,000,000","-164,000,000","-163,000,000","-162,000,000","-129,000,000","-136,000,000","-132,000,000","-150,000,000","-152,000,000","-125,000,000","-145,000,000","-168,000,000","-227,000,000","-259,000,000","-223,000,000","-213,000,000","-219,000,000","-201,000,000","-220,000,000","-223,000,000","-247,000,000","-227,000,000","-247,000,000","-259,000,000","-275,000,000","-263,000,000","-267,000,000","-254,000,000","-268,000,000","-252,000,000","-239,000,000","-246,000,000","-236,000,000","-226,000,000","-211,000,000","-209,000,000","-213,000,000","-187,000,000","-192,000,000","-208,000,000","-213,000,000","-216,000,000","-214,000,000","-223,000,000","-223,000,000","-225,000,000","-221,000,000","-193,000,000","-158,000,000","-106,000,000","-69,000,000","-61,000,000","-75,000,000","-13,000,000","16,000,000","-3,000,000","-10,000,000",,,,
EBIT,"12,969,000,000","3,023,000,000","3,428,000,000","3,102,000,000","3,416,000,000","2,986,000,000","3,220,000,000","2,709,000,000","2,766,000,000","2,704,000,000","2,768,000,000","3,167,000,000","2,029,000,000","2,870,000,000","3,149,000,000","3,087,000,000","2,420,000,000","3,500,000,000","3,068,000,000","2,721,000,000","2,396,000,000","2,790,000,000","2,977,000,000","2,753,000,000","2,473,000,000","2,025,000,000","2,959,000,000","2,892,000,000","2,871,000,000","2,650,000,000","3,345,000,000","2,874,000,000","2,951,000,000","3,334,000,000","3,593,000,000","3,332,000,000","3,387,000,000","3,364,000,000","3,623,000,000","3,604,000,000","3,403,000,000","3,070,000,000","3,677,000,000","3,712,000,000","3,007,000,000","2,821,000,000","2,856,000,000","2,906,000,000","2,715,000,000","2,438,000,000","2,851,000,000","2,430,000,000","2,321,000,000","2,068,000,000","2,903,000,000","2,656,000,000","2,838,000,000","2,033,000,000","2,510,000,000","2,293,000,000","2,193,000,000","-27,827,000,000","12,065,000,000","12,065,000,000","12,065,000,000"
EBITDA,"13,967,000,000"
ReconciledCostOfRevenue,"9,128,000,000","2,569,000,000","2,379,000,000","2,133,000,000","2,047,000,000","2,318,000,000","2,195,000,000","1,969,000,000","2,179,000,000","2,539,000,000","2,383,000,000","2,449,000,000","2,244,000,000","2,545,000,000","2,392,000,000","2,519,000,000","2,395,000,000","2,781,000,000","2,531,000,000","2,331,000,000","2,002,000,000","2,322,000,000","2,263,000,000","2,198,000,000","1,939,000,000","2,202,000,000","2,218,000,000","2,214,000,000","2,059,000,000","2,429,000,000","2,524,000,000","2,502,000,000","2,185,000,000","2,401,000,000","2,423,000,000","2,506,000,000","2,291,000,000","2,472,000,000","2,392,000,000","2,469,000,000","2,239,000,000","2,467,000,000","2,617,000,000","2,619,000,000","2,080,000,000","2,269,000,000","2,082,000,000","2,349,000,000","2,169,000,000","2,320,000,000","2,126,000,000","2,004,000,000","1,793,000,000","1,884,000,000","2,273,000,000","2,266,000,000","2,107,000,000","1,918,000,000","2,043,000,000","2,075,000,000","1,964,000,000",,,,
ReconciledDepreciation,"998,000,000","279,000,000","235,000,000","239,000,000","245,000,000","272,000,000","239,000,000","229,000,000","241,000,000","255,000,000","237,000,000","232,000,000","240,000,000","255,000,000","246,000,000","246,000,000","242,000,000","243,000,000","225,000,000","210,000,000","197,000,000","195,000,000","188,000,000","185,000,000","175,000,000","193,000,000","184,000,000","185,000,000","192,000,000","229,000,000","233,000,000","216,000,000","211,000,000","223,000,000","218,000,000","219,000,000","222,000,000","233,000,000","216,000,000","222,000,000","227,000,000","250,000,000","255,000,000","249,000,000","239,000,000","255,000,000","230,000,000","224,000,000","223,000,000","246,000,000","212,000,000","202,000,000","193,000,000","217,000,000","221,000,000","203,000,000","201,000,000","218,000,000","192,000,000","175,000,000","163,000,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"9,109,000,000","2,093,000,000","2,426,000,000","2,172,000,000","2,418,000,000","1,976,000,000","2,307,000,000","1,947,000,000","1,826,000,000","1,616,000,000","1,896,000,000","2,319,000,000","1,354,000,000","1,910,000,000","2,247,000,000","2,198,000,000","1,556,000,000","694,000,000","1,970,000,000","1,781,000,000","1,590,000,000","1,711,000,000","1,938,000,000","1,788,000,000","1,530,000,000","1,249,000,000","1,942,000,000","1,887,000,000","1,795,000,000","1,612,000,000","2,155,000,000","1,851,000,000","1,875,000,000","1,987,000,000","2,340,000,000","2,124,000,000","2,125,000,000","2,095,000,000","2,227,000,000","2,317,000,000","2,161,000,000","1,886,000,000","2,377,000,000","2,409,000,000","1,919,000,000","1,752,000,000","1,822,000,000","1,982,000,000","1,703,000,000","1,522,000,000","1,798,000,000","1,546,000,000","1,476,000,000","1,251,000,000","2,080,000,000","1,692,000,000","1,867,000,000","1,373,000,000","1,725,000,000","1,483,000,000","1,445,000,000","1,536,000,000","1,537,000,000","1,537,000,000","1,537,000,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,"0","0","0",,"0","0","0","0",,"0","0","0","-68,000,000","0","0","0","-32,000,000","9,000,000","-489,000,000","-23,000,000","-301,000,000","0","-5,000,000","-3,000,000","-33,000,000","-34,000,000","-8,000,000","-8,000,000","-49,000,000","-43,000,000","-1,000,000","-16,000,000","-27,000,000","-20,000,000","0","0","-26,000,000","-1,000,000","-1,000,000","-1,000,000","0","-13,000,000","-48,000,000","-23,000,000","-3,000,000","-15,000,000","-76,000,000","-62,000,000",,,,
TotalUnusualItems,,,,,,,,,,,,,,"0","0","0",,"0","0","0","0",,"0","0","0","-68,000,000","0","0","0","-32,000,000","9,000,000","-489,000,000","-23,000,000","-301,000,000","0","-5,000,000","-3,000,000","-33,000,000","-34,000,000","-8,000,000","-8,000,000","-49,000,000","-43,000,000","-1,000,000","-16,000,000","-27,000,000","-20,000,000","0","0","-26,000,000","-1,000,000","-1,000,000","-1,000,000","0","-13,000,000","-48,000,000","-23,000,000","-3,000,000","-15,000,000","-76,000,000","-62,000,000",,,,
NormalizedEBITDA,"13,967,000,000","3,302,000,000","3,663,000,000","3,341,000,000","3,661,000,000","3,258,000,000","3,459,000,000","2,938,000,000","3,007,000,000","2,959,000,000","3,005,000,000","3,399,000,000","2,269,000,000","3,125,000,000","3,395,000,000","3,333,000,000","2,662,000,000","3,743,000,000","3,293,000,000","2,931,000,000","2,593,000,000","2,985,000,000","3,165,000,000","2,938,000,000","2,648,000,000","2,286,000,000","3,143,000,000","3,077,000,000","3,063,000,000","2,911,000,000","3,569,000,000","3,579,000,000","3,185,000,000","3,858,000,000","3,811,000,000","3,556,000,000","3,612,000,000","3,630,000,000","3,873,000,000","3,834,000,000","3,638,000,000","3,369,000,000","3,975,000,000","3,962,000,000","3,262,000,000","3,103,000,000","3,106,000,000","3,130,000,000","2,938,000,000","2,710,000,000","3,064,000,000","2,633,000,000","2,515,000,000","2,285,000,000","3,137,000,000","2,907,000,000","3,062,000,000","2,254,000,000","2,717,000,000","2,544,000,000","2,418,000,000","-27,827,000,000","12,065,000,000","12,065,000,000","12,065,000,000"
TaxRateForCalcs,"0.218","0.214","0.224","0.22","0.215","0.226","0.209","0.207","0.226","0.266","0.241","0.203","0.226","0.216","0.23","0.221","0.255","0.4","0.285","0.275","0.249","0.273","0.277","0.283","0.283","0.246","0.276","0.282","0.302","0.287","0.298","0.287","0.289","0.303","0.284","0.289","0.296","0.267","0.319","0.291","0.3","0.292","0.294","0.291","0.289","0.284","0.278","0.239","0.296","0.285","0.295","0.286","0.298","0.284","0.236","0.31","0.296","0.282","0.283","0.302","0.291","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-16,735,961.768","0","0","0","-9,181,137.065","2,682,000","-140,343,000","-6,647,000","-91,085,394.781","0","-1,445,000","-888,000","-8,818,394.649","-10,841,735.053","-2,328,129.602","-2,402,507.837","-14,313,204.802","-12,634,720.23","-290,810.502","-4,621,331.424","-7,660,862.683","-5,568,268.497","0","0","-7,415,162.455","-294,788.893","-285,778.175","-298,334.875","0","-3,073,732.719","-14,888,103.651","-6,807,664.234","-844,819.038","-4,241,338.112","-22,930,442.638","-18,065,063.649","0","0","0","0"
