name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
RentExpenseSupplemental,"84,000,000","23,000,000","20,000,000","20,000,000","21,000,000","22,000,000","19,000,000","19,000,000","21,000,000","16,000,000","17,000,000","18,000,000","17,000,000","18,000,000","17,000,000","16,000,000","17,000,000","17,000,000","17,000,000","17,000,000","18,000,000","18,000,000","17,000,000","17,000,000","18,000,000","12,000,000","14,000,000","15,000,000","16,000,000","17,000,000","19,000,000","22,000,000","31,000,000","20,279,000","5,154,000","9,305,000","8,262,000","4,785,000","5,167,000","4,915,000","4,462,000",,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"5,617,000,000","1,388,000,000","1,385,000,000","1,325,000,000","1,519,000,000","1,438,000,000","1,227,000,000","1,220,000,000","1,221,000,000","1,044,000,000","957,000,000","953,000,000","918,000,000","1,000,000,000","855,000,000","886,000,000","918,000,000","838,000,000","832,000,000","876,000,000","873,000,000","907,000,000","928,000,000","933,000,000","943,000,000","830,000,000","703,000,000","636,000,000","675,000,000","717,000,000","636,000,000","647,000,000","728,000,000","437,926,000","129,652,000","138,503,000","133,919,000","121,640,000","126,851,000","131,551,000","136,549,000","131,543,000","131,283,000","134,340,000","130,682,000","126,442,000","128,569,000","116,362,000","117,805,000","132,684,000","116,275,000","115,456,000","117,754,000","109,933,000","82,302,000","64,375,000","62,934,000","62,736,000","50,727,000","49,181,000","46,965,000","31,079,000","29,280,000","26,175,000","22,629,000","20,354,000","26,435,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"4,058,000,000","1,527,000,000","633,000,000","1,252,000,000","646,000,000","526,000,000","390,000,000","523,000,000","650,000,000","448,000,000","529,000,000","472,000,000","484,000,000","611,000,000","458,000,000","455,000,000","464,000,000","1,225,000,000","369,000,000","418,000,000","502,000,000","352,000,000","344,000,000","357,000,000","369,000,000","370,000,000","306,000,000","283,000,000","315,000,000","288,000,000","206,000,000","226,000,000","262,000,000","-176,080,000","141,315,000","153,323,000","135,442,000","129,472,000","131,082,000","143,157,000","147,865,000","126,773,000","132,631,000","121,365,000","128,904,000","99,132,000","96,315,000","101,688,000","101,163,000","84,254,000","87,454,000","72,058,000","72,222,000","48,855,000","74,963,000","84,864,000","92,290,000","64,652,000","66,681,000","53,693,000","55,586,000","48,992,000","43,646,000","30,967,000","19,664,000","14,860,000","8,517,000"
NormalizedIncome,"4,130,420,000","1,570,499,288.762","643,780,000","1,258,500,000","660,040,000","537,750,741.84","441,680,000","524,560,000","659,480,000","448,771,720.613","529,000,000","472,760,000","484,000,000","611,838,753.388","463,040,000","466,400,000","473,240,000","1,230,400,000","371,680,000","424,750,000","511,800,000","364,869,811.321","355,060,000","371,000,000","387,900,000","421,514,066.496","311,840,000","288,110,000","328,870,000","307,266,990.291","244,400,000","244,270,000","303,920,000","-89,881,550","145,869,750","159,465,220","148,330,000","136,240,808.385","132,741,461.467","146,143,654.538","150,276,645.598","126,804,926.1","136,607,235.738","121,558,622.151","129,087,180.884","100,051,565.161","99,234,877.201","102,673,684.692","101,622,683.721","77,064,408.575","86,509,974.077","78,526,719.475","72,274,307.914","56,444,272.327","74,784,912.015","84,883,340.165","92,060,601.816","63,319,114.737","66,574,873.542","61,407,080.671","49,770,802.513","48,926,580.415","43,754,293.189","31,185,127.162","19,668,785.925","14,833,438.746","12,652,864.833"
InterestIncome,"1,000,000","1,000,000","0","0","0","1,000,000","1,000,000","2,000,000","6,000,000","8,000,000","8,000,000","10,000,000","9,000,000","7,000,000",,,,,,,,,,,,,,,,,,,,"878,000","700,000","695,000","727,000","612,000","332,000","442,000","240,000","270,000","908,000","846,000","988,000","769,000","478,000","340,000","726,000","709,000","298,000","344,000","610,000",,,,,,,,,,,,,,
InterestExpense,"423,000,000","102,000,000","108,000,000","106,000,000","107,000,000","112,000,000","89,000,000","84,000,000","72,000,000","71,000,000","72,000,000","71,000,000","71,000,000","71,000,000","66,000,000","55,000,000","52,000,000","50,000,000","47,000,000","45,000,000","45,000,000","44,000,000","44,000,000","44,000,000","46,000,000","30,000,000","21,000,000","23,000,000","23,000,000","23,000,000","22,000,000","23,000,000","27,000,000","26,249,000","9,902,000","9,929,000","9,920,000","9,790,000","9,445,000","9,599,000","10,068,000","11,276,000","8,244,000","8,371,000","8,206,000","7,642,000","7,511,000","7,502,000","7,110,000","6,388,000","4,374,000","6,906,000","5,254,000",,,,,,,,,,,,,,
NetInterestIncome,"-422,000,000","-101,000,000","-108,000,000","-106,000,000","-107,000,000","-111,000,000","-88,000,000","-82,000,000","-66,000,000","-63,000,000","-64,000,000","-61,000,000","-62,000,000","-49,000,000","-66,000,000","-55,000,000","-52,000,000","-50,000,000","-47,000,000","-45,000,000","-45,000,000","-44,000,000","-44,000,000","-44,000,000","-46,000,000","-30,000,000","-21,000,000","-23,000,000","-23,000,000","-23,000,000","-22,000,000","-23,000,000","-27,000,000","-25,371,000","-9,202,000","-9,234,000","-9,193,000","-9,178,000","-9,113,000","-9,157,000","-9,828,000","-11,006,000","-7,336,000","-7,525,000","-7,218,000","-6,873,000","-7,033,000","-7,162,000","-6,384,000","-5,679,000","-4,076,000","-6,562,000","-4,644,000",,,,,,,,,,,,,,
EBIT,"6,121,000,000","2,211,000,000","932,000,000","2,038,000,000","940,000,000","786,000,000","672,000,000","757,000,000","908,000,000","658,000,000","712,000,000","699,000,000","697,000,000","809,000,000","620,000,000","666,000,000","669,000,000","719,000,000","607,000,000","610,000,000","768,000,000","574,000,000","487,000,000","560,000,000","586,000,000","421,000,000","444,000,000","421,000,000","464,000,000","435,000,000","335,000,000","343,000,000","407,000,000","-74,296,000","202,457,000","227,103,000","200,736,000","193,184,000","194,104,000","216,163,000","225,143,000","194,888,000","204,699,000","191,439,000","204,310,000","157,992,000","154,752,000","163,318,000","163,845,000","135,789,000","141,780,000","124,728,000","114,330,000","97,327,000","119,142,000","132,785,000","144,280,000","96,560,000","101,008,000","87,473,000","79,643,000","64,185,000","65,382,000","47,416,000","27,653,000","20,908,000","11,766,000"
EBITDA,"7,130,000,000"
ReconciledCostOfRevenue,"4,150,000,000","1,028,000,000","1,017,000,000","957,000,000","1,148,000,000","1,062,000,000","948,000,000","970,000,000","965,000,000","766,000,000","714,000,000","708,000,000","668,000,000","743,000,000","621,000,000","659,000,000","700,000,000","625,000,000","619,000,000","647,000,000","648,000,000","680,000,000","667,000,000","703,000,000","728,000,000","649,000,000","534,000,000","467,000,000","508,000,000","540,000,000","451,000,000","463,000,000","513,000,000","292,480,000","72,477,000","79,049,000","76,994,000","67,785,000","72,893,000","76,460,000","79,778,000","273,506,000","8,743,000","14,299,000","11,242,000","8,691,000","8,262,000","58,870,000","9,094,000","9,649,000","9,866,000","9,342,000","12,839,000","62,955,000","49,756,000","37,668,000","37,474,000","41,199,000","29,492,000","28,277,000","28,188,000","19,513,000","18,912,000","15,131,000",,,"330,000"
ReconciledDepreciation,"1,009,000,000","250,000,000","253,000,000","251,000,000","255,000,000","257,000,000","180,000,000","157,000,000","157,000,000","189,000,000","158,000,000","157,000,000","158,000,000","157,000,000","148,000,000","143,000,000","138,000,000","131,000,000","128,000,000","142,000,000","134,000,000","140,000,000","181,000,000","146,000,000","143,000,000","98,000,000","94,000,000","93,000,000","89,000,000","89,000,000","83,000,000","73,000,000","88,000,000","61,375,000","34,391,000","33,068,000","32,166,000","33,547,000","32,864,000","32,108,000","31,983,000","33,189,000","33,095,000","32,837,000","33,131,000","33,342,000","31,739,000","27,914,000","28,214,000","28,607,000","27,868,000","27,579,000","27,303,000","26,821,000","14,920,000","11,027,000","11,123,000","9,785,000","9,065,000","7,902,000","6,647,000","3,939,000","3,351,000","3,345,000","3,226,000","4,116,000","3,809,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"4,058,000,000","1,527,000,000","633,000,000","1,252,000,000","646,000,000","526,000,000","390,000,000","523,000,000","650,000,000","448,000,000","529,000,000","472,000,000","484,000,000","611,000,000","458,000,000","455,000,000","464,000,000","1,225,000,000","369,000,000","418,000,000","502,000,000","352,000,000","344,000,000","357,000,000","369,000,000","370,000,000","306,000,000","283,000,000","315,000,000","288,000,000","216,000,000","218,000,000","260,000,000","-176,080,000","141,315,000","153,323,000","135,442,000","129,472,000","131,082,000","143,157,000","147,865,000","126,773,000","132,631,000","121,365,000","128,904,000","99,132,000","96,315,000","101,688,000","101,163,000","84,254,000","87,454,000","72,058,000","72,222,000","48,855,000","74,963,000","84,864,000","92,290,000","64,652,000","66,681,000","53,693,000","55,586,000","48,992,000","43,646,000","30,967,000","19,664,000","14,860,000","8,517,000"
TotalUnusualItemsExcludingGoodwill,"-102,000,000","-60,000,000","-14,000,000","-10,000,000","-18,000,000","-15,000,000","-76,000,000","-2,000,000","-12,000,000","-1,000,000","0","-1,000,000","0","-1,000,000","-6,000,000","-15,000,000","-12,000,000","-9,000,000","-4,000,000","-9,000,000","-14,000,000","-19,000,000","-14,000,000","-20,000,000","-27,000,000","-54,000,000","-8,000,000","-7,000,000","-19,000,000","-27,000,000","-40,000,000","-37,000,000","-61,000,000","-132,613,000","-6,073,000","-8,414,000","-17,900,000","-9,365,000","-2,285,000","-4,246,000","-3,463,000","-45,000","-5,704,000","-285,000","-276,000","-1,358,000","-4,303,000","-1,498,000","-696,000","11,210,000","1,493,000","-10,577,000","-79,000","-12,607,000","281,000","-30,000","354,000","1,981,000","158,000","-10,805,000","9,192,000","90,000","-169,000","-340,000","-7,000","39,000","-6,180,000"
TotalUnusualItems,"-102,000,000","-60,000,000","-14,000,000","-10,000,000","-18,000,000","-15,000,000","-76,000,000","-2,000,000","-12,000,000","-1,000,000","0","-1,000,000","0","-1,000,000","-6,000,000","-15,000,000","-12,000,000","-9,000,000","-4,000,000","-9,000,000","-14,000,000","-19,000,000","-14,000,000","-20,000,000","-27,000,000","-54,000,000","-8,000,000","-7,000,000","-19,000,000","-27,000,000","-40,000,000","-37,000,000","-61,000,000","-132,613,000","-6,073,000","-8,414,000","-17,900,000","-9,365,000","-2,285,000","-4,246,000","-3,463,000","-45,000","-5,704,000","-285,000","-276,000","-1,358,000","-4,303,000","-1,498,000","-696,000","11,210,000","1,493,000","-10,577,000","-79,000","-12,607,000","281,000","-30,000","354,000","1,981,000","158,000","-10,805,000","9,192,000","90,000","-169,000","-340,000","-7,000","39,000","-6,180,000"
NormalizedEBITDA,"7,232,000,000","2,521,000,000","1,199,000,000","2,299,000,000","1,213,000,000","1,058,000,000","928,000,000","916,000,000","1,077,000,000","848,000,000","870,000,000","857,000,000","855,000,000","967,000,000","774,000,000","824,000,000","819,000,000","859,000,000","739,000,000","761,000,000","916,000,000","733,000,000","682,000,000","726,000,000","756,000,000","573,000,000","546,000,000","521,000,000","572,000,000","551,000,000","458,000,000","461,000,000","556,000,000","119,692,000","242,921,000","268,585,000","250,802,000","236,096,000","229,253,000","252,517,000","260,589,000","228,122,000","243,498,000","224,561,000","237,717,000","192,692,000","190,794,000","192,730,000","192,755,000","153,186,000","168,155,000","162,884,000","141,712,000","136,755,000","133,781,000","143,842,000","155,049,000","104,364,000","109,915,000","106,180,000","77,098,000","68,034,000","68,902,000","51,101,000","30,886,000","24,985,000","21,755,000"
TaxRateForCalcs,"0.29","0.275","0.23","0.35","0.22","0.217","0.32","0.22","0.21","0.228","0.16","0.24","0.21","0.161","0.16","0.24","0.23","0.4","0.33","0.25","0.3","0.323","0.21","0.3","0.3","0.046","0.27","0.27","0.27","0.286","0.29","0.29","0.28","0.35","0.25","0.27","0.28","0.277","0.274","0.297","0.304","0.291","0.303","0.321","0.336","0.323","0.321","0.342","0.34","0.359","0.368","0.388","0.338","0.398","0.366","0.355","0.352","0.327","0.328","0.286","0.367","0.273","0.359","0.358","0.316","0.319","0.331"
TaxEffectOfUnusualItems,"-29,580,000","-16,500,711.238","-3,220,000","-3,500,000","-3,960,000","-3,249,258.16","-24,320,000","-440,000","-2,520,000","-228,279.387","0","-240,000","0","-161,246.612","-960,000","-3,600,000","-2,760,000","-3,600,000","-1,320,000","-2,250,000","-4,200,000","-6,130,188.679","-2,940,000","-6,000,000","-8,100,000","-2,485,933.504","-2,160,000","-1,890,000","-5,130,000","-7,733,009.709","-11,600,000","-10,730,000","-17,080,000","-46,414,550","-1,518,250","-2,271,780","-5,012,000","-2,596,191.615","-625,538.533","-1,259,345.462","-1,051,354.402","-13,073.9","-1,727,764.262","-91,377.849","-92,819.116","-438,434.839","-1,383,122.799","-512,315.308","-236,316.279","4,020,408.575","548,974.077","-4,108,280.525","-26,692.086","-5,017,727.673","102,912.015","-10,659.835","124,601.816","648,114.737","51,873.542","-3,090,919.329","3,376,802.513","24,580.415","-60,706.811","-121,872.838","-2,214.075","12,438.746","-2,044,135.167"
