name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006
	DepreciationAmortizationDepletionIncomeStatement,"805,000,000","198,000,000","202,000,000","204,000,000","201,000,000","197,000,000","196,000,000","197,000,000","192,000,000","182,000,000","172,000,000","165,000,000","160,000,000","159,000,000","163,000,000","152,000,000","153,000,000","145,000,000","147,000,000","132,000,000","131,000,000","146,000,000","141,000,000","120,000,000","121,000,000","120,000,000","119,000,000","130,000,000","125,000,000","120,000,000","112,000,000","109,000,000","107,000,000","107,000,000","106,000,000","101,000,000","98,000,000","92,000,000","89,000,000","84,000,000","80,000,000","80,000,000","77,000,000","74,000,000","70,000,000","67,000,000","78,000,000","63,000,000","62,000,000","62,000,000","61,000,000","57,000,000","56,000,000","52,000,000","59,000,000","57,000,000","59,000,000",,,"28,000,000","28,000,000",,,
		DepreciationAndAmortizationInIncomeStatement,"805,000,000","198,000,000","202,000,000","204,000,000","201,000,000","197,000,000","196,000,000","197,000,000","192,000,000","182,000,000","172,000,000","165,000,000","160,000,000","159,000,000","163,000,000","152,000,000","153,000,000","145,000,000","147,000,000","132,000,000","131,000,000","146,000,000","141,000,000","120,000,000","121,000,000","120,000,000","119,000,000","130,000,000","125,000,000","120,000,000","112,000,000","109,000,000","107,000,000","107,000,000","106,000,000","101,000,000","98,000,000","92,000,000","89,000,000","84,000,000",,"80,000,000","77,000,000","74,000,000","70,000,000",,"78,000,000","63,000,000","62,000,000","62,000,000","61,000,000","57,000,000","56,000,000","52,000,000","59,000,000","57,000,000","59,000,000",,,"28,000,000","28,000,000",,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","6,000,000","0",,"0",,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,098,000,000",,,,,,,,,,,,,,,,"50,000,000","292,000,000",,"3,007,127,000","529,000,000","363,000,000","368,000,000","402,894,000","371,448,000"
OperatingIncome,"16,886,000,000","4,924,000,000","4,316,000,000","4,062,000,000","3,584,000,000","3,845,000,000","3,144,000,000","3,000,000,000","3,932,000,000","4,016,000,000","4,105,000,000","3,909,000,000","3,663,000,000","3,724,000,000","3,413,000,000","3,485,000,000","3,336,000,000","3,327,000,000","3,214,000,000","3,024,000,000","2,810,000,000","3,115,000,000","2,626,000,000","2,305,000,000","2,435,000,000","2,396,000,000","2,294,000,000","2,262,000,000","2,284,000,000","2,238,000,000","2,005,000,000","2,020,000,000","2,048,000,000","2,077,000,000","1,751,000,000","1,827,000,000","1,861,000,000","1,803,000,000","1,524,000,000","1,491,000,000","1,606,000,000","1,618,000,000","1,369,000,000","1,345,000,000","1,383,000,000","1,366,000,000","1,068,000,000","1,137,000,000","1,124,000,000","1,174,000,000","870,000,000","823,000,000","881,000,000","966,000,000","1,027,000,000","648,000,000","349,000,000","686,000,000","289,370,000","334,000,000","271,000,000","309,000,000","177,587,000","203,326,000"
NetNonOperatingInterestIncomeExpense,"-511,000,000","-134,000,000","-125,000,000","-131,000,000","-121,000,000","-136,000,000","-145,000,000","-142,000,000","-118,000,000","-111,000,000","-120,000,000","-128,000,000","-140,000,000","-145,000,000","-150,000,000","-155,000,000","-153,000,000","-154,000,000","-148,000,000","-140,000,000","-135,000,000","-140,000,000","-135,000,000","-131,000,000","-132,000,000","-29,000,000",,,,,,,,,,,,,"57,000,000","-11,000,000","-7,000,000","-10,000,000","-13,000,000","-11,000,000","-12,000,000","4,000,000","-15,000,000","-13,000,000","-28,000,000","-16,000,000","-25,000,000","-30,000,000","-30,000,000","-30,000,000",,,,,,"-20,000,000",,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"511,000,000","134,000,000","125,000,000","131,000,000","121,000,000","136,000,000","145,000,000","142,000,000","118,000,000",,"120,000,000","128,000,000",,"145,000,000","150,000,000","155,000,000","153,000,000","154,000,000","148,000,000","140,000,000","135,000,000","140,000,000","135,000,000","131,000,000","132,000,000","29,000,000",,,,,,,,,,,,,,"11,000,000","7,000,000","10,000,000","13,000,000","11,000,000","12,000,000",,"15,000,000","13,000,000","28,000,000","16,000,000","25,000,000","30,000,000","30,000,000","30,000,000",,,,,,"20,000,000",,,,
	TotalOtherFinanceCost,,,,,,,,,,"111,000,000",,,"140,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-57,000,000","11,000,000",,,,,,"-4,000,000",,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"837,000,000","107,000,000","107,000,000","458,000,000","165,000,000","39,000,000","56,000,000","74,000,000","15,000,000","69,000,000","-274,000,000","85,000,000","154,000,000","51,000,000","275,000,000","-518,000,000","34,000,000","66,000,000","33,000,000","30,000,000","27,000,000","4,000,000","19,000,000","-1,752,000,000","138,000,000","272,000,000","-11,000,000","-94,000,000","-2,000,000","24,000,000","-455,000,000","10,000,000","13,000,000","6,000,000","15,000,000","6,000,000","-4,000,000","-2,000,000","7,000,000","-4,087,000,000","10,000,000","9,000,000","-2,000,000","209,000,000","6,000,000","12,000,000","142,000,000","-2,000,000","17,000,000","50,000,000","18,000,000","504,000,000","36,000,000","17,000,000","-1,089,000,000","46,000,000","-230,000,000","1,000,000","-2,560,122,000","39,000,000","17,000,000","14,000,000","-4,051,000","1,003,000"
	GainOnSaleOfSecurity,"987,000,000","255,000,000","108,000,000","456,000,000","168,000,000","40,000,000","58,000,000","75,000,000","23,000,000","69,000,000","96,000,000","86,000,000","176,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","12,000,000","9,000,000","10,000,000","1,000,000","88,000,000","9,000,000","10,000,000","20,000,000","1,000,000","23,000,000","5,000,000","18,000,000","504,000,000","34,000,000",,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000,000","-3,000,000","-2,000,000","0","0","0","1,000,000","-1,000,000","0",,,"1,000,000",,,,,,
	SpecialIncomeCharges,"-150,000,000","-148,000,000","-1,000,000","2,000,000","-3,000,000","-1,000,000","-2,000,000","-1,000,000","-8,000,000","0","-370,000,000","-1,000,000","-22,000,000","-7,000,000","-7,000,000","-600,000,000",,"0","-2,000,000","0","-2,000,000","-15,000,000","-1,000,000","-1,877,000,000","-1,000,000",,"-11,000,000","0","-3,000,000",,"-453,000,000","0","0","0","0","1,000,000","-1,000,000","-3,000,000","-7,000,000","-4,099,000,000","1,000,000","-1,000,000","-3,000,000","121,000,000","-3,000,000","2,000,000",,"1,000,000","-4,000,000","45,000,000","0","0","1,000,000","18,000,000","-1,300,000,000","46,000,000","-230,000,000",,"-2,702,857,000","39,000,000","17,000,000","14,000,000","-4,051,000","1,003,000"
		OtherSpecialCharges,"150,000,000","148,000,000","1,000,000","-2,000,000","3,000,000","1,000,000","2,000,000","1,000,000","8,000,000",,"370,000,000","1,000,000","22,000,000","7,000,000","7,000,000","600,000,000",,,"2,000,000",,"2,000,000","15,000,000","1,000,000","1,877,000,000","1,000,000",,"11,000,000",,"3,000,000",,"453,000,000",,,,"0","-1,000,000","1,000,000","3,000,000","1,000,000","4,099,000,000","-1,000,000","1,000,000","3,000,000","-121,000,000","3,000,000","-2,000,000",,,"4,000,000","-45,000,000",,,"-1,000,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,"58,000,000","282,000,000","82,000,000","34,000,000","66,000,000","35,000,000","30,000,000","29,000,000","19,000,000","20,000,000","125,000,000","139,000,000","272,000,000","0","-94,000,000","1,000,000","24,000,000","-2,000,000","10,000,000","13,000,000","6,000,000","15,000,000","5,000,000","-3,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"17,212,000,000","4,897,000,000","4,298,000,000","4,389,000,000","3,628,000,000","3,748,000,000","3,055,000,000","2,932,000,000","3,829,000,000","3,974,000,000","3,711,000,000","3,866,000,000","3,677,000,000","3,630,000,000","3,538,000,000","2,812,000,000","3,217,000,000","3,239,000,000","3,099,000,000","2,914,000,000","2,702,000,000","2,979,000,000","2,510,000,000","422,000,000","2,441,000,000","2,639,000,000","2,283,000,000","2,168,000,000","2,282,000,000","2,262,000,000","1,550,000,000","2,030,000,000","2,061,000,000","2,083,000,000","1,766,000,000","1,833,000,000","1,857,000,000","1,801,000,000","1,588,000,000","-2,607,000,000","1,609,000,000","1,617,000,000","1,354,000,000","1,543,000,000","1,377,000,000","1,382,000,000","1,195,000,000","1,122,000,000","1,113,000,000","1,208,000,000","863,000,000","1,297,000,000","887,000,000","953,000,000","-431,000,000","714,000,000","370,000,000","683,000,000","-2,351,410,000","353,000,000","288,000,000","323,000,000","173,536,000","204,329,000"
TaxProvision,"4,068,000,000","938,000,000","714,000,000","1,814,000,000","602,000,000","622,000,000","918,000,000","559,000,000","745,000,000","702,000,000","686,000,000","765,000,000","700,000,000","653,000,000","693,000,000","483,000,000","612,000,000","717,000,000","959,000,000","855,000,000","2,272,000,000","909,000,000","579,000,000","10,000,000","734,000,000","698,000,000","771,000,000","471,000,000","732,000,000","693,000,000","477,000,000","670,000,000","463,000,000","676,000,000","574,000,000","608,000,000","587,000,000","508,000,000","-74,000,000","-768,000,000","317,000,000","590,000,000","476,000,000","539,000,000","497,000,000","498,000,000","422,000,000","406,000,000","401,000,000","445,000,000","349,000,000","568,000,000","352,000,000","379,000,000","-75,000,000","292,000,000","56,000,000","259,000,000","-666,848,000","126,000,000","106,000,000","119,000,000","54,007,000","71,958,000"
NetIncomeCommonStockholders,"13,144,000,000","3,959,000,000","3,584,000,000","2,575,000,000","3,026,000,000","3,126,000,000","2,137,000,000","2,373,000,000","3,084,000,000","3,272,000,000","3,025,000,000","3,101,000,000","2,977,000,000","2,872,000,000","2,744,000,000","2,248,000,000","2,514,000,000","2,434,000,000","2,065,000,000","1,988,000,000","415,000,000","1,998,000,000","1,878,000,000","411,000,000","1,703,000,000","1,937,000,000","1,509,000,000","1,693,000,000","1,546,000,000","1,565,000,000","1,069,000,000","1,356,000,000","1,593,000,000","1,402,000,000","1,187,000,000","1,220,000,000","1,265,000,000","1,288,000,000","1,655,000,000","-1,839,000,000","1,292,000,000","1,029,000,000","880,000,000","1,005,000,000","881,000,000","884,000,000","774,000,000","716,000,000","713,000,000","763,000,000","510,000,000","729,000,000","536,000,000","574,000,000","-418,000,000","422,000,000","314,000,000","424,000,000","-1,684,575,000","223,000,000","180,000,000","205,000,000","114,399,000","127,344,000"
	NetIncome,"13,144,000,000","3,959,000,000","3,584,000,000","2,575,000,000","3,026,000,000","3,126,000,000","2,137,000,000","2,373,000,000","3,084,000,000","3,272,000,000","3,025,000,000","3,101,000,000","2,977,000,000","2,977,000,000","2,845,000,000","2,329,000,000","2,605,000,000","2,522,000,000","2,140,000,000","2,059,000,000","430,000,000","2,070,000,000","1,931,000,000","412,000,000","1,707,000,000","1,941,000,000","1,512,000,000","1,697,000,000","1,550,000,000","1,569,000,000","1,073,000,000","1,360,000,000","1,598,000,000","1,407,000,000","1,192,000,000","1,225,000,000","1,270,000,000","1,293,000,000","1,662,000,000","-1,839,000,000","1,292,000,000","1,029,000,000","880,000,000","1,005,000,000","881,000,000","884,000,000","774,000,000","716,000,000","713,000,000","763,000,000","514,000,000","729,000,000","536,000,000","574,000,000","-356,000,000","422,000,000","314,000,000","424,000,000","-1,684,575,000","223,000,000","180,000,000","205,000,000","114,399,000","127,344,000"
		NetIncomeIncludingNoncontrollingInterests,"13,144,000,000","3,959,000,000","3,584,000,000","2,575,000,000","3,026,000,000","3,126,000,000","2,137,000,000","2,373,000,000","3,084,000,000","3,272,000,000","3,025,000,000","3,101,000,000","2,977,000,000","2,977,000,000","2,845,000,000","2,329,000,000","2,605,000,000","2,522,000,000","2,140,000,000","2,059,000,000","430,000,000","2,070,000,000","1,931,000,000","412,000,000","1,707,000,000","1,941,000,000","1,512,000,000","1,697,000,000","1,550,000,000","1,569,000,000","1,073,000,000","1,360,000,000","1,598,000,000","1,407,000,000","1,192,000,000","1,225,000,000","1,270,000,000","1,293,000,000","1,662,000,000","-1,839,000,000","1,292,000,000","1,027,000,000","878,000,000","1,004,000,000","880,000,000","884,000,000","773,000,000","716,000,000","712,000,000","763,000,000","514,000,000","729,000,000","535,000,000","574,000,000","-356,000,000","422,000,000","314,000,000","424,000,000","-1,684,562,000","227,000,000","182,000,000","204,000,000","119,529,000","132,371,000"
			NetIncomeContinuousOperations,"13,144,000,000","3,959,000,000","3,584,000,000","2,575,000,000","3,026,000,000","3,126,000,000","2,137,000,000","2,373,000,000","3,084,000,000","3,272,000,000","3,025,000,000","3,101,000,000","2,977,000,000","2,977,000,000","2,845,000,000","2,329,000,000","2,605,000,000","2,522,000,000","2,140,000,000","2,059,000,000","430,000,000","2,070,000,000","1,931,000,000","412,000,000","1,707,000,000","1,941,000,000","1,512,000,000","1,697,000,000","1,550,000,000","1,569,000,000","1,073,000,000","1,360,000,000","1,598,000,000","1,407,000,000","1,192,000,000","1,225,000,000","1,270,000,000","1,293,000,000","1,662,000,000","-1,839,000,000","1,292,000,000","1,027,000,000","878,000,000","1,004,000,000","880,000,000","884,000,000","773,000,000","716,000,000","712,000,000","763,000,000","514,000,000","729,000,000","535,000,000","574,000,000","-356,000,000","422,000,000","314,000,000","424,000,000","-1,684,562,000","227,000,000","182,000,000","204,000,000","103,612,000","132,371,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","2,000,000","2,000,000","1,000,000","1,000,000",,"1,000,000","0","1,000,000","0","0","0","1,000,000","0",,,,,"-13,000","-4,000,000","-2,000,000","1,000,000","-5,130,000","-5,027,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,"105,000,000","101,000,000","81,000,000","91,000,000","88,000,000","75,000,000","71,000,000","15,000,000","72,000,000","53,000,000","1,000,000","4,000,000","4,000,000","3,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,"105,000,000","101,000,000","81,000,000","91,000,000","88,000,000","75,000,000","71,000,000","15,000,000","72,000,000","53,000,000","1,000,000","1,707,000,000","4,000,000","3,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"13,144,000,000","3,959,000,000","3,584,000,000","2,575,000,000","3,026,000,000","3,126,000,000","2,137,000,000","2,373,000,000","3,084,000,000","3,272,000,000","3,025,000,000","3,101,000,000","2,977,000,000","2,977,000,000","2,845,000,000","2,329,000,000","2,605,000,000","2,522,000,000","2,140,000,000","2,059,000,000","430,000,000","2,070,000,000","1,931,000,000","412,000,000","3,410,000,000","1,941,000,000","1,512,000,000","1,697,000,000","1,550,000,000","1,569,000,000","1,073,000,000","1,360,000,000","1,598,000,000","1,407,000,000","1,192,000,000","1,225,000,000","1,270,000,000","1,293,000,000","1,662,000,000","-1,839,000,000","1,292,000,000","1,029,000,000","880,000,000","1,005,000,000","881,000,000","884,000,000","774,000,000","716,000,000","713,000,000","763,000,000","511,000,000","729,000,000","536,000,000","574,000,000","-418,000,000","422,000,000","314,000,000","424,000,000","-1,684,575,000","223,000,000","180,000,000","205,000,000","114,399,000","127,344,000"
BasicEPS,,"1.84","1.65","1.18","1.38","1.42","0.97","1.07","1.39","1.46","1.34","1.37","1.31","1.3","1.24","1","1.12","1.07","0.91","0.87","0.18","0.86","0.79","0.17","0.71","0.8","0.62","0.69","0.63","0.635","0.433","0.543","0.633","0.553","0.465","0.473","0.483","0.485","0.515","0.568","0.48","0.375","0.27","0.305","0.31","0.308",,"0.625","0.243","0.258",,"0.243","0.178","0.17",,"0.115","0.095","0.138",,"0.072","0.058","0.066",,
DilutedEPS,,"1.83","1.65","1.18","1.38","1.42","0.97","1.07","1.38","1.46","1.34","1.37","1.31","1.3","1.23","1","1.11","1.07","0.9","0.86","0.18","0.86","0.79","0.17","0.71","0.8","0.62","0.69","0.63","0.633","0.43","0.543","0.63","0.55","0.463","0.47","0.48","0.483","0.438","0.48","0.478","0.373","0.223","0.25","0.308","0.308",,"0.623","0.24","0.255",,"0.243","0.178","0.123",,"0.085","0.051","0.138",,"0.072","0.058","0.066",,
BasicAverageShares,,"2,106,586,000","2,124,301,000","2,128,586,000","1,951,000,000","2,135,586,000","2,128,301,000","2,131,000,000","2,145,000,000","2,154,586,000","2,167,301,000","2,182,301,000","2,195,300,000","2,201,000,000","2,221,301,000","2,232,000,000","2,252,000,000","2,267,000,000","2,281,000,000","2,300,000,000","2,318,000,000","2,332,000,000","2,350,000,000","2,375,000,000","2,389,000,000","2,421,000,000","2,428,000,000","2,439,000,000","2,447,000,000","2,468,000,000","2,476,000,000","2,500,000,000","2,520,000,000","2,540,000,000","2,556,000,000","2,584,000,000","2,620,000,000","2,656,000,000","3,232,000,000","3,240,000,000","2,680,000,000","2,680,000,000","3,248,000,000","3,300,000,000","2,820,000,000","2,852,000,000",,"3,352,000,000","1,888,000,000","2,960,000,000",,"1,792,000,000","3,012,000,000","3,372,000,000",,"2,975,907,500","3,309,716,000","3,100,322,048",,"3,100,000,000","3,100,000,000","3,100,000,000",,
