name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,03/31/1995,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
DilutedNIAvailtoComStockholders,"4,543,000,000","2,058,000,000","538,000,000","1,036,000,000","911,000,000","810,000,000","615,000,000","481,000,000","516,000,000","966,000,000","319,000,000","440,000,000","1,583,000,000","561,000,000","488,000,000","400,000,000","511,000,000","-41,000,000","592,000,000","58,000,000","-252,000,000","-113,000,000","478,000,000","423,000,000","473,000,000","261,000,000","426,000,000","332,000,000","394,000,000","413,000,000","1,639,000,000","439,000,000","468,000,000","470,000,000","494,000,000","472,000,000","443,000,000","393,000,000","391,000,000","427,000,000","363,000,000","370,000,000","338,000,000","395,000,000","202,000,000","283,000,000","317,000,000","150,100,000","-26,200,000","58,800,000","207,600,000","15,400,000","-55,300,000","136,100,000","-12,462,200,000","408,400,000","244,300,000","286,200,000","343,300,000","404,000,000","213,500,000","335,000,000","316,900,000","781,700,000","226,900,000","-9,136,400,000","708,500,000","753,800,000","585,000,000","-18,438,900,000","-487,600,000","753,800,000","710,500,000","-385,400,000","699,600,000","659,600,000","443,100,000","652,400,000","640,300,000","546,500,000","-1,113,500,000","-42,500,000","-190,400,000","16,700,000","-7,300,000","30,400,000","33,400,000","-495,600,000","76,000,000","121,100,000","96,700,000","59,300,000","44,500,000","36,300,000","123,400,000","-295,700,000","-13,600,000",,,,"-33,700,000","-242,400,000","1,391,400,000","26,100,000","12,800,000",,"-46,600,000","-21,700,000","-34,700,000","216,600,000","-8,600,000","-40,000,000","-28,800,000","-45,700,000","-61,900,000","-30,900,000","-30,900,000","-30,800,000","-2,500,000","-2,500,000","-2,500,000","-2,400,000"
BasicEPS,,,"0.81","1.58","1.46",,"1","0.78","0.84",,"0.85","1.18","4.24","1.5","1.3","1.06","1.34","-0.1","1.47","0.14","-0.61","-0.27","1.08","0.94","1.03","0.56","0.89","0.68","0.79","0.8","3.08","0.77","0.8","0.78","0.82","0.78","0.71","0.62","0.61","0.66","0.56",,"0.51","0.59","0.3",,"0.47","0.22","-0.04",,"0.31","0.02","-0.08",,"-18.58","0.61","0.37",,"0.49","0.56","0.28",,"0.41","1.02","0.3",,"0.9","0.94","0.72",,"-0.56","0.88","0.82",,"0.8","0.76","0.5",,"0.74","0.62","-1.28",,"-0.22","0.02","0",,"0.04","-0.82","0.22",,"0.278","0.17","0.128",,"0.694","-1.663","-0.076",,"0","0","-0.1",,"7.522","0.141","0.03","0",,,,,,,,,,,,,,,,
DilutedEPS,,,"0.8","1.56","1.44",,"1","0.78","0.84",,"0.85","1.17","4.21","1.49","1.29","1.05","1.32","-0.1","1.46","0.14","-0.61","-0.27","1.07","0.93","1.02","0.55","0.88","0.67","0.78","0.79","3.03","0.76","0.78","0.76","0.8","0.76","0.69","0.6","0.6","0.65","0.54",,"0.5","0.58","0.29",,"0.46","0.22","-0.04",,"0.3","0.02","-0.08",,"-18.58","0.61","0.36",,"0.48","0.55","0.28",,"0.41","1.02","0.3",,"0.9","0.94","0.72",,"-0.56","0.86","0.82",,"0.8","0.74","0.5",,"0.72","0.62","-1.28",,"-0.22","0.02","0",,"0.04","-0.82","0.22",,"0.278","0.17","0.128",,"0.694","-1.663","-0.076",,"0","0","-0.1",,"7.522","0.141","0.03","0",,,,,,,,,,,,,,,,
BasicAverageShares,,,"646,000,000","646,000,000","622,000,000",,"616,000,000","615,000,000","614,000,000",,"374,000,000","374,000,000","373,000,000","374,000,000","375,000,000","378,000,000","382,000,000","391,000,000","401,000,000","405,000,000","410,000,000","424,000,000","442,000,000","451,000,000","459,000,000","469,000,000","480,000,000","490,000,000","498,000,000","515,000,000","532,000,000","570,000,000","585,000,000","599,000,000","603,000,000","609,000,000","621,000,000","634,000,000","640,000,000","646,000,000","650,000,000",,"659,000,000","669,000,000","674,000,000",,"679,500,000","679,100,000","676,300,000",,"674,800,000","673,400,000","671,500,000",,"670,900,000","669,400,000","667,900,000",,"707,100,000","720,800,000","756,700,000",,"766,000,000","764,600,000","762,800,000",,"785,150,000","800,100,000","812,500,000",,"862,850,000","862,150,000","865,500,000",,"872,500,000","873,100,000","872,950,000",,"876,400,000","878,050,000","876,750,000",,"884,000,000","884,300,000","814,200,000",,"751,850,000","603,800,000","347,400,000",,,"348,032,778","348,032,778",,,"177,808,785","177,808,785",,"352,500,000","352,500,000","352,500,000",,"374,700,000","374,700,000","374,700,000","179,825,109",,,,,,,,,,,,,,,,
DilutedAverageShares,,,"651,000,000","662,000,000","631,000,000",,"618,000,000","617,000,000","616,000,000",,"376,000,000","376,000,000","376,000,000","377,000,000","379,000,000","381,000,000","386,000,000","395,000,000","406,000,000","410,000,000","416,000,000","429,000,000","446,000,000","455,000,000","464,000,000","474,000,000","484,000,000","495,000,000","506,000,000","523,000,000","541,000,000","581,000,000","600,000,000","615,000,000","618,000,000","624,000,000","638,000,000","650,000,000","656,000,000","661,000,000","667,000,000",,"675,000,000","686,000,000","693,000,000",,"694,300,000","693,400,000","676,300,000",,"685,100,000","680,200,000","671,500,000",,"670,900,000","674,300,000","673,800,000",,"715,400,000","729,400,000","765,100,000",,"774,200,000","769,600,000","766,700,000",,"788,950,000","804,500,000","817,700,000",,"867,400,000","868,000,000","872,250,000",,"881,600,000","882,650,000","880,550,000",,"885,150,000","890,850,000","889,350,000",,"884,000,000","900,100,000","814,200,000",,"772,250,000","603,800,000","355,750,000",,,"348,032,778","348,032,778",,,"177,808,785","177,808,785",,"352,500,000","352,500,000","352,500,000",,"375,000,000","375,000,000","375,000,000","179,825,109",,,,,,,,,,,,,,,,
TotalOperatingIncomeAsReported,"6,297,000,000","2,664,000,000","879,000,000","1,226,000,000","1,528,000,000","977,000,000","959,000,000","1,286,000,000",,"1,849,000,000","501,000,000","695,000,000","1,228,000,000","647,000,000","690,000,000","659,000,000","772,000,000","343,000,000","707,000,000","669,000,000","704,000,000","269,000,000","798,000,000","733,000,000","821,000,000","376,000,000","753,000,000","586,000,000","702,000,000","707,000,000","668,000,000","730,000,000","818,000,000","793,000,000","828,000,000","838,000,000","800,000,000","801,000,000","771,000,000","769,000,000","642,000,000","655,000,000","703,000,000","734,000,000","437,000,000","616,700,000","611,000,000","435,000,000","153,400,000","243,500,000","418,200,000","242,200,000","107,500,000","298,200,000","-13,618,100,000","637,000,000","524,200,000","704,800,000","645,800,000","749,900,000","521,300,000","681,500,000","646,400,000","750,300,000","511,200,000","-10,793,800,000","1,406,400,000","1,426,700,000","1,125,800,000","-16,738,900,000","1,344,500,000","1,447,100,000","1,179,500,000","-56,000,000","1,379,500,000","1,315,500,000","986,800,000","1,265,200,000","1,288,200,000","1,177,800,000","865,500,000","277,000,000","193,700,000","585,800,000","403,700,000","598,800,000","759,900,000","-278,200,000","255,000,000",,,,,,,,,,,,"173,800,000",,,,"255,700,000",,,,,,,,,,,,,,,,,
TotalExpenses,"24,575,000,000","7,555,000,000","5,695,000,000","5,429,000,000","5,896,000,000","5,088,000,000","5,123,000,000","4,831,000,000","5,519,000,000","14,118,000,000","2,714,000,000","3,107,000,000","3,374,000,000","3,272,000,000","2,527,000,000","2,772,000,000","2,980,000,000","3,515,000,000","2,464,000,000","2,588,000,000","2,639,000,000","2,327,000,000","2,598,000,000","2,554,000,000","3,028,000,000","3,163,000,000","2,504,000,000","2,578,000,000","2,798,000,000","2,974,000,000","2,621,000,000","2,458,000,000","3,038,000,000","3,098,000,000","2,806,000,000","2,861,000,000","3,240,000,000","2,451,000,000","2,647,000,000","2,707,000,000","3,271,000,000","3,083,000,000","2,662,000,000","2,852,000,000","3,073,000,000","3,269,100,000","2,679,000,000","2,894,300,000","3,320,400,000","3,063,400,000","2,900,100,000","2,755,300,000","3,052,400,000","-11,036,000,000","16,987,900,000","2,754,100,000","3,085,000,000","3,054,000,000","2,635,600,000","2,625,000,000","3,136,500,000","3,201,400,000","2,732,400,000","2,732,800,000","3,070,600,000","8,008,700,000","4,536,500,000","4,449,400,000","4,450,900,000","23,035,300,000","4,140,100,000","5,394,700,000","5,592,900,000","7,572,400,000","5,220,300,000","5,102,800,000","5,064,000,000","5,512,300,000","5,018,300,000","4,671,700,000","4,806,700,000","5,643,500,000","5,520,100,000","5,131,100,000","5,348,500,000","6,243,100,000","5,202,100,000","4,492,200,000","2,770,800,000","3,206,100,000","2,940,500,000","2,721,000,000","2,673,600,000","3,046,100,000","2,881,500,000","3,004,700,000","2,412,200,000","3,336,400,000","3,205,300,000","3,167,700,000","2,743,900,000","3,070,500,000","2,772,700,000","2,510,100,000","2,367,700,000",,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"4,543,000,000","2,058,000,000","538,000,000","1,036,000,000","911,000,000","810,000,000","615,000,000","481,000,000","516,000,000","966,000,000","319,000,000","440,000,000","1,583,000,000","561,000,000","488,000,000","400,000,000","511,000,000","-41,000,000","592,000,000","58,000,000","-252,000,000","-113,000,000","478,000,000","423,000,000","473,000,000","261,000,000","426,000,000","332,000,000","394,000,000","413,000,000","1,639,000,000","439,000,000","468,000,000","470,000,000","494,000,000","472,000,000","443,000,000","393,000,000","391,000,000","427,000,000","363,000,000","370,000,000","338,000,000","395,000,000","202,000,000","283,000,000","317,000,000","150,100,000","-26,200,000","58,800,000","207,600,000","15,400,000","-55,300,000","136,100,000","-12,462,200,000","408,400,000","244,300,000","286,200,000","343,300,000","404,000,000","213,500,000","335,000,000","316,900,000","781,700,000","226,900,000","-9,136,400,000","708,500,000","753,800,000","585,000,000","-17,126,500,000","-487,600,000","753,800,000","710,500,000","-385,400,000","699,600,000","659,600,000","461,600,000","652,400,000","640,300,000","546,500,000","367,400,000","-38,600,000","-190,400,000","16,700,000","-7,300,000","30,400,000","33,400,000","-495,600,000","76,000,000","133,100,000","110,900,000","59,300,000","68,400,000","93,200,000","138,400,000","-280,700,000","1,400,000",,,,"-18,700,000","-227,400,000","1,406,400,000","41,100,000","27,800,000",,"-29,100,000","-21,700,000","-34,700,000","216,600,000","-8,600,000","-40,000,000","-28,800,000","-45,700,000","-30,900,000","-30,900,000","-30,900,000","-30,800,000","-2,500,000","-2,500,000","-2,500,000","-2,400,000"
NormalizedIncome,"2,509,864,000","129,460,488.209","510,885,000","912,510,000","992,264,000","715,208,616.78","683,668,000","682,624,000","692,303,000","1,269,745,173.745","391,960,000","445,544,000","1,265,450,000","637,650,000","528,848,000","427,580,000","518,155,000","104,200,000","421,580,000","397,000,000","454,000,000","142,000,000","514,000,000","423,000,000","473,000,000","610,451,361.868","426,000,000","368,960,000","394,000,000","402,000,000","351,500,000","418,000,000","468,000,000","478,389,830.508","469,000,000","476,000,000","463,000,000","473,196,301.565","426,048,076.923","428,981,900.452","346,243,432.574","392,746,765.25","351,060,975.61","391,825,396.825","196,248,520.71","311,483,416.976","305,978,388.998","185,191,069.992","19,430,000","182,505,990.338","219,854,475.618","23,395,000","-47,565,000","254,527,305.389","333,715,017.624","330,411,869.944","272,463,713.08","290,568,921.892","345,777,006.466","401,264,062.257","214,475,000","372,730,279.555","329,239,591.458","503,677,144.728","230,980,000","-10,416,000,000","735,000,000","762,200,000","585,000,000","-17,115,900,000","722,600,000","753,800,000","710,500,000","-385,400,000","699,600,000","659,600,000","461,600,000","652,400,000","640,300,000","546,500,000","367,400,000","33,040,000","-190,400,000","16,700,000","-7,300,000","30,400,000","33,400,000","-76,500,000","76,000,000","111,061,640.297","156,800,000","66,260,000","78,840,000","75,627,159.827","93,840,000","-254,813,090.182","50,060,000",,,,"-23,980,000","1,221,220,000","111,540,000","27,540,000","19,700,000",,"-29,100,000","-21,700,000","-34,700,000","216,600,000","-8,600,000","-40,000,000","-28,800,000","-45,700,000","-30,900,000","-30,900,000","-30,900,000","-30,800,000","-2,500,000","-2,500,000","-2,500,000","-2,400,000"
InterestIncome,"53,000,000","16,000,000","11,000,000","13,000,000","13,000,000","21,000,000","14,000,000","11,000,000","14,000,000","28,000,000","12,000,000","12,000,000","14,000,000","14,000,000","12,000,000","14,000,000","17,000,000","19,000,000","17,000,000","15,000,000","13,000,000","10,000,000","7,000,000","8,000,000","7,000,000","6,000,000","6,000,000","7,000,000","5,000,000","3,000,000","4,000,000","3,000,000","3,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,000,000","2,000,000","1,000,000","2,000,000","2,000,000","2,000,000","1,000,000","2,000,000","1,900,000","1,000,000","1,100,000","1,100,000","1,700,000","1,600,000","1,100,000","2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"986,000,000","241,000,000","243,000,000","243,000,000","259,000,000","268,000,000","259,000,000","263,000,000","241,000,000","616,000,000","114,000,000","115,000,000","117,000,000","118,000,000","115,000,000","116,000,000","118,000,000","121,000,000","116,000,000","111,000,000","109,000,000","107,000,000","104,000,000","100,000,000","100,000,000","103,000,000","102,000,000","94,000,000","93,000,000","87,000,000","89,000,000","94,000,000","106,000,000","95,000,000","93,000,000","93,000,000","95,000,000","93,000,000","95,000,000","104,000,000","110,000,000","106,000,000","110,000,000","110,000,000","110,000,000","129,400,000","127,000,000","133,600,000","138,000,000","139,500,000","135,400,000","133,900,000","133,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-933,000,000","-225,000,000","-232,000,000","-230,000,000","-246,000,000","-247,000,000","-245,000,000","-252,000,000","-227,000,000","-588,000,000","-102,000,000","-103,000,000","-103,000,000","-104,000,000","-103,000,000","-102,000,000","-101,000,000","-102,000,000","-99,000,000","-96,000,000","-96,000,000","-97,000,000","-97,000,000","-92,000,000","-93,000,000","-97,000,000","-96,000,000","-87,000,000","-88,000,000","-84,000,000","-85,000,000","-91,000,000","-103,000,000","-93,000,000","-91,000,000","-91,000,000","-93,000,000","-92,000,000","-93,000,000","-103,000,000","-108,000,000","-104,000,000","-108,000,000","-109,000,000","-108,000,000","-127,500,000","-126,000,000","-132,500,000","-136,900,000","-137,800,000","-133,800,000","-132,800,000","-130,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-196,800,000",,,,"-202,100,000",,,,,,,,,,,,,,,,,
EBIT,"6,192,000,000","2,658,000,000","859,000,000","1,261,000,000","1,414,000,000","1,150,000,000","930,000,000","1,200,000,000","898,000,000","1,911,000,000","489,000,000","686,000,000","1,221,000,000","644,000,000","685,000,000","649,000,000","778,000,000","307,000,000","722,000,000","689,000,000","718,000,000","272,000,000","807,000,000","737,000,000","825,000,000","360,000,000","755,000,000","597,000,000","703,000,000","690,000,000","299,000,000","739,000,000","826,000,000","803,000,000","837,000,000","833,000,000","800,000,000","796,000,000","719,000,000","767,000,000","681,000,000","647,000,000","684,000,000","740,000,000","448,000,000","587,700,000","636,000,000","382,200,000","143,800,000","243,000,000","434,800,000","209,300,000","97,900,000","375,000,000","-13,612,200,000","639,600,000","569,100,000","704,800,000","645,800,000","749,900,000","521,300,000","681,500,000","646,400,000","750,300,000","511,200,000","-10,793,800,000","1,406,400,000","1,426,700,000","1,125,800,000","-16,738,900,000","1,344,500,000","1,447,100,000","1,179,500,000","-56,000,000","1,379,500,000","1,315,500,000","986,800,000","1,265,200,000","1,288,200,000","1,177,800,000","865,500,000","396,400,000","193,700,000","585,800,000","403,700,000","-99,700,000","759,900,000","420,300,000","255,000,000","366,300,000","391,500,000","282,300,000","277,500,000","296,300,000","407,300,000","-225,400,000","273,400,000","273,700,000","442,100,000","-136,800,000","173,800,000","338,900,000","493,700,000","274,900,000","255,700,000",,"-907,000,000","345,500,000","363,900,000","341,100,000","-758,500,000","311,500,000","298,400,000","293,100,000","-626,300,000","252,700,000","252,700,000","252,600,000","-567,100,000","229,800,000","229,800,000","229,800,000"
EBITDA,"6,582,000,000"
ReconciledCostOfRevenue,"17,744,000,000","5,452,000,000","4,064,000,000","3,865,000,000","4,363,000,000","3,808,000,000","3,634,000,000","3,485,000,000","4,065,000,000","9,888,000,000","2,078,000,000","2,509,000,000","2,748,000,000","2,605,000,000","1,922,000,000","2,184,000,000","2,400,000,000","2,498,000,000","1,862,000,000","2,004,000,000","2,074,000,000","1,842,000,000","1,897,000,000","1,861,000,000","2,356,000,000","2,433,000,000","1,842,000,000","1,907,000,000","2,142,000,000","2,234,000,000","1,936,000,000","1,839,000,000","2,284,000,000","2,303,000,000","1,972,000,000","2,064,000,000","2,474,000,000","1,788,000,000","1,841,000,000","1,877,000,000","2,461,000,000","2,251,000,000","1,810,000,000","2,030,000,000","2,276,000,000","2,427,700,000","1,915,800,000","2,077,700,000","2,563,500,000","2,269,900,000","2,132,300,000","1,984,400,000","2,313,100,000","2,251,900,000","2,050,200,000","1,962,300,000","2,386,300,000","2,231,500,000","1,855,000,000","1,842,000,000","2,395,800,000","2,295,800,000","1,921,900,000","1,925,200,000","2,297,000,000","-734,200,000","3,167,600,000","3,156,300,000","3,189,800,000","3,695,700,000","3,017,900,000","3,851,800,000","4,289,600,000","4,744,500,000","3,920,100,000","3,715,900,000","3,873,200,000","4,141,800,000","3,712,300,000","3,369,800,000","3,641,200,000","3,969,200,000","3,574,600,000","3,114,800,000","3,478,400,000","3,493,400,000","3,352,500,000","2,866,100,000","1,980,500,000","1,099,400,000","2,556,700,000","2,335,400,000","2,346,300,000","2,364,100,000","2,145,400,000","2,265,700,000","1,761,700,000","933,700,000","2,749,200,000","3,212,700,000","1,967,700,000","1,044,800,000","2,384,600,000","2,561,300,000","1,614,600,000",,,,,,,,,,,,,,,,,
ReconciledDepreciation,"390,000,000","101,000,000","95,000,000","95,000,000","99,000,000","95,000,000","98,000,000","124,000,000","113,000,000","285,000,000","52,000,000","53,000,000","53,000,000","55,000,000","56,000,000","56,000,000","56,000,000","57,000,000","55,000,000","56,000,000","55,000,000","37,000,000","61,000,000","63,000,000","64,000,000","65,000,000","65,000,000","66,000,000","68,000,000","71,000,000","68,000,000","30,000,000","112,000,000","114,000,000","113,000,000","114,000,000","116,000,000","85,000,000","127,000,000","132,000,000","131,000,000","136,000,000","134,000,000","139,000,000","139,000,000","138,800,000","139,200,000","143,500,000","140,800,000","147,400,000","147,400,000","145,200,000","142,300,000","150,700,000","139,700,000","123,400,000","117,800,000","124,200,000","111,800,000","109,500,000","115,200,000","118,800,000","109,500,000","93,500,000","123,100,000","-45,600,000","187,400,000","171,900,000","193,400,000","214,000,000","78,700,000","265,700,000","251,500,000","261,600,000","250,600,000","246,400,000","241,200,000","239,600,000","237,900,000","238,700,000","229,400,000","782,700,000","783,200,000","775,900,000","745,200,000","763,000,000","680,300,000","551,000,000","229,200,000","1,460,500,000","-218,700,000","-200,000,000","-197,100,000","89,300,000","192,500,000","235,600,000","229,300,000","1,662,400,000","-237,400,000","-699,900,000","218,200,000","1,435,400,000","-216,100,000","-621,700,000","220,000,000",,,,,,,,,,,,,,,,,
