name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992
NormalizedIncome,"2,740,650,000","597,592,476.489","671,760,000","824,670,000","643,300,000","558,724,689.165","635,080,000","584,800,000","524,320,000","545,440,000","223,680,000","313,760,000","492,030,000","651,000,000","289,200,000","402,000,000","500,000,000","-585,000,000","188,000,000","243,000,000","426,000,000","253,000,000","199,000,000","127,000,000","336,000,000","159,000,000","127,000,000","212,000,000","394,000,000","361,000,000","-23,000,000","204,000,000","293,000,000","173,000,000","56,000,000","324,000,000","454,452,000","355,453,798.768","225,008,771.93","183,384,279.476","383,252,918.288","108,750,000","148,000,000","335,714,285.714","515,649,408.284","-40,234,536.082","40,652,173.913","218,272,425.249","381,000,000","-15,779,310.345","8,250,000","208,417,431.193","194,000,000","-54,750,000","-73,694,117.647","59,015,000","43,469,122.54","272,194,693.1","698,000","27,826,000","-14,420,438.079","141,396,049.2","-24,302,000","-17,827,454.531","-9,220,200","65,796,506.935","-13,244,619.973","-4,390,800","3,573,000","97,262,000","25,220,485.645","11,957,000","6,660,017.332","76,980,349.96","-10,105,998.905","4,165,600.656","-8,058,717.559","44,262,522.21","9,123,114.445","20,704,000","10,884,000","39,110,000","2,215,000","29,000","875,000","20,505,000","4,306,000","-5,179,000","-52,878,000","22,301,000","1,157,516.894","-4,358,000","5,270,000","16,022,000","-1,970,775.714","-3,485,294.866","126,000","10,194,483.849","2,043,985.866","-5,088,000","4,282,000","4,120,000","1,336,000","-2,631,000","6,345,000","1,948,000","2,765,000","-5,528,000","-320,000","1,060,000","-840,000","-2,080,000","-2,000,000","400,000","500,000","-900,000","-100,000","-100,000","-640,000",
InterestIncome,"5,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","2,000,000","16,000,000","18,000,000","20,000,000","19,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"108,000,000","27,000,000","27,000,000","27,000,000","28,000,000","27,000,000","27,000,000","23,000,000","23,000,000","22,000,000","23,000,000","23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-103,000,000","-26,000,000","-26,000,000","-26,000,000","-27,000,000","-26,000,000","-26,000,000","-21,000,000","-7,000,000","-4,000,000","-3,000,000","-4,000,000","-3,000,000","-4,000,000","-13,000,000","-26,000,000","-28,000,000","-25,000,000","-37,000,000","-46,000,000","-40,000,000","-33,000,000","-63,000,000","-65,000,000","-52,000,000","-47,000,000","-51,000,000","-50,000,000","-50,000,000","-52,000,000","-51,000,000","-50,000,000","-51,000,000","-52,000,000","-4,000,000",,,,,,,,,,,,,,,"-2,000,000","3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"3,272,000,000","665,000,000","786,000,000","1,029,000,000","793,000,000","590,000,000","749,000,000","750,000,000","627,000,000","469,000,000","272,000,000","393,000,000","627,000,000","694,000,000","265,000,000","434,000,000","595,000,000","221,000,000","257,000,000","339,000,000","493,000,000","425,000,000","294,000,000","232,000,000","461,000,000","249,000,000","196,000,000","332,000,000","542,000,000","444,000,000","8,000,000","310,000,000","427,000,000","290,000,000","70,000,000","430,000,000","587,000,000","492,000,000","227,000,000","227,000,000","513,000,000","7,000,000","165,000,000","470,000,000","693,000,000","-368,000,000","55,000,000","300,000,000","511,000,000","-434,000,000","21,000,000","233,000,000","194,000,000","-115,000,000","-133,000,000","80,135,000","54,533,000","404,534,000","-9,545,000","30,092,000","-29,114,000","173,120,000","-37,410,000","-32,786,000","-26,115,000","84,067,000","-26,547,000","-13,448,000","-2,899,000","137,079,000","34,658,000","15,733,000","4,643,000","111,961,000","-16,933,000","5,146,000","-14,444,000","66,761,000","11,334,000","31,196,000","16,862,000","61,801,000","3,144,000","-1,235,000","2,015,000","34,754,000","9,536,000","-6,498,000","-66,141,000","38,241,000","3,675,000","-5,758,000","9,796,000","26,328,000","-2,358,000","-5,621,000","520,000","16,628,000","3,315,000","-8,323,000","6,054,000","6,210,000","1,769,000","-4,226,000","4,607,000","1,573,000","2,366,000","-6,014,000","-757,000","900,000","-1,000,000","-2,300,000","-2,200,000","500,000","500,000","-1,000,000","-15,600,000","5,500,000","-700,000","100,000"
EBITDA,"3,712,000,000"
ReconciledCostOfRevenue,"2,317,000,000","658,000,000","527,000,000","555,000,000","578,000,000","817,000,000","469,000,000","469,000,000","505,000,000","657,000,000","442,000,000","433,000,000","563,000,000","832,000,000","513,000,000","510,000,000","662,000,000","803,000,000","552,000,000","561,000,000","585,000,000","776,000,000","529,000,000","598,000,000","491,000,000","538,000,000","337,000,000","297,000,000","413,000,000","631,000,000","253,000,000","300,000,000","342,000,000","654,000,000","175,000,000","285,000,000","416,000,000","707,000,000","231,000,000","370,000,000","354,000,000","722,000,000","237,000,000","343,000,000","452,000,000","877,000,000","349,000,000","367,000,000","533,000,000","1,012,000,000","339,000,000","472,000,000","484,000,000","1,233,000,000","408,000,000","380,174,000","350,229,000","762,290,000","204,956,000","327,960,000","216,007,000","483,180,000","141,078,000","137,789,000","128,309,000","498,325,000","141,458,000","172,270,000","141,544,000","397,292,000","187,091,000","119,019,000","105,262,000","268,445,000","91,189,000","102,251,000","96,069,000","253,302,000","103,977,000","111,825,000","105,646,000","253,644,000","101,322,000","74,120,000","89,366,000","178,794,000","89,170,000","43,632,000","60,049,000","146,221,000","67,367,000","54,061,000","54,392,000","129,860,000","47,797,000","33,859,000","35,096,000","75,411,000","10,621,000","3,683,000","10,723,000","11,878,000","5,712,000","1,509,000","6,321,000","7,131,000","6,743,000","1,554,000","1,434,000","15,800,000","1,500,000","1,800,000","2,400,000","5,100,000","3,700,000","3,100,000",,,"1,500,000","1,600,000"
ReconciledDepreciation,"440,000,000","96,000,000","96,000,000","109,000,000","139,000,000","153,000,000","82,000,000","72,000,000","139,000,000","144,000,000","90,000,000","128,000,000","191,000,000","375,000,000","150,000,000","168,000,000","305,000,000","327,000,000","254,000,000","305,000,000","313,000,000","318,000,000","226,000,000","349,000,000","257,000,000","126,000,000","103,000,000","103,000,000","162,000,000","154,000,000","57,000,000","65,000,000","70,000,000","107,000,000","35,000,000","66,000,000","107,000,000","136,000,000","45,000,000","94,000,000","53,000,000","207,000,000","52,000,000","81,000,000","95,000,000","238,000,000","78,000,000","80,000,000","121,000,000","249,000,000","96,000,000","146,000,000","137,000,000","297,000,000",,"30,188,000","35,449,000","92,653,000","29,054,000","86,391,000","56,472,000","55,859,000","9,241,000","25,561,000","9,832,000","128,334,000","25,544,000","24,993,000","12,077,000","63,046,000","36,049,000","34,329,000","14,709,000","46,734,000","15,957,000","21,296,000","29,669,000","43,423,000","18,508,000","20,695,000","12,296,000","36,167,000","12,560,000","7,650,000","7,294,000","30,834,000","23,039,000","14,026,000","68,634,000","34,240,000","11,889,000","9,817,000","28,705,000","2,059,000","1,431,000","1,348,000","1,341,000","2,071,000","902,000","898,000","304,000","321,000","321,000","321,000","320,000","321,000","321,000","321,000","542,000","800,000","300,000","300,000","700,000","200,000","400,000","400,000",,,"500,000","400,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,699,000,000","564,000,000","639,000,000","876,000,000","619,000,000","509,000,000","604,000,000","580,000,000","505,000,000","525,000,000","204,000,000","328,000,000","447,000,000","651,000,000","260,000,000","402,000,000","500,000,000","-585,000,000","188,000,000","243,000,000","426,000,000","253,000,000","199,000,000","127,000,000","336,000,000","159,000,000","127,000,000","212,000,000","394,000,000","361,000,000","-23,000,000","204,000,000","293,000,000","173,000,000","56,000,000","324,000,000","456,000,000","354,000,000","226,000,000","185,000,000","384,000,000","99,000,000","148,000,000","335,000,000","503,000,000","-233,000,000","51,000,000","219,000,000","381,000,000","-286,000,000","15,000,000","195,000,000","189,000,000","-71,000,000","-108,000,000","59,015,000","44,163,000","272,196,000","698,000","27,826,000","-14,422,000","142,820,000","-24,302,000","-17,826,000","-9,219,000","67,945,000","-13,242,000","-3,585,000","3,573,000","97,262,000","25,543,000","11,957,000","6,664,000","76,981,000","-10,093,000","4,163,000","-7,957,000","44,347,000","9,086,000","20,704,000","10,884,000","39,110,000","2,215,000","29,000","875,000","20,505,000","4,306,000","-5,179,000","-52,878,000","22,301,000","1,063,000","-4,358,000","5,270,000","16,022,000","-2,234,000","-3,804,000","126,000","9,278,000","2,106,000","-5,088,000","4,282,000","4,120,000","1,336,000","-2,631,000","6,345,000","1,948,000","2,765,000","-5,528,000","-320,000","1,300,000","-600,000","-1,900,000","-2,000,000","400,000","500,000","-900,000","-100,000","-100,000","-700,000",
TotalUnusualItemsExcludingGoodwill,"-49,000,000","-38,000,000","-39,000,000","59,000,000","-30,000,000","-55,000,000","-37,000,000","-6,000,000","-23,000,000","-28,000,000","-24,000,000","16,000,000","-57,000,000","0","-40,000,000",,,"0",,,,"-82,000,000",,,,,,,,,,,,,,,"2,000,000","-2,000,000","1,000,000","2,000,000","1,000,000","-15,000,000","0","-1,000,000","-17,000,000","-321,000,000","14,000,000","1,000,000","0","-411,000,000","9,000,000","-15,000,000","-5,000,000","-25,000,000","-54,000,000",,"1,101,000","2,000",,,"-2,000","1,823,000",,"2,000","2,000","2,948,000","4,000","1,343,000","0",,"471,000",,"4,000","1,000","20,000","-4,000","159,000","132,000","-58,000",,,,,,,,,,,,"-150,000",,"0",,"-425,000","-514,000","0","-1,474,000","100,000",,,,,,,,,,,"400,000","400,000","300,000",,,,,,,"-100,000",
TotalUnusualItems,"-49,000,000","-38,000,000","-39,000,000","59,000,000","-30,000,000","-55,000,000","-37,000,000","-6,000,000","-23,000,000","-28,000,000","-24,000,000","16,000,000","-57,000,000","0","-40,000,000",,,"0",,,,"-82,000,000",,,,,,,,,,,,,,,"2,000,000","-2,000,000","1,000,000","2,000,000","1,000,000","-15,000,000","0","-1,000,000","-17,000,000","-321,000,000","14,000,000","1,000,000","0","-411,000,000","9,000,000","-15,000,000","-5,000,000","-25,000,000","-54,000,000",,"1,101,000","2,000",,,"-2,000","1,823,000",,"2,000","2,000","2,948,000","4,000","1,343,000","0",,"471,000",,"4,000","1,000","20,000","-4,000","159,000","132,000","-58,000",,,,,,,,,,,,"-150,000",,"0",,"-425,000","-514,000","0","-1,474,000","100,000",,,,,,,,,,,"400,000","400,000","300,000",,,,,,,"-100,000",
NormalizedEBITDA,"3,761,000,000","799,000,000","921,000,000","1,079,000,000","962,000,000","798,000,000","868,000,000","828,000,000","789,000,000","641,000,000","386,000,000","505,000,000","875,000,000","1,069,000,000","455,000,000","602,000,000","900,000,000","548,000,000","511,000,000","644,000,000","806,000,000","743,000,000","520,000,000","581,000,000","718,000,000","375,000,000","299,000,000","435,000,000","704,000,000","598,000,000","65,000,000","375,000,000","497,000,000","397,000,000","105,000,000","496,000,000","692,000,000","630,000,000","271,000,000","319,000,000","565,000,000","229,000,000","217,000,000","552,000,000","805,000,000","191,000,000","119,000,000","379,000,000","632,000,000","226,000,000","108,000,000","394,000,000","336,000,000","207,000,000","-79,000,000","110,323,000","88,881,000","497,185,000","19,509,000","116,483,000","27,360,000","227,156,000","-28,169,000","-7,227,000","-16,285,000","209,453,000","-1,007,000","10,202,000","9,178,000","200,125,000","70,236,000","50,062,000","19,348,000","158,694,000","-996,000","26,446,000","15,066,000","110,052,000","29,900,000","51,891,000","29,158,000","97,968,000","15,704,000","6,415,000","9,309,000","65,588,000","32,575,000","7,528,000","2,493,000","72,481,000","15,714,000","4,059,000","38,501,000","28,387,000","-502,000","-3,759,000","1,861,000","20,173,000","4,117,000","-7,425,000","6,358,000","6,531,000","2,090,000","-3,905,000","4,927,000","1,894,000","2,687,000","-5,693,000","-215,000","1,300,000","-1,100,000","-2,300,000","-1,500,000","800,000","900,000","-600,000","-15,600,000","5,500,000","-100,000","500,000"
TaxRateForCalcs,"0.15","0.116","0.16","0.13","0.19","0.096","0.16","0.2","0.16","0.27","0.18","0.11","0.21","0.057","0.27","0.01","0.12","0.4","0.15","0.17","0.06","0.157","0.14","0.24","0.18","0.213","0.13","0.25","0.199","0.07","0.35","0.215","0.221","0.258","0.152","0.247","0.226","0.273","0.009","0.192","0.253","0.35","0.103","0.286","0.256","0.399","0.261","0.272","0.254","0.343","0.25","0.106","0","0.35","0.365","0.352","0.37","0.347","0.35","0.332","0.219","0.219","0.173","0.273","0.4","0.271","0.345","0.4","0.4","0.307","0.315","0.33","0.004","0.35","0.35","0.35","0.36","0.36","0.36","0.36","0.378","0.37","0.37","0.37","0.367","0.37","0.372","0.37","0.261","0.37","0.37","0.37","0.379","0.371","0.381","0.38","0.379","0.378","0.38","0.379","0.315","0.354","0.336","0.328","0.4","0.017","0.004","0.4","0.4","0.4","0.4","0.4","0","0.2","0.4","0.4","0.4","0.4","0.4",
TaxEffectOfUnusualItems,"-7,350,000","-4,407,523.511","-6,240,000","7,670,000","-5,700,000","-5,275,310.835","-5,920,000","-1,200,000","-3,680,000","-7,560,000","-4,320,000","1,760,000","-11,970,000","0","-10,800,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","452,000","-546,201.232","8,771.93","384,279.476","252,918.288","-5,250,000","0","-285,714.286","-4,350,591.716","-128,234,536.082","3,652,173.913","272,425.249","0","-140,779,310.345","2,250,000","-1,582,568.807","0","-8,750,000","-19,694,117.647","0","407,122.54","693.1","0","0","-438.079","399,049.2","0","545.469","800","799,506.935","1,380.027","537,200","0","0","148,485.645","0","17.332","349.96","7,001.095","-1,399.344","57,282.441","47,522.21","-20,885.555","0","0","0","0","0","0","0","0","0","0","0","-55,483.106","0","0","0","-161,775.714","-195,294.866","0","-557,516.151","37,985.866","0","0","0","0","0","0","0","0","0","0","160,000","160,000","120,000","0","0","0","0","0","0","-40,000",
