name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,03/31/1987
	InterestExpenseNonOperating,"26,610,000","6,542,000","6,146,000","6,701,000","7,221,000","8,086,000","7,208,000","8,438,000","5,049,000","4,837,000","4,900,000","5,176,000","4,930,000","4,446,000","4,460,000","4,978,000","4,468,000","4,238,000","3,752,000","3,092,000","2,777,000","1,665,000","1,110,000","1,910,000","1,125,000","411,000","782,000","832,000","866,000","618,000","505,000","308,000","454,000","-528,000","350,000","556,000","179,000","200,000","241,000","31,000","583,000",,"591,000","217,000","243,000","687,000","38,000","241,000","318,000","505,000","461,000","264,000","414,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,"5,049,000","4,837,000","4,900,000","5,176,000","4,930,000","4,446,000","4,460,000","4,978,000","4,468,000","4,238,000","3,752,000","3,092,000","2,777,000","1,665,000","1,110,000","1,910,000","1,125,000","411,000","782,000","832,000","866,000","618,000","505,000","308,000","454,000","-528,000","350,000","556,000","179,000","200,000",,,"583,000","1,036,000","591,000","217,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,,,,,,"-68,973,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"2,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"0","0",,,,"-68,973,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"2,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0","0",,,,"68,973,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,280,088,000","286,512,000","291,079,000","479,182,000","223,315,000","176,381,000","244,969,000","439,308,000","107,489,000","185,601,000","156,917,000","282,381,000","98,478,000","175,936,000","148,688,000","268,480,000","90,281,000","179,604,000","144,501,000","254,833,000","93,585,000","192,951,000","140,910,000","247,339,000","107,070,000","172,877,000","138,426,000","244,333,000","91,981,000","177,083,000","121,508,000","210,721,000","78,275,000","147,606,000","101,320,000","197,423,000","67,744,000","124,576,000","77,538,000","169,813,000","63,810,000","110,509,000","67,538,000","144,046,000","28,523,000","77,937,000","50,820,000","122,081,000","14,102,000","58,852,000","35,336,000","88,030,000","771,000","26,203,000","32,556,000","76,553,000","-1,876,000","48,293,000","28,152,000","70,504,000","8,055,000","47,495,000","28,718,000","68,284,000","834,000","48,905,000","28,750,000","56,084,000","1,073,000","31,890,000","12,489,000","49,633,000","6,094,000","27,855,000","19,188,000","43,245,000","3,195,000","27,169,000","12,055,000","27,977,000","-6,468,000","11,133,000","3,912,000","24,563,000","-3,082,000","9,590,000","1,894,000","17,753,000","-1,641,000","10,400,000","4,400,000","17,100,000","-1,800,000","8,600,000","3,600,000","15,600,000","-2,500,000","7,300,000","2,600,000","11,700,000","-1,500,000","6,600,000","3,800,000","13,200,000","-1,600,000","5,800,000","3,700,000","11,700,000","-400,000","4,800,000","4,000,000","10,900,000","-800,000",,,,,"-1,500,000"
TaxProvision,"282,974,000","65,174,000","66,679,000","109,160,000","41,961,000","40,488,000","54,359,000","100,630,000","23,712,000","41,422,000","34,784,000","63,171,000","21,646,000","39,085,000","31,904,000","61,191,000","18,848,000","69,861,000","52,605,000","94,184,000","33,274,000","69,368,000","51,466,000","90,914,000","39,402,000","61,165,000","51,114,000","91,002,000","33,941,000","65,021,000","44,905,000","77,310,000","29,466,000","51,725,000","36,553,000","73,843,000","23,738,000","45,089,000","27,517,000","63,192,000","23,482,000","39,997,000","24,805,000","52,886,000","10,188,000","27,777,000","18,803,000","45,594,000","4,794,000","20,599,000","13,357,000","33,266,000","301,000","9,900,000","12,795,000","29,535,000","-724,000","18,276,000","10,684,000","26,747,000","3,056,000","17,998,000","10,659,000","25,357,000","309,000","18,003,000","10,421,000","20,330,000","389,000","10,970,000","4,537,000","18,257,000","2,273,000","10,995,000","7,059,000","15,858,000","1,182,000","9,536,000","4,254,000","10,631,000","-2,458,000","1,579,000","1,487,000","8,919,000","-1,233,000","3,894,000","771,000","7,207,000","-666,000","4,100,000","1,800,000","7,000,000","-700,000","3,600,000","1,500,000","6,400,000","-1,000,000","3,100,000","1,000,000","4,700,000","-600,000","2,600,000","1,500,000","5,300,000","-600,000","2,300,000","1,500,000","4,700,000","-200,000","1,900,000","1,600,000","4,400,000","-300,000",,,,,"-600,000"
NetIncomeCommonStockholders,"997,114,000","221,338,000","224,400,000","370,022,000","181,354,000","135,893,000","190,610,000","338,678,000","83,777,000","144,179,000","122,133,000","219,210,000","76,832,000","136,851,000","116,784,000","207,289,000","71,433,000","109,743,000","91,896,000","160,649,000","60,311,000","123,583,000","89,444,000","156,425,000","67,668,000","111,712,000","87,312,000","153,331,000","58,040,000","112,062,000","76,603,000","133,411,000","48,809,000","95,881,000","64,767,000","123,580,000","44,006,000","79,487,000","50,021,000","106,621,000","40,328,000","70,512,000","42,733,000","91,160,000","18,335,000","50,160,000","32,017,000","76,487,000","9,308,000","38,253,000","21,979,000","54,764,000","470,000","16,303,000","19,761,000","47,018,000","-1,152,000","30,017,000","17,468,000","43,757,000","4,999,000","29,497,000","18,059,000","42,927,000","525,000","30,902,000","18,329,000","35,754,000","684,000","20,920,000","7,952,000","31,376,000","3,821,000","16,860,000","12,129,000","27,387,000","125,000","17,633,000","7,801,000","17,346,000","-4,010,000","9,554,000","2,425,000","15,644,000","-1,849,000","5,696,000","1,123,000","10,546,000","-975,000","6,300,000","2,600,000","10,100,000","-1,100,000","5,000,000","2,100,000","9,200,000","-1,500,000","4,200,000","1,600,000","7,000,000","-900,000","4,000,000","2,300,000","7,900,000","-1,000,000","3,500,000","2,200,000","7,000,000","-200,000","2,900,000","2,400,000","6,500,000","-500,000","1,800,000","1,700,000","1,700,000","1,700,000","-900,000"
	NetIncome,"997,114,000","221,338,000","224,400,000","370,022,000","181,354,000","135,893,000","190,610,000","338,678,000","83,777,000","144,179,000","122,133,000","219,210,000","76,832,000","136,851,000","116,784,000","207,289,000","71,433,000","109,743,000","91,896,000","160,649,000","60,311,000","123,583,000","89,444,000","156,425,000","67,668,000","111,712,000","87,312,000","153,331,000","58,040,000","112,062,000","76,603,000","133,411,000","48,809,000","95,881,000","64,767,000","123,580,000","44,006,000","79,487,000","50,021,000","106,621,000","40,328,000","70,512,000","42,733,000","91,160,000","18,335,000","50,160,000","32,017,000","76,487,000","9,308,000","38,253,000","21,979,000","54,764,000","470,000","16,303,000","19,761,000","47,018,000","-1,152,000","30,017,000","17,468,000","43,757,000","4,999,000","29,497,000","18,059,000","42,927,000","525,000","30,902,000","18,329,000","35,754,000","684,000","20,920,000","7,952,000","31,376,000","3,821,000","16,860,000","12,129,000","27,387,000","125,000","17,633,000","7,801,000","17,346,000","-4,010,000","9,554,000","2,425,000","15,644,000","-1,849,000","5,696,000","1,123,000","10,546,000","-975,000","6,300,000","2,600,000","10,100,000","-1,100,000","5,000,000","2,100,000","9,200,000","-1,500,000","4,200,000","1,600,000","7,000,000","-900,000","4,000,000","2,300,000","7,900,000","-1,000,000","3,500,000","2,200,000","7,000,000","-200,000","2,900,000","2,400,000","6,500,000","-500,000","1,800,000","1,700,000","1,700,000","1,700,000","-900,000"
		NetIncomeIncludingNoncontrollingInterests,"997,114,000","221,338,000","224,400,000","370,022,000","181,354,000","135,893,000","190,610,000","338,678,000","83,777,000","144,179,000","122,133,000","219,210,000","76,832,000","136,851,000","116,784,000","207,289,000","71,433,000","109,743,000","91,896,000","160,649,000","60,311,000","123,583,000","89,444,000","156,425,000","67,668,000","111,712,000","87,312,000","153,331,000","58,040,000","112,062,000","76,603,000","133,411,000","48,809,000","95,881,000","64,767,000","123,580,000","44,006,000","79,487,000","50,021,000","106,621,000","40,328,000","70,512,000","42,733,000","91,160,000","18,335,000","50,160,000","32,017,000","76,487,000","9,308,000","38,253,000","21,979,000","54,764,000","470,000","16,303,000","19,761,000","47,018,000","-1,152,000","30,017,000","17,468,000","43,757,000","4,999,000","29,497,000","18,059,000","42,927,000","525,000","30,902,000","18,329,000","35,754,000","684,000","20,920,000","7,952,000","31,376,000","3,821,000","16,860,000","12,129,000","27,387,000","125,000","17,633,000","7,801,000","17,346,000","-4,010,000","9,554,000","2,425,000","15,644,000","-1,849,000","5,696,000","1,123,000","10,546,000","-975,000","6,300,000","2,600,000","10,100,000","-1,100,000","5,000,000","2,100,000","9,200,000","-1,500,000","4,200,000","1,600,000","7,000,000","-900,000","4,000,000","2,300,000","7,900,000","-1,000,000","3,500,000","2,200,000","7,000,000","-200,000","2,900,000","2,400,000","6,500,000","-500,000","1,800,000","1,700,000","1,700,000","1,700,000","-900,000"
			NetIncomeContinuousOperations,"997,114,000","221,338,000","224,400,000","370,022,000","181,354,000","135,893,000","190,610,000","338,678,000","83,777,000","144,179,000","122,133,000","219,210,000","76,832,000","136,851,000","116,784,000","207,289,000","71,433,000","109,743,000","91,896,000","160,649,000","60,311,000","123,583,000","89,444,000","156,425,000","67,668,000","111,712,000","87,312,000","153,331,000","58,040,000","112,062,000","76,603,000","133,411,000","48,809,000","95,881,000","64,767,000","123,580,000","44,006,000","79,487,000","50,021,000","106,621,000","40,328,000","70,512,000","42,733,000","91,160,000","18,335,000","50,160,000","32,017,000","76,487,000","9,308,000","38,253,000","21,979,000","54,764,000","470,000","16,303,000","19,761,000","47,018,000","-1,152,000","30,017,000","17,468,000","43,757,000","4,999,000","29,497,000","18,059,000","42,927,000","525,000","30,902,000","18,329,000","35,754,000","684,000","20,920,000","7,952,000","31,376,000","3,821,000","16,860,000","12,129,000","27,387,000","2,013,000","17,633,000","7,801,000","17,346,000","-4,010,000","9,554,000","2,425,000","15,644,000","-1,849,000","5,696,000","1,123,000","10,546,000","-975,000","6,300,000","2,600,000","10,100,000","-1,100,000","5,000,000","2,100,000","9,200,000","-1,500,000","4,200,000","1,600,000","7,000,000","-900,000","4,000,000","2,300,000","7,900,000","-1,000,000","3,500,000","2,200,000","7,000,000","-200,000","2,900,000","2,400,000","6,500,000","-500,000","1,800,000","1,700,000","1,700,000","1,700,000","-900,000"
