name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,908","16,008","13,838","14,246","14,403","19,278","19,269","20,096","25,309","15,346","10,817","10,416","15,471","13,415","12,896","12,776","128,463","129,824","125,969","123,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,859,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"1,797,467,000","412,880,000","444,464,000","525,975,000","414,146,000","402,301,000","458,601,000","407,264,000","364,988,000","317,045,000","395,443,000","378,990,000","311,461,000","306,511,000","339,573,000","357,621,000","279,915,000","267,112,000","317,372,000","350,041,000","264,262,000","251,728,000","290,375,000","288,523,000","254,713,000","228,448,000","291,438,000","204,669,000","7,629,000","192,921,000","189,907,000","215,813,000","148,863,000","134,756,000","151,429,000","179,427,000","107,306,000","113,881,000","140,685,000","169,773,000","126,285,000","103,397,000","132,090,000","132,482,000","88,455,000","79,797,000","107,555,000","109,676,000","50,785,000","85,834,000","92,915,000","92,783,000","65,777,000","-39,218,000","81,792,000","78,190,000","42,828,000","64,274,000","73,380,000","61,423,000","31,910,000","35,656,000","42,342,000","45,752,000","34,829,039","29,789,407","33,575,255","25,354,838","14,723,500","11,912,718","9,924,831","8,404,166","3,644,487","1,862,770","3,528,389","3,337,718","1,097,218","148,869","2,186,128","2,192,495","765,441","642,095","2,189,354","1,975,321","7,603,892","596,864","2,319,533","2,816,064","1,167,889","1,200,000","2,200,000","2,300,000","1,600,000","1,200,000","1,800,000","1,600,000","1,300,000","100,000","700,000","800,000","100,000","-100,000","300,000","500,000","100,000","-600,000","0","0","-400,000","-1,300,000","-500,000","300,000","300,000","0","400,000","600,000","300,000","400,000","200,000","-100,000","100,000","-100,000","100,000","100,000","100,000","100,000","-100,000","100,000","100,000","100,000"
NetNonOperatingInterestIncomeExpense,,,"-2,290,000","872,000","-759,000","-1,505,000","-4,568,000","-1,796,000","872,000","4,188,000","3,121,000","2,973,000","2,742,000","4,384,000","2,988,000","476,000","1,805,000","733,000","3,996,000","-2,551,000","658,000",,"-1,037,000","-222,000","608,000","1,039,000","-3,362,000","-1,015,000","1,233,000","-1,008,000","-1,012,000","190,000","155,000","-3,047,000","-750,000","-3,468,000","-4,473,000","-2,511,000","331,000","-27,000","-50,000","1,055,000","-63,000","624,000","4,000","263,000","541,000","1,034,000","410,000",,"183,000","401,000","1,016,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,"872,000","4,188,000","3,121,000","2,973,000","2,742,000","4,384,000","2,988,000","476,000","1,805,000","733,000","3,996,000","-2,551,000","658,000",,"-1,037,000","-222,000","608,000","1,039,000","-3,362,000","-1,015,000","1,233,000","-1,008,000","-1,012,000","190,000","155,000","-3,047,000","-750,000","-3,468,000","-4,473,000","-2,511,000",,,,,,"624,000","4,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,"2,290,000","-872,000","759,000","1,505,000","4,568,000","1,796,000","-872,000","-4,188,000","-3,121,000","-2,973,000","-2,742,000","-4,384,000","-2,988,000","-476,000","-1,805,000","-733,000","-3,996,000","2,551,000","-658,000",,"1,037,000","222,000","-608,000","-1,039,000","3,362,000","1,015,000","-1,233,000","1,008,000","1,012,000","-190,000","-155,000","3,047,000","750,000","3,468,000","4,473,000","2,511,000","-331,000","27,000","50,000",,"63,000","-624,000","-4,000",,"-541,000","-1,034,000","-410,000",,"-183,000","-401,000","-1,016,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"3,952,000","6,131,000",,,,,,,,,,,,,,,,,"0",,,"-5,002,000",,,,"0",,"161,470,000",,"-2,000","-26,000","-12,000","-1,000","34,000","44,000","66,000","2,571,000","202,000","222,000","-33,000","396,000","78,000","-799,000","-350,000","297,000","106,000","-727,000","-713,000","576,000","2,266,000","-342,000",,"-3,539,000",,"0",,,,,"0","1,526,000","0",,"872,000","701,929","657,154","323,452","253,876","117,518",,"-8,104","-8,434","-10,614","-9,722","-9,337","-14,723",,,,"0",,,,,,"0",,,,,,,,,"0",,,"100,000","-100,000","-100,000",,,"-100,000",,"100,000",,,,,"400,000",,"100,000",,,,,,"0",,,,,,,,,,,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000","-26,000","-12,000","-1,000","34,000","44,000","66,000","2,571,000","202,000","222,000","-33,000","396,000","78,000","-799,000","-350,000","297,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","161,470,000",,,,,,,,,,,"222,000",,,,,,,,"-727,000","-713,000","576,000","2,266,000","-342,000","0","-3,539,000",,,,,,,,"1,526,000",,,"872,000","701,929",,"323,452","253,876","117,518",,"-8,104","-8,434","-10,614",,"-9,337","-14,723",,,,,,,,,,,,,,,,,,,,,,"100,000","-100,000","-100,000",,,"-100,000",,"100,000",,,,,"400,000",,"100,000",,,,,,"0",,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"342,000","0","3,539,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","161,470,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,952,000","6,131,000",,,,,,,,,,,,,,,,,,,,"-5,002,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,801,419,000","419,011,000","442,174,000","526,847,000","413,387,000","400,796,000","454,033,000","405,468,000","365,860,000","321,233,000","398,564,000","381,963,000","314,203,000","310,895,000","342,561,000","358,097,000","281,720,000","267,845,000","321,368,000","347,490,000","264,920,000","246,726,000","289,338,000","288,301,000","255,321,000","229,487,000","288,076,000","365,124,000","8,862,000","191,911,000","188,869,000","215,991,000","149,017,000","131,743,000","150,723,000","176,025,000","105,404,000","111,572,000","141,238,000","169,713,000","126,631,000","104,530,000","131,228,000","132,756,000","88,756,000","80,166,000","107,369,000","109,997,000","51,771,000","86,501,000","92,756,000","93,184,000","63,254,000","-37,838,000","83,903,000","80,959,000","46,454,000","67,605,000","75,541,000","63,175,000","33,436,000","36,696,000","43,389,000","46,624,000","35,530,968","30,446,561","33,898,707","25,608,714","14,841,018","11,991,865","9,916,727","8,395,732","3,633,873","1,853,048","3,519,052","3,322,995","1,063,987","103,909","2,134,833","2,136,284","690,149","546,080","2,097,888","1,845,872","542,415","385,218","2,245,577","2,753,479","1,146,838","1,300,000","2,200,000","2,400,000","1,500,000","1,300,000","1,700,000","1,500,000","1,200,000",,,,,,,,,,,,,,"-700,000","200,000",,"-100,000","500,000","400,000",,,,,,,,,,,,,,
TaxProvision,"423,944,000","97,697,000","104,969,000","123,085,000","98,193,000","-70,940,000","106,379,000","94,099,000","87,025,000","66,279,000","99,641,000","89,490,000","52,718,000","71,788,000","74,828,000","87,981,000","65,670,000","66,523,000","102,624,000","124,857,000","86,940,000","73,779,000","97,695,000","104,082,000","91,444,000","90,745,000","113,502,000","136,120,000","4,448,000","66,580,000","67,269,000","74,988,000","53,767,000","55,637,000","58,536,000","69,152,000","41,908,000","43,589,000","55,096,000","59,918,000","50,532,000","39,994,000","48,836,000","48,508,000","33,713,000","31,034,000","40,873,000","46,159,000","19,208,000","33,144,000","36,251,000","35,895,000","21,689,000","-14,390,000","31,466,000","30,727,000","17,643,000","22,505,000","29,744,000","24,864,000","13,238,000","14,495,000","16,932,000","18,424,000","14,439,690","12,006,340","13,653,339","10,363,016","5,996,305","4,665,139","4,118,079","3,317,583","1,450,592","626,734","1,425,217","1,345,811","430,916","26,667","864,608","865,201","279,504","218,432","839,156","738,347","216,967","175,470","880,389","1,101,392","458,735","500,000","900,000","1,000,000","600,000","600,000","600,000","500,000","500,000",,,,,,,,,,,,,,"-100,000","100,000",,"0","100,000","200,000",,,,,,,,,,,,,,
NetIncomeCommonStockholders,"1,377,475,000","321,314,000","337,205,000","403,762,000","315,194,000","471,736,000","347,654,000","311,369,000","278,835,000","254,954,000","298,923,000","292,473,000","261,485,000","239,107,000","267,733,000","270,116,000","216,050,000","201,322,000","218,744,000","222,633,000","177,980,000","172,947,000","191,643,000","184,219,000","163,877,000","138,742,000","174,574,000","229,004,000","4,414,000","125,331,000","121,600,000","141,003,000","95,250,000","76,106,000","92,187,000","106,873,000","63,496,000","67,983,000","86,142,000","109,795,000","76,099,000","64,536,000","82,392,000","84,248,000","55,043,000","49,132,000","66,496,000","63,838,000","32,563,000","53,357,000","56,505,000","57,289,000","41,565,000","-23,448,000","52,437,000","50,232,000","28,811,000","45,100,000","45,797,000","38,311,000","20,198,000","22,201,000","26,457,000","28,200,000","21,091,278","18,440,221","20,245,368","15,245,698","8,844,713","7,326,726","5,798,648","5,078,149","2,183,281","1,226,314","2,093,835","1,977,184","633,071","77,242","1,270,225","1,271,083","410,645","327,648","1,258,732","1,107,525","325,448","209,748","1,365,188","1,652,087","688,103","800,000","1,300,000","1,400,000","900,000","700,000","1,100,000","1,000,000","700,000","200,000","500,000","600,000",,"-100,000","100,000","400,000",,"-500,000","-100,000","-200,000","-500,000","-1,000,000","-600,000","100,000","100,000","-100,000","400,000","200,000","100,000",,"200,000","-100,000","-100,000",,,,,"-100,000",,,,
	NetIncome,"1,377,475,000","321,314,000","337,205,000","403,762,000","315,194,000","471,736,000","347,654,000","311,369,000","278,835,000","254,954,000","298,923,000","292,473,000","261,485,000","239,107,000","267,733,000","270,116,000","216,050,000","201,322,000","218,744,000","222,633,000","177,980,000","172,947,000","191,643,000","184,219,000","163,877,000","138,742,000","174,574,000","229,004,000","4,414,000","125,331,000","121,600,000","141,003,000","95,250,000","76,106,000","92,187,000","106,873,000","63,496,000","67,983,000","86,142,000","109,795,000","76,099,000","64,536,000","82,392,000","84,248,000","55,043,000","49,132,000","66,496,000","63,838,000","32,563,000","53,357,000","56,505,000","57,289,000","41,565,000","-23,448,000","52,437,000","50,232,000","28,811,000","45,100,000","45,797,000","38,311,000","20,198,000","22,201,000","26,457,000","28,200,000","21,091,278","18,440,221","20,245,368","15,245,698","8,844,713","7,326,726","5,798,648","5,078,149","2,183,281","1,226,314","2,093,835","1,977,184","633,071","77,242","1,270,225","1,271,083","410,645","327,648","1,258,732","1,107,525","325,448","209,748","1,365,188","1,652,087","688,103","800,000","1,300,000","1,400,000","900,000","700,000","1,100,000","1,000,000","700,000","200,000","500,000","600,000",,"-100,000","100,000","400,000",,"-500,000","-100,000","-200,000","-500,000","-1,000,000","-600,000","100,000","100,000","-100,000","400,000","200,000","100,000",,"200,000","-100,000","-100,000",,,,,"-100,000",,,,
		NetIncomeIncludingNoncontrollingInterests,"1,377,475,000","321,314,000","337,205,000","403,762,000","315,194,000","471,736,000","347,654,000","311,369,000","278,835,000","254,954,000","298,923,000","292,473,000","261,485,000","239,107,000","267,733,000","270,116,000","216,050,000","201,322,000","218,744,000","222,633,000","177,980,000","172,947,000","191,643,000","184,219,000","163,877,000","138,742,000","174,574,000","229,004,000","4,414,000","125,331,000","121,600,000","141,003,000","95,250,000","76,106,000","92,187,000","106,873,000","63,496,000","67,983,000","86,142,000","109,795,000","76,099,000","64,536,000","82,392,000","84,248,000","55,043,000","49,132,000","66,496,000","63,838,000","32,563,000","53,357,000","56,505,000","57,289,000","41,565,000","-23,448,000","52,437,000","50,232,000","28,811,000","45,100,000","45,797,000","38,311,000","20,198,000","22,201,000","26,457,000","28,200,000","21,091,278","18,440,221","20,245,368","15,245,698","8,844,713","7,326,726","5,798,648","5,078,149","2,183,281","1,226,314","2,093,835","1,977,184","633,071","77,242","1,270,225","1,271,083","410,645","327,648","1,258,732","1,107,525","325,448","209,748","1,365,188","1,652,087","688,103","800,000","1,300,000","1,400,000","900,000","700,000","1,100,000","1,000,000","700,000","200,000","500,000","600,000",,"-100,000","100,000","400,000",,"-500,000","-100,000","-200,000","-500,000","-1,000,000","-600,000","100,000","100,000","-100,000","400,000","200,000","100,000",,"200,000","-100,000","-100,000",,,,,"-100,000",,,,
