name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,116,000",,"5,147,000","4,510,000","3,987,000",,,,,,,,"2,467,000",,,,"1,534,000",,,,,,,"2,055,000","788,000"
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"385,400,000","94,500,000","96,200,000","96,500,000","98,200,000","120,500,000","118,000,000","113,300,000","112,600,000","116,100,000","121,200,000","122,400,000","113,600,000","91,900,000","53,900,000","51,100,000","51,800,000","51,600,000","50,700,000","52,800,000","53,400,000","57,800,000","55,200,000","54,400,000","57,900,000","56,300,000","57,300,000","58,300,000","56,700,000","56,400,000","58,000,000","59,500,000","59,300,000","59,900,000","60,600,000","59,100,000","58,500,000","59,800,000","60,700,000","64,900,000","67,700,000","66,200,000","65,400,000","64,700,000","64,200,000","64,400,000","65,500,000","65,100,000","63,000,000","63,500,000","63,000,000","60,600,000","64,300,000","69,996,000","63,134,000","52,368,000","50,525,000","50,279,000","48,835,000","20,428,000","19,989,000","19,191,000","18,609,000","17,596,000","17,387,000","16,799,000","17,256,000","16,071,000","14,791,000","13,942,000","13,555,000","13,116,000","12,795,000","13,153,000","13,331,000","13,321,000","13,211,000","13,005,000","12,353,000","12,337,000","10,814,000","10,360,000","9,245,000","9,146,000"
		DepreciationAndAmortizationInIncomeStatement,"385,400,000","94,500,000","96,200,000","96,500,000","98,200,000","120,500,000","118,000,000","113,300,000","112,600,000","116,100,000","121,200,000","122,400,000","113,600,000","91,900,000","53,900,000","51,100,000","51,800,000","51,600,000","50,700,000","52,800,000","53,400,000","57,800,000","55,200,000","54,400,000","57,900,000","56,300,000","57,300,000","58,300,000","56,700,000","56,400,000","58,000,000","59,500,000","59,300,000","59,900,000","60,600,000","59,100,000","58,500,000","59,800,000","60,700,000","64,900,000","67,700,000","66,200,000","65,400,000","64,700,000","64,200,000","64,400,000","65,500,000","65,100,000","63,000,000","63,500,000","63,000,000","60,600,000","64,300,000","69,996,000","63,134,000","52,368,000","50,525,000","50,279,000","48,835,000","20,428,000","19,989,000","19,191,000","18,609,000","17,596,000","17,387,000","16,799,000","17,256,000","16,071,000","14,791,000","13,942,000","13,555,000","13,116,000","12,795,000","13,153,000","13,331,000","13,321,000","13,211,000","13,005,000","12,353,000","12,337,000","10,814,000","10,360,000","9,245,000","9,146,000"
			DepreciationIncomeStatement,"147,800,000","35,900,000","37,200,000","37,100,000","37,600,000","41,500,000","39,700,000","36,700,000","35,300,000","38,000,000","41,400,000","46,300,000","32,900,000","32,900,000","30,200,000","27,500,000","28,100,000","27,900,000","26,900,000","28,800,000","29,400,000","33,700,000","31,200,000","30,400,000","33,900,000","31,700,000","32,400,000","33,300,000","31,800,000","31,500,000","32,700,000","34,300,000","34,100,000","34,300,000","35,000,000","33,200,000","32,600,000","33,900,000","34,500,000","33,600,000","34,900,000","33,400,000","32,400,000","31,700,000","31,000,000","31,800,000","33,100,000","32,800,000","32,200,000","32,900,000","32,300,000","30,100,000","31,000,000","34,472,000","34,087,000","34,467,000","34,315,000","32,992,000","32,872,000",,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"237,600,000","58,600,000","59,000,000","59,400,000","60,600,000","79,000,000","78,300,000","76,600,000","77,300,000","78,100,000","79,800,000","76,100,000","80,700,000","59,000,000","23,700,000","23,600,000","23,700,000","23,700,000","23,800,000","24,000,000","24,000,000","24,100,000","24,000,000","24,000,000","24,000,000","24,600,000","24,900,000","25,000,000","24,900,000","24,900,000","25,300,000","25,200,000","25,200,000","25,600,000","25,600,000","25,900,000","25,900,000","25,900,000","26,200,000","31,300,000","32,800,000","32,800,000","33,000,000","33,000,000","33,200,000","32,600,000","32,400,000","32,300,000","30,800,000","30,600,000","30,700,000","30,500,000","33,300,000","35,524,000","29,047,000","17,901,000","16,210,000","17,287,000","15,963,000",,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"237,600,000","58,600,000","59,000,000","59,400,000","60,600,000","79,000,000","78,300,000","76,600,000","77,300,000","78,100,000","79,800,000","76,100,000","80,700,000","59,000,000","23,700,000","23,600,000","23,700,000","23,700,000","23,800,000","24,000,000","24,000,000","24,100,000","24,000,000","24,000,000","24,000,000","24,600,000","24,900,000","25,000,000","24,900,000","24,900,000","25,300,000","25,200,000","25,200,000","25,600,000","25,600,000","25,900,000","25,900,000","25,900,000","26,200,000","31,300,000","32,800,000","32,800,000","33,000,000","33,000,000","33,200,000","32,600,000","32,400,000","32,300,000","30,800,000","30,600,000","30,700,000","30,500,000","33,300,000","35,524,000","29,047,000","17,901,000","16,210,000","17,287,000","15,963,000",,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"240,900,000","80,900,000","49,300,000","56,000,000","54,700,000","85,900,000","67,100,000","58,800,000","78,800,000","87,500,000","105,900,000","89,300,000","77,700,000","182,300,000","45,100,000","73,600,000","26,000,000","50,800,000","18,300,000","22,000,000","24,900,000","48,700,000","21,800,000","36,800,000","54,400,000","42,600,000","27,700,000","22,400,000","31,700,000","55,400,000","37,900,000","11,100,000","24,200,000","64,100,000","16,400,000","24,100,000","42,300,000","23,000,000","22,700,000","25,600,000","24,300,000",,"22,400,000","29,100,000","25,500,000","25,800,000","28,700,000","40,600,000","21,900,000","25,500,000","17,100,000","13,600,000","40,600,000","21,145,000","33,821,000","17,234,000",,"105,000","19,443,000",,,,"5,717,000",,,,,,,,,,,,,,,,,,,,"54,087,000","61,241,000"
OperatingIncome,"2,645,200,000","631,700,000","613,700,000","674,700,000","725,100,000","515,000,000","525,000,000","637,500,000","959,900,000","573,000,000","685,200,000","698,600,000","631,000,000","649,900,000","549,900,000","666,900,000","740,900,000","537,300,000","567,900,000","605,600,000","601,200,000","540,200,000","525,300,000","563,300,000","573,900,000","469,900,000","516,400,000","495,100,000","507,300,000","471,500,000","430,400,000","412,000,000","454,500,000","323,200,000","400,500,000","507,800,000","405,500,000","375,600,000","396,000,000","469,200,000","451,200,000","530,800,000","572,100,000","534,500,000","524,100,000","458,300,000","442,900,000","514,900,000","414,400,000","402,600,000","402,000,000","400,200,000","389,600,000","420,629,000","420,820,000","343,696,000","400,441,000","334,173,000","349,527,000","198,976,000","206,954,000","158,255,000","156,962,000","209,063,000","138,453,000","144,408,000","143,622,000","149,269,000","127,858,000","102,087,000","104,190,000","99,805,000","80,587,000","43,381,000","55,132,000","61,274,000","46,338,000","49,673,000","40,745,000","41,647,000","31,567,000","25,767,000","36,473,000","24,092,000"
NetNonOperatingInterestIncomeExpense,"-166,900,000","-41,900,000","-41,800,000","-41,700,000","-41,500,000","-41,700,000","-41,700,000","-41,900,000","-40,900,000","-42,000,000","-42,800,000","-45,100,000","-48,100,000","-49,500,000","-45,000,000","-33,100,000","-30,100,000","-29,100,000","-29,100,000","-29,000,000","-29,800,000","-31,600,000","-31,100,000","-31,000,000","-29,800,000","-28,900,000","-28,300,000","-28,600,000","-31,600,000","-28,700,000","-28,700,000","-28,300,000","-33,700,000","-38,600,000","-34,600,000","-39,200,000","-39,000,000","-44,000,000","-30,200,000","-28,900,000","-29,100,000","-29,100,000","-29,000,000","-28,700,000","-30,100,000","-35,100,000","-35,900,000","-37,900,000","-31,400,000","-30,700,000","-32,100,000","-32,500,000","-36,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","400,000","2,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"166,900,000","41,900,000","41,800,000","41,700,000","41,500,000","41,700,000","41,700,000","41,900,000","40,900,000","42,000,000","42,800,000","45,100,000","48,100,000","49,500,000","45,000,000","33,100,000","30,100,000","29,100,000","29,100,000","29,000,000","29,800,000","31,600,000","31,100,000","31,000,000","29,800,000","28,900,000","28,300,000","28,600,000","31,600,000","28,700,000","28,700,000","28,300,000","33,700,000","38,600,000","34,600,000","39,200,000","39,000,000","44,000,000","30,200,000","28,900,000","29,100,000","29,100,000","29,000,000","28,700,000","30,100,000","35,100,000","35,900,000","37,900,000","31,400,000","30,700,000","32,100,000","32,900,000","38,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"895,300,000","209,500,000","524,000,000","93,100,000","68,700,000","61,700,000","53,200,000","65,700,000","70,300,000","93,100,000","80,800,000","48,600,000","57,300,000","70,100,000","56,900,000","123,000,000","77,900,000","66,500,000","68,500,000","60,700,000","135,600,000","85,600,000","54,600,000","33,800,000","34,400,000","27,500,000","28,300,000","-18,400,000","48,100,000","31,000,000","27,400,000","38,400,000","25,600,000","22,400,000","33,000,000","38,900,000","21,100,000","87,500,000","29,600,000","70,400,000","11,300,000","-132,000,000","2,800,000","3,500,000","17,600,000","4,000,000","8,700,000","3,100,000","15,900,000","-15,600,000","-14,100,000","7,200,000","-2,600,000","-298,365,000","-20,354,000","-38,175,000","3,475,000","1,012,000","-35,030,000","9,268,000","7,938,000","12,568,000","13,846,000","6,326,000","11,409,000","10,252,000","8,830,000","6,883,000","5,476,000","5,426,000","3,229,000","2,768,000","3,097,000",,,,,"6,201,000","-4,005,000","-5,007,000",,,,
	GainOnSaleOfSecurity,"306,900,000","67,800,000","145,800,000","62,400,000","30,900,000","31,100,000","23,600,000","32,100,000","95,900,000","147,600,000","172,300,000","139,300,000","178,700,000","185,300,000","161,500,000","241,900,000","156,400,000","140,500,000","139,900,000","112,400,000","138,900,000","70,500,000","36,500,000","17,200,000","17,600,000","3,400,000","2,500,000","18,500,000","3,900,000","10,100,000","7,400,000","15,100,000","3,200,000","10,000,000","12,600,000","18,700,000","3,600,000","7,300,000",,,,"36,700,000",,,"-100,000","-8,600,000",,,"6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"245,800,000","67,500,000","66,400,000","55,700,000","56,200,000","46,600,000","44,000,000","48,800,000","51,200,000","44,500,000","48,000,000","43,800,000","40,500,000","39,200,000","37,100,000","36,400,000","40,100,000","32,700,000","33,900,000","31,800,000","30,800,000","27,800,000","28,600,000","27,000,000","26,800,000","24,900,000","26,600,000","26,000,000","22,500,000","20,900,000","20,000,000","21,500,000","22,400,000","12,400,000","20,400,000","20,200,000","17,500,000","15,900,000",,"-900,000","-800,000","-1,200,000","-900,000","-1,100,000","-1,100,000","500,000","-3,900,000","-1,500,000","-1,500,000","-2,300,000","-1,600,000","-1,700,000","-1,200,000","-3,629,000","-20,057,000","-3,941,000","-3,929,000","-3,941,000","-3,663,000","-3,371,000","-3,020,000","-4,805,000","-1,502,000",,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-46,100,000","29,600,000","71,300,000","12,100,000","-167,500,000","3,700,000","4,600,000","18,800,000","12,100,000","12,600,000","4,600,000","11,400,000","-41,800,000","-12,500,000","8,900,000","-1,400,000","-294,736,000","-297,000","-34,234,000","7,404,000","4,953,000","-31,367,000","12,639,000","10,958,000","17,373,000","15,348,000","6,326,000","11,409,000","10,252,000","8,830,000","6,883,000","5,476,000","5,426,000","3,229,000","2,768,000","3,097,000",,,,,"6,201,000","-4,005,000","-5,007,000",,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-200,000","-300,000","100,000","600,000","1,400,000","3,200,000","2,774,000","49,000","236,000","1,780,000","21,547,000","4,512,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,600,000","-4,400,000","-11,100,000","-4,300,000","11,900,000","-10,300,000","-1,800,000","291,962,000","248,000","33,998,000","-9,184,000","-26,500,000","26,855,000",,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"342,600,000","74,200,000","311,800,000","-25,000,000","-18,400,000","-16,000,000","-14,400,000","-15,200,000","-76,800,000","-99,000,000","-139,500,000","-134,500,000","-161,900,000","-154,400,000","-141,700,000","-155,300,000","-118,600,000","-106,700,000","-105,300,000","-83,500,000","-34,100,000","-12,700,000","-10,500,000","-10,400,000","-10,000,000","-800,000","-800,000","-62,900,000","21,700,000","0",,"1,800,000",,,,,,"-1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"3,373,600,000","799,300,000","1,095,900,000","726,100,000","752,300,000","535,000,000","536,500,000","661,300,000","989,300,000","624,100,000","723,200,000","702,100,000","640,200,000","670,500,000","561,800,000","756,800,000","788,700,000","574,700,000","607,300,000","637,300,000","707,000,000","594,200,000","548,800,000","566,100,000","578,500,000","468,500,000","516,400,000","448,100,000","523,800,000","473,800,000","429,100,000","422,100,000","446,400,000","307,000,000","398,900,000","507,500,000","387,600,000","353,500,000","395,800,000","510,700,000","433,400,000","369,700,000","545,900,000","509,300,000","511,600,000","427,200,000","415,700,000","480,100,000","398,900,000","356,300,000","355,800,000","374,900,000","350,500,000","111,163,000","396,000,000","333,564,000","407,237,000","336,692,000","334,320,000","209,433,000","215,357,000","170,748,000","170,514,000","179,894,000","150,501,000","125,742,000","128,291,000","136,204,000","118,142,000","94,091,000","99,879,000","96,274,000","77,412,000","50,120,000","52,881,000","59,370,000","43,754,000","52,981,000","32,256,000","31,092,000","28,590,000","23,390,000","29,942,000","23,523,000"
TaxProvision,"736,700,000","174,100,000","169,600,000","215,500,000","177,500,000","110,200,000","125,000,000","158,000,000","222,500,000","155,100,000","86,900,000","187,500,000","144,300,000","283,500,000","150,000,000","190,700,000","189,900,000","-2,364,500,000","298,700,000","221,500,000","307,200,000","220,800,000","76,000,000","246,000,000","210,700,000","176,800,000","156,500,000","183,100,000","193,400,000","167,300,000","139,100,000","158,300,000","179,800,000","113,900,000","162,600,000","196,200,000","150,200,000","185,400,000","176,900,000","257,300,000","167,100,000","-377,000,000","230,900,000","213,700,000","54,500,000","230,800,000","171,400,000","208,900,000","158,700,000","153,700,000","153,500,000","153,100,000","151,400,000","49,098,000","227,309,000","132,382,000","123,689,000","135,634,000","132,748,000","83,558,000","85,329,000","68,146,000","66,714,000","70,361,000","59,088,000","49,462,000","50,825,000","53,978,000","47,257,000","37,307,000","40,451,000","38,991,000","31,352,000","20,519,000","21,484,000","24,357,000","17,633,000","19,932,000","12,902,000","12,150,000","11,481,000","9,569,000","12,166,000","9,293,000"
NetIncomeCommonStockholders,"2,617,100,000","605,900,000","926,500,000","510,300,000","574,400,000","424,000,000","411,700,000","503,300,000","766,200,000","469,500,000","636,300,000","513,800,000","496,900,000","385,500,000","411,800,000","566,100,000","598,800,000","2,939,200,000","308,600,000","415,800,000","399,800,000","373,400,000","472,800,000","320,100,000","367,800,000","291,700,000","359,900,000","265,000,000","330,400,000","306,500,000","290,000,000","263,800,000","266,800,000","193,100,000","236,700,000","311,200,000","235,800,000","166,800,000","218,000,000","244,900,000","266,600,000","745,900,000","316,100,000","293,700,000","456,600,000","196,200,000","244,300,000","270,700,000","240,200,000","202,600,000","202,300,000","221,800,000","199,100,000","62,065,000","168,691,000","201,182,000","283,548,000","201,058,000","201,572,000","125,875,000","130,028,000","102,602,000","103,800,000","109,533,000","91,413,000","76,280,000","77,466,000","82,226,000","70,885,000","56,784,000","59,428,000","57,283,000","46,060,000","29,601,000","31,397,000","35,013,000","26,121,000","33,049,000","19,354,000","18,942,000","17,109,000","13,821,000","17,776,000","14,230,000"
	NetIncome,"2,636,400,000","625,200,000","926,500,000","510,300,000","574,400,000","424,000,000","411,700,000","503,300,000","766,200,000","469,500,000","636,300,000","513,800,000","496,900,000","385,500,000","411,800,000","566,100,000","598,800,000","2,939,200,000","308,600,000","415,800,000","399,800,000","373,400,000","472,800,000","320,100,000","367,800,000","291,700,000","359,900,000","265,000,000","330,400,000","306,500,000","290,000,000","263,800,000","266,800,000","193,100,000","236,700,000","311,200,000","235,800,000","166,800,000","218,000,000","244,900,000","266,600,000","745,900,000","316,100,000","293,700,000","456,600,000","196,200,000","244,300,000","270,700,000","240,200,000","202,600,000","202,300,000","221,800,000","199,100,000","62,065,000","168,691,000","201,182,000","283,548,000","201,058,000","201,572,000","125,875,000","130,028,000","102,602,000","103,800,000","109,533,000","91,413,000","76,280,000","77,466,000","82,226,000","70,885,000","56,784,000","59,428,000","57,283,000","46,060,000","29,601,000","31,397,000","35,013,000","26,121,000","33,049,000","19,354,000","18,942,000","17,109,000","13,821,000","17,776,000","14,230,000"
