name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
EBIT,"1,450,800,000","488,300,000","329,600,000","369,300,000","222,400,000","103,300,000","182,100,000","188,600,000","161,200,000","130,300,000","183,100,000","173,100,000","287,400,000","192,600,000","99,200,000","128,100,000","238,516,000","246,394,000","235,695,000","215,695,000","113,463,000","118,641,000","60,360,000","-56,331,000","84,428,000","77,665,000","79,601,000","143,617,000","82,135,000","100,414,000","104,723,000","120,669,000","130,185,000","125,133,000","123,560,000","102,192,000","59,434,000","20,769,000","12,877,000","100,012,000","100,268,000","92,671,000","99,181,000","121,841,000","128,094,000","122,063,000","129,043,000","110,425,000","91,835,000","77,642,000","59,312,000","40,174,000","47,232,000","40,474,000","87,181,000","86,632,000","108,495,000","79,240,000","55,674,000","85,019,000","85,289,000","81,482,000","91,359,000","89,681,000","89,452,000","84,588,000","79,295,000","73,029,000","68,120,000","65,622,000","75,051,000","49,854,000","59,336,000","53,852,000","47,594,000","10,512,000","39,302,000","49,174,000","4,545,000","40,396,000","33,645,000","29,861,000","30,536,000","28,429,000","21,994,000","56,098,000","56,015,000","48,034,000","41,030,000","35,769,000","31,049,000","27,582,000","2,884,000","25,120,000","24,664,000","17,488,000","19,344,000","17,583,000","25,563,000","23,955,000","22,204,000","20,791,000","18,517,000","17,089,000","18,100,000","19,500,000","18,100,000","16,200,000","14,400,000","13,000,000","11,800,000","10,300,000","8,500,000","7,200,000","5,200,000","3,100,000"
EBITDA,"2,588,900,000"
ReconciledCostOfRevenue,"2,029,100,000","519,300,000","519,700,000","505,200,000","484,900,000","451,000,000","448,700,000","454,000,000","450,100,000","450,600,000","460,900,000","448,800,000","447,600,000","544,900,000","692,100,000","531,400,000","353,078,000","353,473,000","366,403,000","356,746,000","335,868,000","336,930,000","428,321,000","417,951,000","227,491,000","219,760,000","213,172,000","199,172,000","203,476,000","201,030,000","213,401,000","198,013,000","178,672,000","176,214,000","179,498,000","173,485,000","167,398,000","191,318,000","165,750,000","149,055,000","145,038,000","145,377,000","145,608,000","154,759,000","154,394,000","151,427,000","157,266,000","121,358,000","109,549,000","104,103,000","103,321,000","96,514,000","89,286,000","87,379,000","105,553,000","104,575,000","101,784,000","99,553,000","103,935,000","105,527,000","103,575,000","101,294,000","105,973,000","104,073,000","98,626,000","94,626,000","92,742,000","91,022,000","88,732,000","88,596,000","94,317,000","91,316,000","85,299,000","80,948,000","77,292,000","105,762,000","68,069,000","77,071,000","78,239,000","75,848,000","73,519,000","70,718,000","70,793,000","69,488,000","104,642,000","79,052,000","79,149,000","72,173,000","66,032,000","61,754,000","57,244,000","52,955,000","51,511,000","49,525,000","52,307,000","50,231,000","47,062,000","53,746,000","50,895,000","47,835,000","46,521,000","43,562,000","39,722,000","37,525,000","25,300,000","29,900,000","27,600,000","24,900,000","22,700,000","21,900,000","20,500,000","18,700,000","17,500,000","17,200,000","15,900,000","14,400,000"
ReconciledDepreciation,"1,138,100,000","300,600,000","277,500,000","272,200,000","287,800,000","286,900,000","285,800,000","292,800,000","310,900,000","300,000,000","297,600,000","307,100,000","238,700,000","243,900,000","221,000,000","172,800,000","156,868,000","154,676,000","152,555,000","151,801,000","128,283,000","114,968,000","112,816,000","113,141,000","75,509,000","76,178,000","71,109,000","60,375,000","73,186,000","73,303,000","70,821,000","60,988,000","45,435,000","45,242,000","48,052,000","50,410,000","63,629,000","64,012,000","51,211,000","25,245,000","24,254,000","24,642,000","25,177,000","25,351,000","26,459,000","27,177,000","27,813,000","25,163,000","22,020,000","22,739,000","22,447,000","22,851,000","23,836,000","23,646,000","24,507,000","24,057,000","23,712,000","23,814,000","25,893,000","26,898,000","28,379,000","29,582,000","29,691,000","28,519,000","27,576,000","27,085,000","27,914,000","28,107,000","29,101,000","30,524,000","31,288,000","29,553,000","28,671,000","-2,743,000","26,868,000","58,831,000","28,181,000","27,825,000","27,842,000","27,228,000","26,451,000","27,973,000","27,072,000","27,543,000","29,255,000","26,219,000","26,246,000","22,606,000","20,698,000","16,446,000","15,541,000","15,787,000","15,948,000","16,717,000","16,653,000","15,833,000","14,488,000","13,987,000","13,123,000","12,170,000","10,330,000","10,051,000","9,987,000","9,785,000","9,400,000","7,800,000","6,700,000","6,100,000","5,400,000","4,400,000","3,900,000","3,400,000","2,900,000","2,000,000","1,400,000","1,400,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"963,600,000","352,800,000","242,000,000","252,800,000","116,000,000","36,200,000","73,600,000","123,600,000","99,900,000","311,100,000","108,900,000","50,700,000","174,700,000","49,200,000","96,300,000","35,700,000","146,743,000","-251,086,000","189,156,000","170,587,000","136,908,000","107,335,000","35,574,000","-109,225,000","67,355,000","61,211,000","64,899,000","130,667,000","99,402,000","86,057,000","93,641,000","89,909,000","111,495,000","105,401,000","99,806,000","78,579,000","59,690,000","10,173,000","-21,184,000","78,710,000","80,636,000","77,489,000","79,287,000","99,293,000","130,612,000","101,930,000","104,748,000","89,615,000","75,749,000","69,403,000","44,485,000","27,368,000","22,829,000","73,169,000","76,512,000","76,310,000","76,652,000","80,124,000","60,679,000","80,293,000","127,708,000","72,849,000","79,488,000","76,984,000","75,568,000","40,124,000","65,653,000","61,024,000","56,403,000","53,140,000","60,443,000","43,799,000","46,845,000","40,843,000","36,104,000","13,470,000","30,649,000","37,037,000","10,263,000","21,726,000","26,316,000","23,577,000","23,148,000","21,773,000","20,870,000","42,772,000","42,334,000","36,860,000","30,568,000","26,437,000","23,088,000","20,199,000","1,897,000","17,854,000","17,563,000","12,774,000","14,227,000","13,127,000","19,182,000","17,832,000","16,565,000","14,755,000","13,126,000","6,686,000","13,800,000","5,800,000","12,800,000","11,500,000","10,800,000","9,400,000","8,500,000","7,500,000","7,000,000","5,800,000","3,700,000","2,800,000"
TotalUnusualItemsExcludingGoodwill,"-200,400,000","-15,800,000","-95,400,000","-10,800,000","-78,400,000","-146,400,000","-49,400,000","-27,100,000","-20,600,000","-17,800,000","-3,700,000","-10,000,000","15,000,000","1,100,000","-22,300,000","-40,100,000","-222,000","-2,336,000","-19,872,000","-11,070,000","-89,965,000","-20,944,000","-9,543,000","-22,035,000","-770,000","5,018,000","-6,648,000","-1,557,000","-51,389,000","-1,003,000","-775,000","-304,000","-533,000","-801,000","11,000","-1,701,000","-7,222,000","-2,559,000","-21,323,000","-532,000","-587,000","816,000","-2,454,000","1,036,000","-56,000","-271,000","1,315,000","-976,000","750,000","128,000","2,107,000","5,694,000","5,674,000","-20,878,000","1,671,000","2,745,000","1,356,000","205,000","-26,711,000","822,000","-140,000","260,000","16,000","176,000","463,000","374,000","77,000","1,121,000","713,000","-342,000","421,000","-20,135,000","1,606,000","731,000","36,000","-1,275,000","711,000","-27,000","-41,297,000","-9,316,000","-73,000","86,000","20,000","343,000","-17,505,000","1,129,000","209,000","126,000","258,000","40,000","365,000","107,000","-23,358,000","38,000","229,000","-5,170,000","137,000","-5,089,000","156,000","13,000","7,000","186,000","134,000","-7,583,000","1,100,000","-10,800,000","400,000","500,000","1,000,000","300,000","200,000","400,000","500,000","400,000","100,000","300,000"
TotalUnusualItems,"-200,400,000","-15,800,000","-95,400,000","-10,800,000","-78,400,000","-146,400,000","-49,400,000","-27,100,000","-20,600,000","-17,800,000","-3,700,000","-10,000,000","15,000,000","1,100,000","-22,300,000","-40,100,000","-222,000","-2,336,000","-19,872,000","-11,070,000","-89,965,000","-20,944,000","-9,543,000","-22,035,000","-770,000","5,018,000","-6,648,000","-1,557,000","-51,389,000","-1,003,000","-775,000","-304,000","-533,000","-801,000","11,000","-1,701,000","-7,222,000","-2,559,000","-21,323,000","-532,000","-587,000","816,000","-2,454,000","1,036,000","-56,000","-271,000","1,315,000","-976,000","750,000","128,000","2,107,000","5,694,000","5,674,000","-20,878,000","1,671,000","2,745,000","1,356,000","205,000","-26,711,000","822,000","-140,000","260,000","16,000","176,000","463,000","374,000","77,000","1,121,000","713,000","-342,000","421,000","-20,135,000","1,606,000","731,000","36,000","-1,275,000","711,000","-27,000","-41,297,000","-9,316,000","-73,000","86,000","20,000","343,000","-17,505,000","1,129,000","209,000","126,000","258,000","40,000","365,000","107,000","-23,358,000","38,000","229,000","-5,170,000","137,000","-5,089,000","156,000","13,000","7,000","186,000","134,000","-7,583,000","1,100,000","-10,800,000","400,000","500,000","1,000,000","300,000","200,000","400,000","500,000","400,000","100,000","300,000"
NormalizedEBITDA,"2,789,300,000","804,700,000","702,500,000","652,300,000","588,600,000","536,600,000","517,300,000","508,500,000","492,700,000","448,100,000","484,400,000","490,200,000","511,100,000","435,400,000","342,500,000","341,000,000","395,606,000","403,406,000","408,122,000","378,566,000","331,711,000","254,553,000","182,719,000","78,845,000","160,707,000","148,825,000","157,358,000","205,549,000","206,710,000","174,720,000","176,319,000","181,961,000","176,153,000","171,176,000","171,601,000","154,303,000","130,285,000","87,340,000","85,411,000","125,789,000","125,109,000","116,497,000","126,812,000","146,156,000","154,609,000","149,511,000","155,541,000","136,564,000","113,105,000","100,253,000","79,652,000","57,331,000","65,394,000","84,998,000","110,017,000","107,944,000","130,851,000","102,849,000","108,278,000","111,095,000","113,808,000","110,804,000","121,034,000","118,024,000","116,565,000","111,299,000","107,132,000","100,015,000","96,508,000","96,488,000","105,918,000","99,542,000","86,401,000","53,121,000","74,426,000","70,618,000","66,772,000","77,026,000","73,684,000","76,940,000","60,169,000","57,748,000","57,588,000","55,629,000","68,754,000","81,188,000","82,052,000","70,514,000","61,470,000","52,175,000","46,225,000","43,262,000","42,190,000","41,799,000","41,088,000","38,491,000","33,695,000","36,659,000","38,530,000","36,112,000","32,527,000","30,656,000","28,370,000","34,457,000","26,400,000","38,100,000","24,400,000","21,800,000","18,800,000","17,100,000","15,500,000","13,300,000","10,900,000","8,800,000","6,500,000","4,200,000"
TaxRateForCalcs,"0.16","0.201","0.086","0.149","0.197","0.27","0.171","0.27","0.27","0.27","0.27","0.27","0.27","0.105","0.27","0.052","0.22","0.4","0.4","0.026","0.4","0.4","0.4","0.204","0.4","0.4","0.4","0.091","0.4","0.016","0.35","0.16","0.057","0.064","0.103","0.13","0.35","0.35","0.35","0.134","0.123","0.074","0.122","0.128","0.35","0.109","0.134","0.127","0.098","0.007","0.133","0.162","0.211","0.35","0.181","0.181","0.137","0.122","0.135","0.203","0.35","0.24","0.24","0.24","0.24","0.4","0.24","0.24","0.24","0.24","0.24","0.183","0.255","0.257","0.255","0.4","0.245","0.255","0.4","0.328","0.24","0.24","0.27","0.27","0.283","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.252","0.27","0.27","0.27","0.238","0.284","0.281","0.286","0.255","0.266","0.261","0.265","0.205","0.205","0.275","0.067"
TaxEffectOfUnusualItems,"-32,145,717.522","-3,174,314.836","-8,214,199.396","-1,607,272.727","-15,419,390.582","-39,528,000","-8,455,855.856","-7,317,000","-5,562,000","-4,806,000","-999,000","-2,700,000","4,050,000","116,000","-6,021,000","-2,085,200","-48,910.796","-934,400","-7,948,800","-287,820","-35,986,000","-8,377,600","-3,817,200","-4,495,140","-308,000","2,007,200","-2,659,200","-141,687","-20,555,600","-16,210.266","-271,250","-48,640","-30,336.962","-51,131.444","1,127.637","-221,130","-2,527,700","-895,650","-7,463,050","-71,288","-72,070.69","60,344.037","-298,574.078","132,273.716","-19,600","-29,520.95","176,604.159","-124,235.982","73,645.487","871.907","279,265.22","921,885.714","1,195,342.023","-7,307,300","302,462.054","496,854.575","185,779.984","25,048.643","-3,604,294.238","166,859.236","-49,000","62,400.108","3,839.945","42,240.348","111,121.49","149,600","18,479.643","269,064.012","171,116.541","-82,079.804","101,038.941","-3,682,695.745","409,545.324","187,853.263","9,179.588","-510,000","173,921.107","-6,884.962","-16,518,800","-3,058,675.57","-17,519.494","20,641.331","5,402.491","92,618.165","-4,960,641.589","304,833.083","56,430.577","34,017.904","69,660.123","10,799.945","98,538.228","28,887.564","-6,295,956.873","10,258.26","61,830.666","-1,395,979.77","36,948.719","-1,373,990.379","42,121.247","3,509.846","1,763.12","50,204.354","36,175.528","-2,048,676.455","261,325.967","-3,066,666.667","112,359.551","142,857.143","255,172.414","79,687.5","52,173.913","105,882.353","102,272.727","82,191.781","27,450.98","20,000"
