name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
NormalizedIncome,"947,389,179.932","325,920,660","214,765,850","210,173,350","192,514,516","162,633,225","196,961,520","251,378,000","134,503,734","110,381,340","170,095,230","113,947,784","128,563,175","153,792,130","261,041,080","78,238,080","103,381,681","-3,152,990","-117,039,400","120,199,800","64,928,270","93,685,517","78,138,381.695","64,789,346","70,573,378","61,446,629","48,831,153.904","54,231,850","55,257,207","75,096,342","62,240,500","65,581,760","63,418,370","66,846,757","56,987,293.97","52,101,917","67,499,040","65,628,100","27,167,991.224","76,735,000","14,866,027.545","54,123,038.562","42,323,380.002","54,625,286.329","77,933,550","43,000,871.589","18,372,468.561","42,918,954.406","34,114,343.549","132,446,700","9,903,647.943","45,280,888.601","42,605,095.757","53,590,894.849","72,039,419.508","58,953,450","43,281,034.978","46,846,392.744","40,258,021.61","23,370,033.701","31,298,318.454","20,811,426.971","888,730.596","8,309,600","6,763,400","1,100,000","-15,142,400","-4,243,000","-5,765,200","-13,950,309.335","-27,963,461.257","40,587,248.409","28,048,517.532","32,940,151.253","43,125,222.694","45,833,409.652","28,730,000","27,914,893.148","-19,680,600","23,000,842.992","13,575,144.55","6,335,551.613","8,917,537.487","1,190,680","-2,415,993.576","-7,862,640.609","-30,875,532.149","35,487,894.265","27,757,600","40,397,944.2","46,604,621.309","38,542,638.037","30,560,000","34,618,855.219","26,520,000","32,325,095.057","29,124,031.008","-11,240,000","26,131,395.349","17,493,464.052","8,000,000","13,723,140.496","11,592,307.692","11,575,520.833","10,741,474.654","10,444,067.797","8,567,484.663","8,612,068.966","7,932,352.941","7,125,000","10,538,181.818","3,125,000","5,800,000","4,214,084.507","4,076,470.588","3,572,413.793","2,872,340.426","2,270,270.27","1,654,545.455","1,806,451.613","1,536,000","1,272,727.273","1,100,000","1,000,000","800,000","600,000","900,000","900,000","900,000","900,000"
InterestIncome,"2,990,000","858,000","1,029,000","657,000","447,000","310,000","424,000","780,000","879,000","1,478,000","1,579,000","1,789,000","1,927,000","1,565,000","1,664,000","1,096,000","927,000","1,636,000","2,494,000","2,015,000","1,499,000","1,233,000","1,216,000","1,031,000","889,000","580,000","545,000","540,000","552,000","1,148,000","327,000","294,000","314,000","367,000","328,000","301,000","928,000","335,000",,,,"478,000","431,000","521,000","552,000",,,"1,315,000","1,502,000","1,728,000",,"2,364,000","2,782,000","3,643,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"3,126,000","500,000","1,064,000","757,000","807,000","739,000","750,000","941,000","1,846,000","1,603,000","1,051,000","2,214,000","3,841,000","4,554,000","4,326,000","4,558,000","3,880,000","2,843,000","1,816,000","2,320,000","1,860,000","1,308,000","1,042,000","1,208,000","848,000","673,000","757,000","599,000","804,000","653,000","241,000","715,000","582,000","357,000","371,000","404,000","456,000","464,000",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-136,000","358,000","-35,000","-100,000","-360,000","-429,000","-326,000","-161,000","-967,000","-125,000","528,000","-425,000","-1,914,000","-2,989,000","-2,662,000","-3,462,000","-2,953,000","-1,207,000","678,000","-305,000","-361,000","-75,000","174,000","-177,000","41,000","-93,000","-212,000","-59,000","-252,000","495,000","86,000","-421,000","-268,000","10,000","-43,000","-103,000","472,000","-129,000","431,000","-650,000","-485,000","478,000","431,000","521,000","552,000",,,"1,315,000","1,502,000","1,728,000",,"2,364,000","2,782,000","3,643,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"958,779,000","327,743,000","200,142,000","214,094,000","216,802,000","177,843,000","192,316,000","237,795,000","112,012,000","101,176,000","132,674,000","135,125,000","137,758,000","151,609,000","56,574,000","76,451,000","123,179,000","122,946,000","101,742,000","115,111,000","63,880,000","109,669,000","83,794,000","86,439,000","98,071,000","65,015,000","56,675,000","65,792,000","84,688,000","77,268,000","62,369,000","71,486,000","68,641,000","71,541,000","59,428,000","58,576,000","87,163,000","72,194,000","52,592,000","63,395,000","17,136,000","70,003,000","56,317,000","58,179,000","51,685,000","46,662,000","33,257,000","50,793,000","44,968,000","55,092,000","24,922,000","61,089,000","54,668,000","67,572,000","65,304,000","54,832,000","49,937,000","53,839,000","38,976,000","25,098,000","37,348,000","19,822,000","11,434,000","13,153,000","8,111,000","10,690,000","7,311,000","9,974,000","7,771,000","9,446,000","-7,017,000","67,335,000","63,290,000","69,918,000","84,936,000","88,175,000","49,661,000","39,736,000","89,640,000","-76,922,000","19,503,000","9,098,000","13,114,000","1,751,000","-3,553,000","-11,563,000","-47,977,000","53,065,000","40,847,000","61,000,000","68,500,000","60,600,000","55,400,000","51,000,000","57,200,000","48,900,000","44,100,000","-9,200,000","41,700,000","26,400,000","15,600,000","20,400,000","19,100,000","17,600,000","16,300,000","15,900,000","14,700,000","13,500,000","12,400,000","11,300,000","17,800,000","5,000,000","8,600,000","6,800,000","6,600,000","5,600,000","4,400,000","3,500,000","3,200,000","2,800,000","2,400,000","2,000,000","-23,700,000","11,100,000","9,600,000","8,100,000","-11,400,000","5,500,000","5,500,000","5,500,000"
EBITDA,"1,173,512,000"
ReconciledCostOfRevenue,"730,558,000","204,299,000","190,970,000","162,428,000","172,861,000","165,761,000","183,003,000","148,861,000","141,669,000","150,000,000","143,280,000","147,451,000","149,984,000","151,846,000","142,324,000","142,616,000","136,606,000","146,775,000","129,342,000","130,384,000","122,312,000","114,318,000","99,486,000","96,144,000","87,864,000","79,943,000","89,496,000","83,175,000","79,886,000","80,546,000","75,862,000","72,902,000","72,590,000","67,513,000","79,154,000","73,789,000","66,518,000","69,886,000","66,103,000","64,410,000","62,514,000","61,410,000","57,338,000","56,324,000","56,462,000","56,377,000","53,557,000","47,750,000","47,446,000","42,722,000","49,429,000","48,138,000","43,650,000","43,792,000","46,295,000","48,283,000","45,372,000","42,568,000","41,230,000","39,873,000","36,564,000","37,840,000","34,559,000","34,648,000","34,741,000","32,832,000","27,831,000","28,724,000","27,922,000","28,345,000","26,958,000","24,590,000","25,492,000","22,136,000","26,032,000","20,480,000","21,573,000","23,440,000","21,055,000","20,937,000","21,156,000","22,560,000","21,875,000","20,725,000","18,860,000","20,512,000","20,629,000","18,586,000","18,512,000","18,100,000","19,000,000","19,600,000","14,000,000","10,100,000","14,200,000","12,500,000","10,800,000","12,100,000","8,200,000","8,700,000","6,400,000","5,900,000","5,100,000","5,200,000","5,000,000","4,800,000","4,300,000","4,800,000","3,000,000","2,100,000","3,300,000","3,700,000","3,100,000","2,600,000","2,700,000","1,600,000","2,200,000","1,900,000","1,200,000","1,800,000","1,800,000","1,200,000",,,,,,,,
ReconciledDepreciation,"214,733,000","61,685,000","52,402,000","51,208,000","49,438,000","50,628,000","50,830,000","54,078,000","52,846,000","52,232,000","49,543,000","49,292,000","51,011,000","51,830,000","58,962,000","53,416,000","52,909,000","43,920,000","45,330,000","47,068,000","47,580,000","49,464,000","49,218,000","50,588,000","50,790,000","56,436,000","57,286,000","52,484,000","51,522,000","50,529,000","52,076,000","49,165,000","47,871,000","43,714,000","45,648,000","47,602,000","47,090,000","47,064,000","41,764,000","40,214,000","42,897,000","31,965,000","31,591,000","31,961,000","33,322,000","31,676,000","29,429,000","21,554,000","24,566,000","25,652,000","26,872,000","24,853,000","24,310,000","25,418,000","23,608,000","23,291,000","24,911,000","25,333,000","27,523,000","25,168,000","25,497,000","27,179,000","28,944,000","27,572,000","28,245,000","29,729,000","35,138,000","38,807,000","50,630,000","50,482,000","48,244,000","48,258,000","48,042,000","48,230,000","46,337,000","46,899,000","46,972,000","43,902,000","46,265,000","35,569,000","17,592,000","16,674,000","17,013,000","16,158,000","16,275,000","15,716,000","17,187,000","17,179,000","15,104,000","14,300,000","14,600,000","13,700,000","12,200,000","11,500,000","11,500,000","10,800,000","10,500,000","11,400,000","8,300,000","7,500,000","8,300,000","6,300,000","5,700,000","5,300,000","4,200,000","3,500,000","4,100,000","2,500,000","4,800,000","4,100,000","3,500,000","3,100,000","3,500,000","2,000,000","1,800,000","2,700,000","1,700,000","1,500,000","1,500,000","1,200,000","1,100,000","1,400,000",,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"908,858,000","313,687,000","201,447,000","198,646,000","195,078,000","162,345,000","197,455,000","252,911,000","109,920,000","104,061,000","160,714,000","99,929,000","118,210,000","153,514,000","254,328,000","79,409,000","102,472,000","-3,691,000","-120,082,000","116,751,000","53,306,000","86,588,000","72,697,000","64,718,000","69,376,000","60,035,000","49,762,000","55,387,000","55,596,000","65,189,000","62,455,000","65,656,000","63,317,000","67,696,000","56,890,000","52,297,000","68,691,000","69,922,000","29,081,000","75,656,000","20,971,000","56,694,000","39,942,000","52,082,000","81,114,000","48,226,000","25,401,000","39,327,000","39,549,000","132,786,000","19,528,000","47,436,000","48,288,000","52,429,000","46,397,000","57,749,000","39,387,000","46,445,000","41,014,000","24,855,000","41,265,000","23,357,000","10,120,000","7,550,000","5,375,000","1,697,000","-13,475,000","17,294,000","-4,972,000","-14,325,000","-28,382,000","41,828,000","28,739,000","32,152,000","44,575,000","48,475,000","22,289,000","34,385,000","-97,836,000","-137,589,000","21,380,000","14,052,000","20,398,000","14,450,000","12,490,000","9,464,000","-22,270,000","41,371,000","33,574,000","45,100,000","53,000,000","41,400,000","26,600,000","40,400,000","11,400,000","34,700,000","25,500,000","-8,300,000","22,700,000","20,200,000","10,400,000","16,200,000","13,700,000","12,700,000","-14,300,000","11,700,000","10,500,000","3,700,000","8,700,000","7,500,000","6,900,000","3,500,000","200,000","4,400,000","4,200,000","3,700,000","3,000,000","2,400,000","2,100,000","2,000,000","1,600,000","1,400,000","1,100,000","1,000,000","800,000","600,000","900,000","900,000","900,000","900,000"
TotalUnusualItemsExcludingGoodwill,"-40,568,000","-12,770,000","-18,245,000","-12,395,000","2,842,000","-315,000","676,000","2,100,000","-24,633,000","-8,658,000","-12,851,000","-18,642,000","-11,725,000","-381,000","-9,196,000","1,604,000","-1,059,000","-737,000","-5,071,000","-5,748,000","-13,530,000","-8,883,000","-6,194,000","-94,000","-1,677,000","-1,513,000","1,046,000","1,359,000","511,000","-11,642,000","330,000","80,000","-109,000","893,000","-101,000","217,000","1,505,000","4,404,000","2,811,000","-1,660,000","6,838,000","3,348,000","-3,193,000","-2,733,000","4,893,000","5,670,000","10,984,000","-4,361,000","7,403,000","522,000","15,679,000","3,020,000","7,663,000","-1,544,000","-30,795,000","-1,853,000","-4,952,000","-520,000","870,000","2,021,000","13,771,000","3,025,000","14,573,000","-1,266,000","-2,314,000","995,000","2,779,000","35,895,000","1,322,000","-501,000","-495,000","1,277,000","925,000","-1,069,000","2,052,000","3,707,000","-10,735,000","9,210,000","-130,259,000","-188,358,000","11,213,000","11,081,000","16,883,000","19,499,000","21,921,000","25,481,000","13,372,000","8,797,000","9,694,000","7,100,000","9,400,000","4,500,000","-6,600,000","8,500,000","-25,200,000","3,600,000","-5,500,000","4,900,000","-5,200,000","4,100,000","4,000,000","3,700,000","3,200,000","1,700,000","-38,000,000","1,900,000","3,000,000","-7,700,000","1,200,000","600,000","-5,800,000","600,000","-8,400,000","300,000","200,000","200,000","200,000","200,000","700,000","300,000","100,000","200,000",,,,,,,,
TotalUnusualItems,"-40,568,000","-12,770,000","-18,245,000","-12,395,000","2,842,000","-315,000","676,000","2,100,000","-24,633,000","-8,658,000","-12,851,000","-18,642,000","-11,725,000","-381,000","-9,196,000","1,604,000","-1,059,000","-737,000","-5,071,000","-5,748,000","-13,530,000","-8,883,000","-6,194,000","-94,000","-1,677,000","-1,513,000","1,046,000","1,359,000","511,000","-11,642,000","330,000","80,000","-109,000","893,000","-101,000","217,000","1,505,000","4,404,000","2,811,000","-1,660,000","6,838,000","3,348,000","-3,193,000","-2,733,000","4,893,000","5,670,000","10,984,000","-4,361,000","7,403,000","522,000","15,679,000","3,020,000","7,663,000","-1,544,000","-30,795,000","-1,853,000","-4,952,000","-520,000","870,000","2,021,000","13,771,000","3,025,000","14,573,000","-1,266,000","-2,314,000","995,000","2,779,000","35,895,000","1,322,000","-501,000","-495,000","1,277,000","925,000","-1,069,000","2,052,000","3,707,000","-10,735,000","9,210,000","-130,259,000","-188,358,000","11,213,000","11,081,000","16,883,000","19,499,000","21,921,000","25,481,000","13,372,000","8,797,000","9,694,000","7,100,000","9,400,000","4,500,000","-6,600,000","8,500,000","-25,200,000","3,600,000","-5,500,000","4,900,000","-5,200,000","4,100,000","4,000,000","3,700,000","3,200,000","1,700,000","-38,000,000","1,900,000","3,000,000","-7,700,000","1,200,000","600,000","-5,800,000","600,000","-8,400,000","300,000","200,000","200,000","200,000","200,000","700,000","300,000","100,000","200,000",,,,,,,,
NormalizedEBITDA,"1,214,080,000","402,198,000","270,789,000","277,697,000","263,398,000","228,786,000","242,470,000","289,773,000","189,491,000","162,066,000","195,068,000","203,059,000","200,494,000","203,820,000","124,732,000","128,263,000","177,147,000","167,603,000","152,143,000","167,927,000","124,990,000","168,016,000","139,206,000","137,121,000","150,538,000","122,964,000","112,915,000","116,917,000","135,699,000","139,439,000","114,115,000","120,571,000","116,621,000","114,362,000","105,177,000","105,961,000","132,748,000","114,854,000","91,545,000","105,269,000","53,195,000","98,620,000","91,101,000","92,873,000","80,114,000","72,668,000","51,702,000","76,708,000","62,131,000","80,222,000","36,115,000","82,922,000","71,315,000","94,534,000","119,707,000","79,976,000","79,800,000","79,692,000","65,629,000","48,245,000","49,074,000","43,976,000","25,805,000","41,991,000","38,670,000","39,424,000","39,670,000","12,886,000","57,079,000","60,429,000","41,722,000","114,316,000","110,407,000","119,217,000","129,221,000","131,367,000","107,368,000","74,428,000","266,164,000","147,005,000","25,882,000","14,691,000","13,244,000","-1,590,000","-9,199,000","-21,328,000","-44,162,000","61,447,000","46,257,000","68,200,000","73,700,000","69,800,000","74,200,000","54,000,000","93,900,000","56,100,000","60,100,000","-2,700,000","55,200,000","29,800,000","19,900,000","23,000,000","21,600,000","21,200,000","58,500,000","17,500,000","15,800,000","23,900,000","16,000,000","14,800,000","27,100,000","7,500,000","20,500,000","8,500,000","8,200,000","8,100,000","5,900,000","4,800,000","4,000,000","3,700,000","3,800,000","3,200,000","-23,700,000","11,100,000","9,600,000","8,100,000","-11,400,000","5,500,000","5,500,000","5,500,000"
TaxRateForCalcs,"0.05","0.042","0.27","0.07","0.098","0.085","0.27","0.27","0.002","0.27","0.27","0.248","0.117","0.27","0.27","0.27","0.141","0.27","0.4","0.4","0.141","0.201","0.122","0.241","0.286","0.067","0.11","0.15","0.337","0.149","0.35","0.072","0.07","0.049","0.037","0.101","0.208","0.025","0.319","0.35","0.107","0.232","0.254","0.069","0.35","0.078","0.36","0.176","0.266","0.35","0.386","0.286","0.258","0.247","0.167","0.35","0.214","0.228","0.131","0.265","0.276","0.158","0.367","0.4","0.4","0.4","0.4","0.4","0.4","0.252","0.154","0.028","0.254","0.263","0.293","0.287","0.4","0.297","0.4","0.147","0.304","0.304","0.32","0.32","0.32","0.32","0.356","0.331","0.4","0.338","0.32","0.365","0.4","0.32","0.4","0.34","0.341","0.4","0.34","0.34","0.4","0.331","0.341","0.339","0.341","0.339","0.356","0.362","0.36","0.375","0.373","0.375","0.333","0.38","0.382","0.362","0.362","0.351","0.364","0.355","0.36","0.364","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-2,036,820.068","-536,340","-4,926,150","-867,650","278,516","-26,775","182,520","567,000","-49,266","-2,337,660","-3,469,770","-4,623,216","-1,371,825","-102,870","-2,482,920","433,080","-149,319","-198,990","-2,028,400","-2,299,200","-1,907,730","-1,785,483","-752,618.305","-22,654","-479,622","-101,371","115,153.904","203,850","172,207","-1,734,658","115,500","5,760","-7,630","43,757","-3,706.03","21,917","313,040","110,100","897,991.224","-581,000","733,027.545","777,038.562","-811,619.998","-189,713.671","1,712,550","444,871.589","3,955,468.561","-769,045.594","1,968,343.549","182,700","6,054,647.943","864,888.601","1,980,095.757","-382,105.151","-5,152,580.492","-648,550","-1,057,965.022","-118,607.256","114,021.61","536,033.701","3,804,318.454","479,426.971","5,341,730.596","-506,400","-925,600","398,000","1,111,600","14,358,000","528,800","-126,309.335","-76,461.257","36,248.409","234,517.532","-280,848.747","602,222.694","1,065,409.652","-4,294,000","2,739,893.148","-52,103,600","-27,768,157.008","3,408,144.55","3,364,551.613","5,402,537.487","6,239,680","7,015,006.424","8,154,359.391","4,766,467.851","2,913,894.265","3,877,600","2,397,944.2","3,004,621.309","1,642,638.037","-2,640,000","2,718,855.219","-10,080,000","1,225,095.057","-1,875,968.992","1,960,000","-1,768,604.651","1,393,464.052","1,600,000","1,223,140.496","1,092,307.692","575,520.833","-12,958,525.346","644,067.797","1,067,484.663","-2,787,931.034","432,352.941","225,000","-2,161,818.182","225,000","-2,800,000","114,084.507","76,470.588","72,413.793","72,340.426","70,270.27","254,545.455","106,451.613","36,000","72,727.273","0","0","0","0","0","0","0","0"
