name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,10/31/1991,07/31/1991
DilutedAverageShares,,"616,612,000","548,766,000","432,489,000","432,264,000","431,708,000","429,994,000","431,170,000","430,505,000","423,857,000","421,002,000","420,646,000","420,763,000","419,886,000","419,764,000","421,928,000","424,521,000","424,088,000","424,311,000","424,944,000","424,146,000","424,249,000","420,073,000","419,302,000","414,145,000","413,346,000","412,686,000","413,086,000","415,396,000","411,000,000","411,101,000","410,005,000","409,444,000","408,995,000","408,866,000","408,831,000","407,666,000","406,837,000","406,747,000","406,476,000","407,279,000",,"407,292,000","407,562,000","407,361,000",,"406,253,000","406,009,000","405,713,000",,"378,127,000","368,254,000","271,158,000",,"258,933,000","257,318,000","255,916,000",,"256,497,000","257,398,000","257,422,000",,"246,146,000","246,048,000","233,620,000",,"228,983,333","231,222,857","229,783,562",,"226,446,281","224,659,016","224,524,590",,"221,487,500","214,426,087","210,641,270",,"211,875,472","209,059,259","212,396,226",,"195,211,111","193,104,878","192,794,805",,"189,895,775","184,900,000","183,004,348",,"182,101,950","180,746,626","219,334,777",,"157,347,069","164,917,541","149,925,037",,"140,384,353","139,930,035","140,384,353",,"133,958,995","125,463,584","125,463,584",,"119,083,315","113,766,646","109,036,391",,"106,498,475","104,430,543","108,407,335",,"91,065,578","87,384,879","74,445,536",,"75,676,447","61,397,872","63,126,332","29,985,007","29,985,007"
TotalOperatingIncomeAsReported,"424,286,000","125,792,000","76,257,000","117,769,000","104,468,000","80,302,000","72,882,000","64,120,000","115,308,000","136,616,000","99,468,000","107,400,000","134,103,000","291,913,000","102,206,000","84,349,000","103,938,000","79,086,000","99,845,000","65,911,000","92,637,000","71,817,000","76,080,000","53,667,000","99,259,000","82,407,000","74,987,000","92,212,000","93,966,000","89,552,000","89,796,000","7,772,000","78,595,000","91,353,000","8,729,000","48,984,000","77,134,000","55,302,000","75,037,000","55,283,000","67,481,000","70,049,000","71,655,000","76,628,000","68,223,000","69,614,000","71,042,000","77,392,000","159,132,000","76,288,000","64,021,000",,,,"17,283,000","30,831,000","100,351,000","47,481,000","50,222,000","100,347,000","115,694,000","106,241,000","112,326,000","110,834,000","104,394,000","99,195,000","97,095,000","94,975,000","95,074,000","92,222,000","91,880,000","97,433,000","103,379,000","85,273,000","90,275,000","89,451,000","90,461,000","161,504,000","61,885,000","64,166,000","65,207,000","67,374,000","67,812,000","70,628,000","70,184,000","70,090,000","70,419,000","68,765,000","67,039,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentExpenseSupplemental,"13,773,000","4,067,000","3,678,000","2,993,000","3,035,000","2,841,000","2,767,000","2,827,000","2,835,000","2,859,000","2,836,000","2,924,000","2,692,000","2,667,000","2,702,000","2,742,000","2,818,000","2,833,000","2,764,000","2,765,000","2,783,000","2,719,000","2,728,000","2,728,000","2,818,000","2,868,000","2,913,000","3,012,000","3,554,000","3,888,000","3,559,000","3,498,000","3,305,000","3,323,000","3,319,000","3,380,000","3,325,000","3,304,000","3,270,000","2,932,000","3,269,000","3,324,000","3,461,000","3,808,000","3,299,000",,"3,505,000",,,,,,,,"3,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"917,352,000","296,219,000","246,477,000","186,811,000","187,845,000","186,811,000","186,513,000","176,508,000","175,309,000","183,842,000","172,819,000","174,784,000","180,327,000","176,776,000","177,538,000","186,181,000","192,494,000","203,088,000","192,056,000","201,546,000","199,334,000","200,069,000","198,923,000","185,608,000","192,103,000","200,988,000","207,337,000","186,390,000","183,099,000","160,092,000","166,109,000","164,104,000","164,451,000","156,419,000","158,003,000","161,778,000","160,846,000","164,875,000","156,253,000","155,641,000","159,800,000","181,175,000","144,954,000","143,950,000","164,512,000","152,932,000","151,046,000","150,351,000","157,633,000","150,960,000","141,785,000","122,700,000","144,872,000","176,045,000","120,445,000","99,667,000","127,764,000","132,245,000","123,490,000","70,438,000","42,583,000","41,561,000","41,463,000","40,668,000","38,311,000","35,173,000","33,346,000","33,162,000","36,969,000","32,526,000","31,394,000","33,593,000","36,548,000","30,720,000","31,113,000","31,829,000","34,769,000","-26,854,000","49,216,000","51,312,000","50,784,000","47,478,000","46,483,000","47,239,000","51,417,000","46,368,000","45,307,000","46,102,000","45,317,000","314,830,000","-43,900,000","-43,900,000","-47,900,000","240,734,342","-41,500,000","-29,200,000","-27,400,000","141,866,227","-21,400,000","-18,400,000","-18,600,000","122,659,400","-16,300,000","-18,000,000","-18,500,000","-16,000,000","-15,900,000","-16,000,000","-15,400,000","-35,900,000","-14,900,000","-15,200,000","-14,500,000","-17,700,000","-15,500,000","-15,300,000","-14,900,000","-14,400,000","-13,600,000","-14,200,000","-14,500,000","-17,400,000","-17,700,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"844,059,000","81,681,000","507,739,000","116,697,000","137,942,000","172,606,000","-38,394,000","747,893,000","90,100,000","109,419,000","83,990,000","101,027,000","116,169,000","268,622,000","71,908,000","70,146,000","87,119,000","53,460,000","80,497,000","123,533,000","75,047,000","67,423,000","-53,316,000","164,141,000","113,817,000","339,607,000","49,907,000","100,501,000","278,287,000","52,781,000","194,708,000","89,123,000","87,000,000","61,257,000","55,223,000","51,139,000","67,230,000","84,082,000","54,941,000","65,053,000","53,638,000","46,397,000","54,981,000","38,709,000","28,963,000","34,712,000","30,333,000","22,226,000","50,844,000","48,310,000","40,108,000","-136,206,000","38,398,000","-51,523,000","108,584,000","94,374,000","98,467,000","83,039,000","78,005,000","119,382,000","112,139,000","131,899,000","91,427,000","108,744,000","96,195,000","107,667,000","85,343,000","83,837,000","86,780,000","75,807,000","78,511,000","71,430,000","71,389,000","84,069,000","91,504,000","61,346,000","70,961,000","62,962,000","60,756,000","61,055,000","60,894,000","61,882,000","59,250,000","59,352,000","56,053,000","53,858,000","51,512,000","50,946,000","48,709,000","49,278,000","45,600,000","42,400,000","39,500,000","42,066,331","36,100,000","27,500,000","25,500,000","23,536,445","20,600,000","21,000,000","20,600,000","19,626,893","19,800,000","18,400,000","15,900,000","13,100,000","13,900,000","12,900,000","12,000,000","10,500,000","10,300,000","10,100,000","10,200,000","9,500,000","8,600,000","10,200,000","7,000,000","5,400,000","5,300,000","4,300,000","4,000,000","-2,500,000","2,100,000"
NormalizedIncome,"364,030,401.97","121,175,001.592","96,749,643.298","77,359,751.752","67,619,246.893","25,216,371.382","23,558,180","29,155,995.482","89,227,570.276","85,159,221.952","91,716,320","102,989,970","96,881,509.477","86,060,177.673","83,659,540","86,843,290","94,758,392.628","84,782,977.593","83,315,200","141,364,400","76,017,200","82,507,000","-19,867,800","195,468,800","118,140,338.051","350,092,000","55,343,195.756","109,776,400","282,806,588.778","81,061,094.274","107,219,136.569","158,463,092.922","74,012,467.806","61,054,061.573","89,348,250","98,449,900","66,728,700","46,616,950","48,101,535.388","74,431,200","52,925,033.341","46,229,519.425","52,187,191.538","42,756,097.836","21,589,465.348","26,609,550","32,127,700","23,785,000","49,337,050","42,409,450","36,271,450","-87,554,575.25","40,772,750","-62,604,000","99,573,000","84,097,600","94,687,000","85,719,400","77,678,070.686","101,967,250","103,866,550","81,295,800","88,859,400","93,864,400","76,378,800","98,742,675.744","78,644,000","71,136,200","84,848,200","72,932,812.455","68,734,600","62,431,000","72,478,800","59,739,400","62,156,455.714","63,073,426.578","67,187,507.518","70,437,612.133","57,841,969.269","60,498,446.051","57,335,629.823","60,320,415.179","57,206,808.703","50,606,201.226","49,354,478.013","51,650,600","48,062,000","47,652,000","45,714,400","49,278,000","45,600,000","42,400,000","39,500,000","42,066,331","36,100,000","27,500,000","25,500,000","21,542,157.2","20,060,000","20,460,000","20,060,000","18,388,455.8","19,260,000","17,860,000","15,360,000","13,100,000","13,900,000","12,900,000","12,000,000","10,500,000","10,300,000","10,100,000","10,200,000","9,500,000","8,600,000","10,200,000","7,000,000","5,400,000","5,300,000","4,300,000","4,000,000","-2,500,000","2,100,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,"651,000","477,000","644,000",,"1,050,000","5,692,000","32,102,000","217,000","254,000","269,000","411,000","50,000","7,351,000","481,000","6,500,000","2,663,000","1,060,000","598,000","349,000","164,000","2,393,000","375,000","8,932,000","4,861,000","5,423,000","4,552,000","5,181,000","6,096,000","10,728,000","9,236,000","5,213,000","7,921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"204,133,000","57,479,000","52,126,000","46,812,000","47,716,000","45,887,000","46,942,000","48,015,000","46,060,000","45,757,000","43,146,000","44,097,000","44,395,000","42,881,000","44,081,000","46,434,000","49,943,000","52,126,000","47,258,000","46,090,000","46,482,000","43,067,000","46,552,000","50,479,000","52,451,000","56,152,000","54,031,000","56,130,000","52,578,000","48,761,000","51,578,000","52,821,000","50,636,000","51,317,000","53,991,000","55,423,000","53,624,000","55,963,000","57,116,000","57,387,000","57,519,000","57,279,000","56,474,000","55,804,000","55,557,000","54,781,000","57,795,000","59,624,000","58,737,000","57,856,000","54,551,000","50,956,000","46,516,000","52,255,000","52,775,000","53,637,000","53,998,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-204,133,000","-57,479,000","-52,126,000","-46,812,000","-47,716,000","-45,887,000","-46,942,000","-48,015,000","-46,060,000","-45,757,000","-43,146,000","-44,097,000","-44,395,000","-42,881,000","-44,081,000","-46,434,000","-49,943,000","-49,317,000","-47,258,000","-46,090,000","-46,482,000","-42,014,000","-45,667,000","-49,421,000","-52,041,000","-54,659,000","-47,894,000","-23,112,000","-51,225,000","-47,922,000","-50,892,000","-51,982,000","-48,887,000","-43,003,000","-52,585,000","-47,493,000","-49,975,000","-53,482,000","-54,426,000","-55,053,000","-55,348,000","-54,886,000","-56,099,000","-46,872,000","-50,696,000","-49,358,000","-53,243,000","-54,443,000","-52,641,000","-47,128,000","-45,315,000","-45,743,000","-38,595,000","-52,255,000","-52,775,000","-53,637,000","-53,998,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"949,259,000","96,421,000","540,080,000","143,848,000","168,910,000","234,135,000","-12,487,000","781,244,000","111,886,000","139,543,000","103,795,000","109,338,000","136,725,000","290,279,000","94,663,000","87,626,000","110,117,000","77,832,000","99,193,000","67,350,000","93,910,000","74,066,000","34,764,000","52,655,000","99,089,000","86,034,000","81,739,000","125,700,000","94,334,000","85,643,000","89,244,000","8,289,000","78,126,000","102,882,000","13,683,000","54,943,000","77,701,000","56,744,000","75,187,000","58,544,000","66,787,000","78,437,000","69,119,000","83,626,000","72,944,000","72,364,000","75,924,000","81,793,000","90,984,000","72,630,000","87,533,000","22,099,000","66,779,000","83,069,000","70,058,000","84,468,000","104,233,000","47,481,000","50,222,000","100,347,000","115,694,000","106,241,000","112,326,000","110,834,000","104,394,000","99,195,000","97,095,000","94,975,000","95,074,000","92,222,000","91,880,000","97,433,000","103,379,000","91,310,000","89,146,000","86,506,000","89,293,000","137,054,000","61,885,000","64,166,000","65,207,000","67,374,000","67,812,000","70,628,000","70,184,000","70,090,000","70,419,000","68,765,000","67,039,000","-224,850,000","158,700,000","156,200,000","164,600,000","-144,636,713","144,200,000","102,100,000","94,500,000","-94,436,824","75,600,000","67,400,000","66,900,000","-89,214,981","61,600,000","63,600,000","62,200,000","54,200,000","54,400,000","53,500,000","51,200,000","69,800,000","47,600,000","47,500,000","45,900,000","47,100,000","41,500,000","42,800,000","38,700,000","36,000,000","34,300,000","34,300,000","34,600,000","33,800,000","39,200,000"
EBITDA,"1,344,579,000"
ReconciledCostOfRevenue,"195,029,000","56,199,000","54,272,000","42,587,000","41,971,000","41,769,000","43,170,000","41,505,000","42,487,000","42,647,000","40,355,000","39,929,000","42,039,000","40,433,000","40,564,000","40,016,000","43,252,000","44,650,000","41,127,000","41,512,000","41,052,000","41,368,000","40,431,000","38,519,000","37,290,000","40,675,000","39,484,000","39,712,000","39,626,000","29,617,000","33,682,000","34,352,000","34,177,000","26,873,000","32,999,000","31,378,000","33,145,000","-51,609,000","59,523,000","58,362,000","60,484,000","63,328,000","62,296,000","60,799,000","68,424,000","64,163,000","60,720,000","62,324,000","67,859,000","64,595,000","57,181,000","54,868,000","58,809,000","56,331,000","54,075,000","50,027,000","53,761,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"395,320,000","133,633,000","114,238,000","72,573,000","74,876,000","74,295,000","71,704,000","73,559,000","69,397,000","68,439,000","68,874,000","69,005,000","71,561,000","74,266,000","74,972,000","79,760,000","81,382,000","85,024,000","88,443,000","95,270,000","92,074,000","90,884,000","96,827,000","82,753,000","84,856,000","86,095,000","103,708,000","80,155,000","74,569,000","73,179,000","70,618,000","67,630,000","61,666,000","66,435,000","64,378,000","64,269,000","62,773,000","64,778,000","66,773,000","66,306,000","64,885,000","62,327,000","60,526,000","61,954,000","66,332,000","62,603,000","61,863,000","61,581,000","61,590,000","59,723,000","56,639,000","55,274,000","56,140,000","52,915,000","53,020,000","51,330,000","49,253,000","53,386,000","48,563,000","47,103,000","42,218,000","42,274,000","36,966,000","35,840,000","29,687,000","27,479,000","26,671,000","27,709,000","26,183,000","25,264,000","24,395,000","26,221,000","26,992,000","25,156,000","21,593,000","20,573,000","19,867,000","17,852,000","18,971,000","19,138,000","18,846,000","18,580,000","18,490,000","18,930,000","18,210,000","18,277,000","18,098,000","17,679,000","17,074,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"844,059,000","81,681,000","507,739,000","116,697,000","137,942,000","172,606,000","-38,394,000","747,893,000","90,100,000","109,419,000","83,990,000","101,027,000","116,169,000","268,622,000","71,908,000","70,146,000","87,119,000","53,460,000","80,497,000","123,533,000","75,047,000","67,423,000","-53,316,000","164,141,000","113,817,000","339,607,000","49,907,000","100,501,000","278,362,000","85,702,000","101,953,000","71,253,000","71,258,000","76,503,000","40,751,000","75,462,000","64,650,000","41,155,000","45,482,000","59,112,000","48,098,000","42,974,000","49,045,000","42,283,000","27,958,000","19,247,000","29,906,000","23,278,000","51,289,000","50,591,000","39,539,000","-136,079,000","38,033,000","-62,604,000","99,573,000","94,066,000","94,687,000","82,706,000","76,392,000","101,405,000","101,457,000","81,765,000","88,764,000","91,984,000","83,598,000","95,062,000","77,558,000","78,392,000","84,280,000","70,214,000","71,719,000","65,062,000","74,826,000","57,961,000","62,424,000","61,684,000","67,497,000","66,863,000","60,115,000","60,511,000","60,894,000","61,882,000","59,250,000","59,352,000","56,053,000","53,858,000","51,512,000","50,946,000","48,709,000","49,278,000","45,600,000","42,400,000","39,500,000","42,066,331","36,100,000","27,500,000","25,500,000","23,536,445","20,600,000","21,000,000","20,600,000","19,626,893","19,800,000","18,400,000","15,900,000","13,100,000","13,900,000","12,900,000","12,000,000","10,500,000","10,300,000","10,100,000","10,200,000","9,500,000","8,600,000","10,200,000","7,000,000","5,400,000","5,300,000","4,300,000","4,000,000","-2,500,000","2,100,000"
TotalUnusualItemsExcludingGoodwill,"482,216,000","-39,990,000","411,254,000","39,861,000","71,090,000","147,779,000","-84,866,000","718,787,000","873,000","24,328,000","-10,584,000","-2,689,000","19,420,000","184,488,000","-16,098,000","-22,873,000","-7,646,000","-33,051,000","-4,697,000","-29,719,000","-1,617,000","-25,140,000","-55,747,000","-52,213,000","-5,840,000","-17,475,000","-6,058,000","-15,459,000","-6,391,000","5,883,000","-6,141,000","-88,373,000","-3,832,000","17,642,000","-74,765,000","-35,366,000","-3,198,000","-8,403,000","-3,673,000","-23,568,000","-7,667,000","-4,354,000","-4,829,000","-592,000","8,409,000","-11,327,000","-3,418,000","-780,000","3,003,000","12,587,000","5,027,000","-49,699,000","-4,215,000",,"-1,643,000","15,336,000",,"-4,636,000","-1,306,000","-865,000","-3,707,000","782,000","-159,000","-3,134,000","12,032,000","-3,953,000","-1,810,000","12,093,000","-947,000","-2,802,000","4,974,000","4,385,000","3,912,000","-2,964,000","273,000","-1,419,000","318,000","-3,725,000","2,371,000","13,000","3,871,000","1,719,000","2,406,000","8,846,000","6,930,000","3,679,000","5,750,000","5,490,000","4,991,000",,,,,,,,,"3,323,813","900,000","900,000","900,000","2,064,062","900,000","900,000","900,000",,,,,,,,,,,,,,,,,,
TotalUnusualItems,"482,216,000","-39,990,000","411,254,000","39,861,000","71,090,000","147,779,000","-84,866,000","718,787,000","873,000","24,328,000","-10,584,000","-2,689,000","19,420,000","184,488,000","-16,098,000","-22,873,000","-7,646,000","-33,051,000","-4,697,000","-29,719,000","-1,617,000","-25,140,000","-55,747,000","-52,213,000","-5,840,000","-17,475,000","-6,058,000","-15,459,000","-6,391,000","5,883,000","-6,141,000","-88,373,000","-3,832,000","17,642,000","-74,765,000","-35,366,000","-3,198,000","-8,403,000","-3,673,000","-23,568,000","-7,667,000","-4,354,000","-4,829,000","-592,000","8,409,000","-11,327,000","-3,418,000","-780,000","3,003,000","12,587,000","5,027,000","-49,699,000","-4,215,000",,"-1,643,000","15,336,000",,"-4,636,000","-1,306,000","-865,000","-3,707,000","782,000","-159,000","-3,134,000","12,032,000","-3,953,000","-1,810,000","12,093,000","-947,000","-2,802,000","4,974,000","4,385,000","3,912,000","-2,964,000","273,000","-1,419,000","318,000","-3,725,000","2,371,000","13,000","3,871,000","1,719,000","2,406,000","8,846,000","6,930,000","3,679,000","5,750,000","5,490,000","4,991,000",,,,,,,,,"3,323,813","900,000","900,000","900,000","2,064,062","900,000","900,000","900,000",,,,,,,,,,,,,,,,,,
NormalizedEBITDA,"862,363,000","270,044,000","243,064,000","176,560,000","172,696,000","160,651,000","144,083,000","136,016,000","180,410,000","183,654,000","183,253,000","181,032,000","188,866,000","180,057,000","185,733,000","190,259,000","199,145,000","195,907,000","192,333,000","192,339,000","187,601,000","190,090,000","187,338,000","187,621,000","189,785,000","189,604,000","191,505,000","221,314,000","175,294,000","152,939,000","166,003,000","164,292,000","143,624,000","151,675,000","152,826,000","154,578,000","143,672,000","129,925,000","145,633,000","148,418,000","139,339,000","145,118,000","134,474,000","146,172,000","130,867,000","146,294,000","141,205,000","144,154,000","149,571,000","119,766,000","139,145,000","127,072,000","127,134,000","135,984,000","123,078,000","120,462,000","153,486,000","105,503,000","100,091,000","148,315,000","161,619,000","147,733,000","149,451,000","149,808,000","122,049,000","130,627,000","125,576,000","110,591,000","122,204,000","120,288,000","111,301,000","119,269,000","126,459,000","119,430,000","110,466,000","108,498,000","108,842,000","158,631,000","78,485,000","83,291,000","80,182,000","84,235,000","83,896,000","80,712,000","81,464,000","84,688,000","82,767,000","80,954,000","79,122,000","-224,850,000","158,700,000","156,200,000","164,600,000","-144,636,713","144,200,000","102,100,000","94,500,000","-97,760,637","74,700,000","66,500,000","66,000,000","-91,279,043","60,700,000","62,700,000","61,300,000","54,200,000","54,400,000","53,500,000","51,200,000","69,800,000","47,600,000","47,500,000","45,900,000","47,100,000","41,500,000","42,800,000","38,700,000","36,000,000","34,300,000","34,300,000","34,600,000","33,800,000","43,200,000"
TaxRateForCalcs,"0.005","0.012","0.001","0.013","0.011","0.003","0.27","0","0.001","0.003","0.27","0.27","0.007","0.01","0.27","0.27","0.001","0.052","0.4","0.4","0.4","0.4","0.4","0.4","0.26","0.4","0.103","0.4","0.305","0.211","0.142","0.013","0.281","0.124","0.35","0.35","0.35","0.35","0.287","0.35","0.37","0.252","0.349","0.201","0.243","0.35","0.35","0.35","0.35","0.35","0.35","0.024","0.35","0.35","0.35","0.35","0.187","0.35","0.015","0.35","0.35","0.4","0.4","0.4","0.4","0.069","0.4","0.4","0.4","0.03","0.4","0.4","0.4","0.4","0.02","0.021","0.027","0.04","0.041","0.034","0.081","0.092","0.151","0.011","0.033","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"2,187,401.97","-495,998.408","264,643.298","523,751.752","767,246.893","389,371.382","-22,913,820","49,995.482","570.276","68,221.952","-2,857,680","-726,030","132,509.477","1,926,177.673","-4,346,460","-6,175,710","-6,607.372","-1,728,022.407","-1,878,800","-11,887,600","-646,800","-10,056,000","-22,298,800","-20,885,200","-1,516,661.949","-6,990,000","-621,804.244","-6,183,600","-1,946,411.222","1,242,094.274","-874,863.431","-1,162,907.078","-1,077,532.194","2,193,061.573","-26,167,750","-12,378,100","-1,119,300","-2,941,050","-1,053,464.612","-8,248,800","-2,839,966.659","-1,098,480.575","-1,686,808.462","-118,902.164","2,040,465.348","-3,964,450","-1,196,300","-273,000","1,051,050","4,405,450","1,759,450","-1,174,575.25","-1,475,250","0","0","5,367,600","0","-1,622,600","-19,929.314","-302,750","-1,297,450","312,800","-63,600","-1,253,600","4,812,800","-272,324.256","-724,000","4,837,200","-378,800","-83,187.545","1,989,600","1,754,000","1,564,800","-1,185,600","5,455.714","-29,573.422","8,507.518","-150,387.867","97,969.269","446.051","312,629.823","157,415.179","362,808.703","100,201.226","231,478.013","1,471,600","2,300,000","2,196,000","1,996,400","0","0","0","0","0","0","0","0","1,329,525.2","360,000","360,000","360,000","825,624.8","360,000","360,000","360,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
